"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","OWN"
"27","Malcolm Brown (LAR)","5","21","4.2","17","0","1","0","0","0","0","0","0","1","8.1","8.1","6.0%"
"28","Mark Ingram II (BAL)","15","50","3.3","9","0","0","3","3","29","9.7","0","0","1","7.9","7.9","97.0%"
"29","Carlos Hyde (SEA)","14","73","5.2","13","0","0","2","3","5","2.5","0","0","1","7.8","7.8","18.0%"
"30","James White (NE)","6","33","5.5","19","0","0","5","7","27","5.4","0","0","1","7.4","7.4","82.0%"
"31","Bo Scarbrough (DET)","19","65","3.4","7","0","0","1","3","5","5.0","0","0","1","7.0","7.0","1.0%"
"32","Brandon Bolden (NE)","1","10","10.0","10","0","1","0","0","0","0","0","0","1","7.0","7.0","0.0%"
"33","Miles Sanders (PHI)","15","45","3.0","10","0","0","4","5","24","6.0","0","0","1","6.9","6.9","99.0%"
"34","Saquon Barkley (NYG)","17","66","3.9","11","0","0","3","4","1","0.3","0","0","1","6.7","6.7","100.0%"
"35","Kenyan Drake (ARI)","11","37","3.4","10","0","0","3","3","30","10.0","0","0","1","6.7","6.7","99.0%"
"36","David Montgomery (CHI)","20","86","4.3","20","1","0","0","1","0","0","0","1","1","6.6","6.6","94.0%"
"37","Alexander Mattison (MIN)","14","46","3.3","9","0","0","2","2","18","9.0","0","0","1","6.4","6.4","65.0%"
"38","Derek Watt (PIT)","2","4","2.0","3","0","1","0","0","0","0","0","0","1","6.4","6.4","0.0%"
"39","Leonard Fournette (JAC)","15","50","3.3","11","0","0","3","6","13","4.3","0","0","1","6.3","6.3","96.0%"
"40","Ty Montgomery (NO)","9","31","3.4","9","0","0","3","3","30","10.0","0","0","1","6.1","6.1","0.0%"
"41","Ronald Jones II (TB)","11","36","3.3","10","0","0","4","5","23","5.8","0","0","1","5.9","5.9","89.0%"
"42","Matt Breida (MIA)","6","54","9.0","28","1","0","1","1","4","4.0","0","0","1","5.8","5.8","87.0%"
"43","Peyton Barber (WAS)","11","34","3.1","11","0","0","2","2","19","9.5","0","0","1","5.3","5.3","3.0%"
"44","Kerrith Whyte Jr. (PIT)","5","41","8.2","13","0","0","1","1","9","9.0","0","0","1","5.0","5.0","0.0%"
"45","Khari Blasingame (TEN)","0","0","0","0","0","0","2","2","47","23.5","0","0","1","4.7","4.7","0.0%"
"46","Giovani Bernard (CIN)","4","15","3.8","13","0","0","2","3","31","15.5","0","0","1","4.6","4.6","6.0%"
"47","Jalen Richard (LV)","7","28","4.0","10","0","0","2","3","18","9.0","0","0","1","4.6","4.6","2.0%"
"48","Duke Johnson (HOU)","1","5","5.0","5","0","0","6","8","40","6.7","0","0","1","4.5","4.5","47.0%"
"49","Darwin Thompson (KC)","4","7","1.8","4","0","0","4","5","36","9.0","0","0","1","4.3","4.3","4.0%"
"50","LeSean McCoy (TB)","11","39","3.5","13","0","0","1","3","4","4.0","0","0","1","4.3","4.3","11.0%"
"51","Chris Thompson (JAC)","0","0","0","0","0","0","7","8","43","6.1","0","0","1","4.3","4.3","4.0%"
"52","Derrius Guice (FA)","5","42","8.4","23","1","0","0","0","0","0","0","0","1","4.2","4.2","69.0%"
"53","Jaylen Samuels (PIT)","7","16","2.3","9","0","0","2","2","18","9.0","0","0","1","3.4","3.4","4.0%"
"54","Dion Lewis (NYG)","9","26","2.9","6","0","0","1","1","5","5.0","0","0","1","3.1","3.1","2.0%"
"55","Tarik Cohen (CHI)","3","7","2.3","6","0","0","6","6","24","4.0","0","0","1","3.1","3.1","76.0%"
"56","Dare Ogunbowale (TB)","0","0","0","0","0","0","5","5","48","9.6","0","1","1","2.8","2.8","1.0%"
"57","CJ Ham (MIN)","1","0","0.0","0","0","0","1","1","25","25.0","0","0","1","2.5","2.5","0.0%"
"58","Justin Jackson (LAC)","3","25","8.3","14","0","0","0","0","0","0","0","0","1","2.5","2.5","33.0%"
"59","Devontae Booker (LV)","0","0","0","0","0","0","2","2","24","12.0","0","0","1","2.4","2.4","0.0%"
"60","Jamaal Williams (GB)","7","24","3.4","7","0","0","0","1","0","0","0","0","1","2.4","2.4","13.0%"
"61","Alvin Kamara (NO)","13","25","1.9","17","0","0","4","6","18","4.5","0","1","1","2.3","2.3","100.0%"
"62","Kyle Juszczyk (SF)","0","0","0","0","0","0","3","3","22","7.3","0","0","1","2.2","2.2","0.0%"
"63","Benny Snell Jr. (PIT)","16","41","2.6","9","0","0","0","0","0","0","0","1","1","2.1","2.1","5.0%"
"64","Gus Edwards (BAL)","4","20","5.0","7","0","0","0","0","0","0","0","0","1","2.0","2.0","5.0%"
"65","J.D. McKissic (WAS)","1","2","2.0","2","0","0","4","4","16","4.0","0","0","1","1.8","1.8","0.0%"
"66","Rashaad Penny (SEA)","0","0","0","0","0","0","1","1","16","16.0","0","0","1","1.6","1.6","12.0%"
"67","Rex Burkhead (NE)","7","15","2.1","5","0","0","0","1","0","0","0","0","1","1.5","1.5","2.0%"
"68","Mike Boone (MIN)","5","13","2.6","4","0","0","0","0","0","0","0","0","1","1.3","1.3","2.0%"
"69","Myles Gaskin (MIA)","4","5","1.3","6","0","0","1","2","6","6.0","0","0","1","1.1","1.1","1.0%"
"70","Ty Johnson (DET)","2","3","1.5","5","0","0","1","1","7","7.0","0","0","1","1.0","1.0","0.0%"
"71","Chase Edmonds (ARI)","1","9","9.0","9","0","0","0","2","0","0","0","0","1","0.9","0.9","35.0%"
"72","Sony Michel (NE)","5","8","1.6","3","0","0","1","1","1","1.0","0","0","1","0.9","0.9","87.0%"
"73","Justice Hill (BAL)","3","8","2.7","9","0","0","0","0","0","0","0","0","1","0.8","0.8","5.0%"
"74","Trey Edmunds (PIT)","0","0","0","0","0","0","1","1","7","7.0","0","0","1","0.7","0.7","0.0%"
"75","Ryquell Armstead (JAC)","2","7","3.5","4","0","0","0","2","0","0","0","0","1","0.7","0.7","6.0%"
"76","Qadree Ollison (ATL)","4","6","1.5","3","0","0","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"77","Reggie Bonnafon (CAR)","1","6","6.0","6","0","0","0","0","0","0","0","0","1","0.6","0.6","1.0%"
"78","Tevin Coleman (SF)","3","6","2.0","6","0","0","0","0","0","0","0","0","1","0.6","0.6","67.0%"
"79","Frank Gore (NYJ)","4","6","1.5","6","0","0","0","0","0","0","0","0","1","0.6","0.6","2.0%"
"80","Nyheim Hines (IND)","4","1","0.3","5","0","0","4","5","24","6.0","0","1","1","0.5","0.5","23.0%"
"81","Jay Ajayi (FA)","2","5","2.5","3","0","0","0","1","0","0","0","0","1","0.5","0.5","7.0%"
"82","Wendell Smallwood (PIT)","2","4","2.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"83","Spencer Ware (FA)","5","11","2.2","6","0","0","1","2","-9","-9.0","0","0","1","0.2","0.2","0.0%"
"84","Ameer Abdullah (MIN)","0","0","0","0","0","0","1","1","2","2.0","0","0","1","0.2","0.2","0.0%"
"85","C.J. Prosise (FA)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"86","Jordan Wilkins (IND)","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","1.0%"
"87","Josh Jacobs (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"88","Elijah Holyfield (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Damien Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.0%"
"90","Bryce Love (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"91","Chandler Cox (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"92","Jakob Johnson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Christian Wade (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Karan Higdon (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Isaac Nauta (DET)","0","0","0","0","0","0","1","1","3","3.0","0","0","1","0.0","0.0","0.0%"
"96","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"97","Rodney Anderson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"98","Travis Homer (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"99","Damarea Crockett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Darrell Henderson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","72.0%"
"101","Wes Hills (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Jacques Patrick (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Dexter Williams (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Jordan Scarlett (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Devine Ozigbo (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"106","Cullen Gillaspia (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","Darrynton Evans (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.0%"
"108","Connor Slomka (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Joshua Kelley (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"110","J.J. Taylor (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Javon Leake (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Michael Warren II (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Anthony McFarland Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.0%"
"114","Eno Benjamin (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"115","A.J. Dillon (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.0%"
"116","Ke'Shawn Vaughn (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66.0%"
"117","Salvon Ahmed (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Darius Anderson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Lamical Perine (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"120","DeeJay Dallas (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"121","Artavis Pierce (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Patrick Taylor Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Adrian Killins Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Xavier Jones (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Benny LeMay (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"126","Darius Bradwell (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Tony Jones Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Levante Bellamy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Clyde Edwards-Helaire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.0%"
"130","Tony Pollard (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51.0%"
"131","Jeremy Cox (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"132","John Lovett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Bruce Anderson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","D'Andre Swift (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.0%"
"135","Cam Akers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90.0%"
"136","Zack Moss (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54.0%"
"137","J.K. Dobbins (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.0%"
"138","Jonathan Taylor (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.0%"
"139","Derrick Gore (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","D'Ernest Johnson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"141","William Stanback (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Alex Armah (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"143","Brandin Bryant (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"144","Troymaine Pope (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"145","Wayne Gallman (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"146","Samaje Perine (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Corey Clement (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","James Conner (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.0%"
"149","Elijah McGuire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Brandon Wilson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.0%"
"151","T.J. Logan (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Cethan Carter (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"153","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"154","Scottie Phillips (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Jeff Wilson (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Dontrell Hilliard (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"157","Johnny Stanton (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","De'Lance Turner (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"159","Dalyn Dawkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Ryan Nall (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"161","Kerryon Johnson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.0%"
"162","Josh Adams (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Ito Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"164","Kalen Ballage (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"165","John Kelly (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Darrel Williams (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"167","Trenton Cannon (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Nick Bawden (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Buddy Howell (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"170","Lynn Bowden Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0%"
"171","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Sandro Platzgummer (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Josh Hokit (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Gabe Nabers (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Sewo Olonilua (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Jason Huntley (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Rico Dowdle (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","James Robinson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","JaMycal Hasty (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Antonio Gibson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.0%"
"181","Raymond Calais (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Bobby Holly (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Luke Sellers (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Nathan Cottrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Ward Jonathan (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"186","Mikey Daniel (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Cameron Scarlett (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Malcolm Perry (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Spencer Nigh (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Elijhaa Penny (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"192","Javarris James (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"193","Andre Anderson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"194","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"195","Taiwan Jones (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"197","Lamar Miller (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"198","Rodney Stewart (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"199","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"200","Chad Spann (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"201","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"202","Anthony Sherman (KC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"203","Isaac Odim (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"204","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"206","Javarris Williams (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"207","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"208","Adrian Peterson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"209","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"210","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"211","Matt Lawrence (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"212","Marcus Mason (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"213","Korey Hall (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"214","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"215","Marcus Mailei (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"216","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"217","Javorius Allen (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"218","Michael Burton (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"219","Zach Zenner (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"220","Mike Davis (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"221","Roosevelt Nix (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"223","T.J. Yeldon (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Senorise Perry (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"225","Dan Vitale (NE)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"226","Dwayne Washington (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"227","Rod Smith (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Andy Janovich (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","D.J. Foster (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Tyler Ervin (GB)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"231","Jordan Howard (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.0%"
"232","Kenneth Dixon (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Kenjon Barner (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"234","Le'Veon Bell (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.0%"
"235","Patrick DiMarco (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"236","Jamize Olawale (DAL)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"237","Keith Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"238","Carlin Isles (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"239","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"240","Damien Williams (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50.0%"
"241","Jerick McKinnon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0%"
"242","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"243","Alec Ingold (LV)","1","-1","-1.0","0","0","0","0","0","0","0","0","0","1","-0.1","-0.1","0.0%"
""
""
