"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"117","Brett Smith (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"118","AJ McCarron (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Teddy Bridgewater (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37.0%"
"120","Mike Glennon (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Matt Barkley (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Geno Smith (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Ryan Griffin (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Matt Moore (KC)","0","0","0","0","0","0","0","0","1","-1","0","0","1","-0.1","-0.1","0.0%"
"125","Brian Hoyer (NE)","0","0","0","0","0","0","0","0","3","-2","0","0","1","-0.2","-0.2","0.0%"
"126","Tyrod Taylor (LAC)","0","0","0","0","0","0","0","0","2","-2","0","0","1","-0.2","-0.2","7.0%"
""
""
