"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"1","Michael Gallup (DAL)","5","7","98","19.6","45","2","3","0","0","0","0","1","27.8","27.8","93.0%"
"2","Deebo Samuel (SF)","5","5","102","20.4","30","3","0","2","33","1","0","1","19.5","19.5","89.0%"
"3","Breshad Perriman (NYJ)","5","8","134","26.8","37","4","1","0","0","0","0","1","19.4","19.4","39.0%"
"4","A.J. Brown (TEN)","4","8","124","31.0","51","3","1","0","0","0","0","1","18.4","18.4","99.0%"
"5","Hunter Renfrow (LV)","6","9","102","17.0","39","3","1","0","0","0","0","1","16.2","16.2","40.0%"
"6","Cooper Kupp (LAR)","7","10","99","14.1","24","2","1","0","0","0","0","1","15.9","15.9","97.0%"
"7","Davante Adams (GB)","7","13","93","13.3","33","2","1","0","0","0","0","1","15.3","15.3","100.0%"
"8","Dede Westbrook (JAC)","7","8","72","10.3","18","0","1","0","0","0","0","1","15.2","15.2","14.0%"
"9","Keenan Allen (LAC)","9","10","82","9.1","13","0","1","0","0","0","0","1","14.2","14.2","96.0%"
"10","Jarvis Landry (CLE)","2","6","82","41.0","56","2","1","0","0","0","0","1","14.2","14.2","92.0%"
"11","D.K. Metcalf (SEA)","6","12","81","13.5","24","1","1","0","0","0","0","1","14.1","14.1","97.0%"
"12","Odell Beckham Jr. (CLE)","3","6","81","27.0","36","3","1","0","0","0","0","1","14.1","14.1","100.0%"
"13","DeVante Parker (MIA)","8","11","137","17.1","28","4","0","0","0","0","0","1","13.7","13.7","96.0%"
"14","Robert Woods (LAR)","7","12","67","9.6","37","1","1","1","9","0","0","1","13.6","13.6","94.0%"
"15","Steven Sims (WAS)","5","8","81","16.2","65","1","1","1","-6","0","0","1","13.5","13.5","7.0%"
"16","Allen Lazard (GB)","4","8","69","17.3","28","1","1","0","0","0","0","1","12.9","12.9","27.0%"
"17","Golden Tate (NYG)","5","8","68","13.6","20","3","1","0","0","0","0","1","12.8","12.8","45.0%"
"18","Keelan Cole (JAC)","3","4","67","22.3","45","1","1","0","0","0","0","1","12.7","12.7","0.0%"
"19","Jamison Crowder (NYJ)","8","10","66","8.3","21","1","1","0","0","0","0","1","12.6","12.6","55.0%"
"20","Damion Ratley (CLE)","2","3","64","32.0","46","1","1","0","0","0","0","1","12.4","12.4","0.0%"
"21","Tre'Quan Smith (NO)","5","5","56","11.2","32","1","1","0","0","0","0","1","11.6","11.6","2.0%"
"22","Damiere Byrd (NE)","7","8","74","10.6","33","1","1","0","0","0","1","1","11.4","11.4","0.0%"
"23","Tyler Lockett (SEA)","6","7","51","8.5","14","0","1","0","0","0","0","1","11.1","11.1","97.0%"
"24","Duke Williams (BUF)","6","12","108","18.0","41","2","0","0","0","0","0","1","10.8","10.8","0.0%"
"25","Amari Cooper (DAL)","4","5","92","23.0","48","2","0","1","6","0","0","1","9.8","9.8","99.0%"
"26","Brandon Zylstra (CAR)","6","8","96","16.0","40","2","0","0","0","0","0","1","9.6","9.6","0.0%"
"27","Mecole Hardman (KC)","1","1","30","30.0","30","1","0","0","0","0","0","1","9.0","9.0","68.0%"
"28","Demarcus Robinson (KC)","1","2","24","24.0","24","1","1","0","0","0","0","1","8.4","8.4","2.0%"
"29","Randall Cobb (HOU)","5","6","81","16.2","32","1","0","0","0","0","0","1","8.1","8.1","10.0%"
"30","Julio Jones (ATL)","7","13","78","11.1","29","1","0","0","0","0","0","1","7.8","7.8","100.0%"
"31","Allen Robinson (CHI)","9","12","71","7.9","18","0","0","1","2","0","0","1","7.3","7.3","99.0%"
"32","T.Y. Hilton (IND)","3","3","72","24.0","33","2","0","0","0","0","0","1","7.2","7.2","94.0%"
"33","Kenny Golladay (DET)","3","4","72","24.0","42","1","0","0","0","0","0","1","7.2","7.2","99.0%"
"34","Russell Gage (ATL)","7","13","68","9.7","13","0","0","0","0","0","0","1","6.8","6.8","3.0%"
"35","Albert Wilson (MIA)","5","8","59","11.8","24","1","0","0","0","0","0","1","6.7","6.7","1.0%"
"36","Christian Kirk (ARI)","7","10","60","8.6","16","0","0","1","6","0","0","1","6.6","6.6","60.0%"
"37","DaeSean Hamilton (DEN)","5","6","65","13.0","17","0","0","0","0","0","0","1","6.5","6.5","1.0%"
"38","Isaiah Ford (MIA)","7","9","54","7.7","15","0","0","1","11","0","0","1","6.5","6.5","0.0%"
"39","DeAndre Carter (HOU)","6","7","65","10.8","21","2","0","0","0","0","0","1","6.5","6.5","0.0%"
"40","Danny Amendola (DET)","2","4","16","8.0","9","0","0","0","0","0","0","1","6.4","6.4","3.0%"
"41","Tyreek Hill (KC)","4","5","61","15.3","47","1","0","0","0","0","0","1","6.1","6.1","100.0%"
"42","Tyler Boyd (CIN)","5","7","59","11.8","22","1","0","0","0","0","0","1","5.9","5.9","91.0%"
"43","Vyncint Smith (NYJ)","3","4","36","12.0","16","0","0","1","20","0","0","1","5.6","5.6","0.0%"
"44","Diontae Johnson (PIT)","4","7","54","13.5","21","1","0","0","0","0","0","1","5.4","5.4","82.0%"
"45","Riley Ridley (CHI)","3","4","54","18.0","32","1","0","0","0","0","0","1","5.4","5.4","0.0%"
"46","Courtland Sutton (DEN)","4","8","52","13.0","19","0","0","0","0","0","0","1","5.2","5.2","97.0%"
"47","Darius Slayton (NYG)","4","9","50","12.5","33","1","0","0","0","0","0","1","5.0","5.0","85.0%"
"48","Phillip Dorsett (SEA)","1","4","50","50.0","50","1","0","0","0","0","0","1","5.0","5.0","2.0%"
"49","Deontay Burnett (PHI)","2","4","48","24.0","41","1","0","0","0","0","0","1","4.8","4.8","0.0%"
"50","Alexander Hollins (MIN)","2","3","46","23.0","35","1","0","0","0","0","0","1","4.6","4.6","0.0%"
"51","Larry Fitzgerald (ARI)","4","7","45","11.3","23","1","0","0","0","0","0","1","4.5","4.5","23.0%"
"52","Corey Davis (TEN)","4","5","44","11.0","16","0","0","0","0","0","0","1","4.4","4.4","8.0%"
"53","Greg Ward (PHI)","6","7","43","7.2","15","0","0","0","0","0","0","1","4.3","4.3","1.0%"
"54","Brandin Cooks (HOU)","3","5","40","13.3","22","1","0","0","0","0","0","1","4.0","4.0","87.0%"
"55","John Ross (CIN)","2","5","42","21.0","28","1","0","1","-2","0","0","1","4.0","4.0","21.0%"
"56","Justin Hardy (FA)","3","3","40","13.3","21","1","0","0","0","0","0","1","4.0","4.0","0.0%"
"57","Sterling Shepard (NYG)","5","10","39","7.8","17","0","0","0","0","0","0","1","3.9","3.9","55.0%"
"58","Chris Conley (JAC)","3","6","38","12.7","17","0","0","0","0","0","0","1","3.8","3.8","3.0%"
"59","N'Keal Harry (NE)","3","7","29","9.7","18","0","0","1","9","0","0","1","3.8","3.8","47.0%"
"60","Mike Williams (LAC)","2","5","38","19.0","22","1","0","0","0","0","0","1","3.8","3.8","72.0%"
"61","Steven Mitchell Jr. (HOU)","2","5","37","18.5","21","1","0","0","0","0","0","1","3.7","3.7","0.0%"
"62","Michael Thomas (NO)","4","9","37","9.3","14","0","0","0","0","0","0","1","3.7","3.7","100.0%"
"63","Isaiah McKenzie (BUF)","2","5","7","3.5","12","0","0","2","30","0","0","1","3.7","3.7","0.0%"
"64","Mohamed Sanu (NE)","3","5","35","11.7","22","1","0","0","0","0","0","1","3.5","3.5","7.0%"
"65","D.J. Chark (JAC)","4","5","34","8.5","19","0","0","0","0","0","0","1","3.4","3.4","95.0%"
"66","Olabisi Johnson (MIN)","3","4","34","11.3","14","0","0","0","0","0","0","1","3.4","3.4","1.0%"
"67","Kelvin Harmon (WAS)","3","5","33","11.0","25","1","0","0","0","0","0","1","3.3","3.3","1.0%"
"68","DeAndrew White (CAR)","2","5","31","15.5","18","0","0","0","0","0","0","1","3.1","3.1","0.0%"
"69","Marcus Johnson (IND)","2","4","31","15.5","16","0","0","0","0","0","0","1","3.1","3.1","0.0%"
"70","David Moore (SEA)","2","2","30","15.0","17","0","0","0","0","0","0","1","3.0","3.0","1.0%"
"71","Justin Watson (TB)","2","4","27","13.5","17","0","0","0","0","0","0","1","2.7","2.7","1.0%"
"72","Julian Edelman (NE)","3","7","26","8.7","14","0","0","0","0","0","0","1","2.6","2.6","91.0%"
"73","Marcell Ateman (LV)","3","7","46","15.3","20","1","0","0","0","0","1","1","2.6","2.6","0.0%"
"74","Emmanuel Sanders (NO)","3","4","25","8.3","12","0","0","0","0","0","0","1","2.5","2.5","73.0%"
"75","Pharoh Cooper (CAR)","1","2","24","24.0","24","1","0","0","0","0","0","1","2.4","2.4","0.0%"
"76","Javon Wims (CHI)","3","7","23","7.7","17","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"77","Olamide Zaccheaus (ATL)","2","2","22","11.0","11","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"78","Willie Snead (BAL)","3","5","22","7.3","10","0","0","1","0","0","0","1","2.2","2.2","1.0%"
"79","Alex Erickson (CIN)","1","4","16","16.0","16","0","0","1","5","0","0","1","2.1","2.1","1.0%"
"80","Zay Jones (LV)","2","2","21","10.5","16","0","0","0","0","0","0","1","2.1","2.1","1.0%"
"81","Marquez Valdes-Scantling (GB)","2","7","19","9.5","11","0","0","0","0","0","0","1","1.9","1.9","2.0%"
"82","Khadarel Hodge (CLE)","1","2","19","19.0","19","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"83","Robby Anderson (CAR)","3","7","18","6.0","11","0","0","0","0","0","0","1","1.8","1.8","47.0%"
"84","Geronimo Allison (DET)","3","4","17","5.7","7","0","0","0","0","0","0","1","1.7","1.7","1.0%"
"85","Rashard Davis (TEN)","1","1","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"86","Marquise Brown (BAL)","2","2","15","7.5","8","0","0","0","0","0","0","1","1.5","1.5","93.0%"
"87","Cordarrelle Patterson (CHI)","0","0","0","0","0","0","0","2","14","0","0","1","1.4","1.4","1.0%"
"88","Tim Patrick (DEN)","1","2","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"89","Chris Hogan (FA)","2","4","14","7.0","9","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"90","Zach Pascal (IND)","1","3","10","10.0","10","0","0","1","4","0","0","1","1.4","1.4","3.0%"
"91","Curtis Samuel (CAR)","2","4","13","6.5","11","0","0","0","0","0","0","1","1.3","1.3","40.0%"
"92","Deonte Harris (NO)","0","0","0","0","0","0","0","2","13","0","0","1","1.3","1.3","1.0%"
"93","Tajae Sharpe (MIN)","1","2","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"94","Chris Lacy (FA)","2","7","12","6.0","7","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"95","Cam Sims (WAS)","1","2","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"96","Cody Latimer (WAS)","2","3","12","6.0","9","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"97","Braxton Berrios (NYJ)","1","2","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"98","John Ursua (SEA)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"99","Ted Ginn (CHI)","1","2","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","1.0%"
"100","Jarius Wright (FA)","2","5","10","5.0","6","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"101","Sammy Watkins (KC)","1","2","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","59.0%"
"102","Jake Kumerow (GB)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"103","Keke Coutee (HOU)","1","3","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","1.0%"
"104","Jaleel Scott (BAL)","1","3","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"105","Dontrelle Inman (WAS)","1","3","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"106","JuJu Smith-Schuster (PIT)","2","6","6","3.0","11","0","0","0","0","0","0","1","0.6","0.6","99.0%"
"107","Anthony Miller (CHI)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","50.0%"
"108","Cyril Grayson (TB)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"109","Tavon Austin (FA)","1","2","1","1.0","1","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"110","De'Anthony Thomas (BAL)","0","0","0","0","0","0","0","1","1","0","0","1","0.1","0.1","0.0%"
"111","Codey McElroy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
