"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","OWN"
"48","Tra Carson (FA)","6","14","2.3","7","0","0","4","4","18","4.5","0","0","1","3.2","3.2","0.0%"
"49","Jalen Richard (LV)","2","14","7.0","9","0","0","2","2","18","9.0","0","0","1","3.2","3.2","2.0%"
"50","Dion Lewis (NYG)","2","11","5.5","9","0","0","2","4","19","9.5","0","0","1","3.0","3.0","2.0%"
"51","T.J. Yeldon (BUF)","2","15","7.5","11","0","0","4","4","13","3.3","0","0","1","2.8","2.8","0.0%"
"52","Jordan Wilkins (IND)","7","28","4.0","10","0","0","0","0","0","0","0","0","1","2.8","2.8","1.0%"
"53","Wendell Smallwood (PIT)","6","27","4.5","12","0","0","0","0","0","0","0","0","1","2.7","2.7","0.0%"
"54","Giovani Bernard (CIN)","2","10","5.0","9","0","0","3","3","16","5.3","0","0","1","2.6","2.6","6.0%"
"55","Ameer Abdullah (MIN)","3","24","8.0","15","0","0","0","0","0","0","0","0","1","2.4","2.4","0.0%"
"56","Jonathan Hilliman (FA)","9","20","2.2","6","0","0","1","2","4","4.0","0","0","1","2.4","2.4","0.0%"
"57","Elijhaa Penny (NYG)","3","15","5.0","6","0","0","1","1","9","9.0","0","0","1","2.4","2.4","0.0%"
"58","Gus Edwards (BAL)","5","17","3.4","7","0","0","1","1","6","6.0","0","0","1","2.3","2.3","5.0%"
"59","Dare Ogunbowale (TB)","1","-4","-4.0","0","0","0","2","3","27","13.5","0","0","1","2.3","2.3","1.0%"
"60","Kyle Juszczyk (SF)","0","0","0","0","0","0","2","3","20","10.0","0","0","1","2.0","2.0","0.0%"
"61","Tony Pollard (DAL)","4","19","4.8","7","0","0","0","0","0","0","0","0","1","1.9","1.9","51.0%"
"62","Adrian Peterson (WAS)","7","18","2.6","7","0","0","0","0","0","0","0","0","1","1.8","1.8","47.0%"
"63","Wayne Gallman (NYG)","2","14","7.0","11","0","0","0","0","0","0","0","0","1","1.4","1.4","1.0%"
"64","Dan Vitale (NE)","0","0","0","0","0","0","1","1","9","9.0","0","0","1","0.9","0.9","0.0%"
"65","Derek Watt (PIT)","0","0","0","0","0","0","1","1","8","8.0","0","0","1","0.8","0.8","0.0%"
"66","Justice Hill (BAL)","2","7","3.5","4","0","0","0","0","0","0","0","0","1","0.7","0.7","5.0%"
"67","Ryquell Armstead (JAC)","1","-1","-1.0","0","0","0","1","1","7","7.0","0","0","1","0.6","0.6","6.0%"
"68","D'Ernest Johnson (CLE)","0","0","0","0","0","0","1","1","6","6.0","0","0","1","0.6","0.6","0.0%"
"69","Jakob Johnson (NE)","0","0","0","0","0","0","1","2","5","5.0","0","0","1","0.5","0.5","0.0%"
"70","Jaylen Samuels (PIT)","3","2","0.7","6","0","0","3","4","11","3.7","0","0","1","0.5","0.5","4.0%"
"71","Darren Sproles (FA)","3","4","1.3","5","0","0","0","1","0","0","0","0","1","0.4","0.4","0.0%"
"72","Alex Armah (CAR)","0","0","0","0","0","0","1","1","4","4.0","0","0","1","0.4","0.4","0.0%"
"73","Bilal Powell (FA)","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"74","Alec Ingold (LV)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"75","LeSean McCoy (TB)","0","0","0","0","0","0","2","2","23","11.5","0","1","1","0.3","0.3","11.0%"
"76","Malcolm Brown (LAR)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","6.0%"
"77","Anthony Sherman (KC)","1","2","2.0","2","0","0","0","1","0","0","0","0","1","0.2","0.2","0.0%"
"78","Ty Montgomery (NO)","2","1","0.5","4","0","0","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"79","Elijah Holyfield (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Devin Singletary (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.0%"
"81","Christian Wade (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Kerrith Whyte Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Bryce Love (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"84","Damien Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.0%"
"85","Devine Ozigbo (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"86","Ty Johnson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Travis Homer (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"88","Isaac Nauta (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Jordan Scarlett (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"90","Wes Hills (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Rodney Anderson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"93","Benny Snell Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.0%"
"94","Damarea Crockett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Patrick Laird (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"96","Darwin Thompson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0%"
"97","Qadree Ollison (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Dexter Williams (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Karan Higdon (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Jacques Patrick (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Darrell Henderson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","72.0%"
"102","Jeremy Cox (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"103","Salvon Ahmed (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Connor Slomka (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Joshua Kelley (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"106","J.J. Taylor (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Javon Leake (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Darrynton Evans (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.0%"
"109","Darius Anderson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Michael Warren II (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Anthony McFarland Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.0%"
"112","Eno Benjamin (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"113","A.J. Dillon (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.0%"
"114","Levante Bellamy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Artavis Pierce (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Patrick Taylor Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","DeeJay Dallas (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"118","Adrian Killins Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Xavier Jones (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Benny LeMay (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"121","Darius Bradwell (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Tony Jones Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Ke'Shawn Vaughn (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66.0%"
"124","Lamical Perine (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"125","Chandler Cox (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Khari Blasingame (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","John Lovett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Bruce Anderson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Cullen Gillaspia (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"130","Clyde Edwards-Helaire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.0%"
"131","Jonathan Taylor (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.0%"
"132","Cam Akers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90.0%"
"133","Zack Moss (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54.0%"
"134","J.K. Dobbins (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.0%"
"135","D'Andre Swift (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.0%"
"136","Derrick Gore (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Dalyn Dawkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"139","William Stanback (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Troymaine Pope (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"141","Samaje Perine (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"142","Jamaal Williams (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.0%"
"143","Kareem Hunt (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.0%"
"144","Brian Hill (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"145","Cethan Carter (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"146","Elijah McGuire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","T.J. Logan (TB)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"148","Brandon Wilson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","42.0%"
"149","Trey Edmunds (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Mike Boone (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"151","Johnny Stanton (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Dontrell Hilliard (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"153","Jeff Wilson (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Ryan Nall (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Saquon Barkley (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"156","Kerryon Johnson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.0%"
"157","Josh Adams (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Kalen Ballage (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"159","Myles Gaskin (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"160","Bo Scarbrough (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"161","Justin Jackson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.0%"
"162","John Kelly (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Boston Scott (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.0%"
"164","Buddy Howell (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"165","Nick Bawden (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Trenton Cannon (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"167","Darrel Williams (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"168","Scottie Phillips (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Josh Hokit (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Sandro Platzgummer (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Rico Dowdle (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Sewo Olonilua (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Jason Huntley (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","James Robinson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","JaMycal Hasty (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Raymond Calais (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Lynn Bowden Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0%"
"179","Malcolm Perry (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Gabe Nabers (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Bobby Holly (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Nathan Cottrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Ward Jonathan (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"184","Mikey Daniel (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Luke Sellers (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Cameron Scarlett (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Spencer Nigh (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Antonio Gibson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.0%"
"190","Javarris James (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"191","Andre Anderson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"192","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"193","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"194","Taiwan Jones (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"195","Lamar Miller (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"196","Rodney Stewart (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"197","Chad Spann (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"198","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"199","Isaac Odim (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"200","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"201","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"202","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"203","Javarris Williams (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"204","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"205","Adrian Peterson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"206","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"207","Matt Lawrence (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"208","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"209","Korey Hall (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"210","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"211","Marcus Mason (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"212","Marcus Mailei (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"213","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"214","Michael Burton (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Roosevelt Nix (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"217","Mike Davis (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"218","Dwayne Washington (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"219","J.D. McKissic (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Rod Smith (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Andy Janovich (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"222","D.J. Foster (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"223","Tyler Ervin (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Kenyan Drake (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.0%"
"225","Kenneth Dixon (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Devontae Booker (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"227","Rex Burkhead (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"228","Zach Line (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"229","Senorise Perry (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Jamize Olawale (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"231","Patrick DiMarco (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"232","Carlin Isles (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"233","Keith Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"234","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"235","Jerick McKinnon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0%"
"236","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"237","CJ Ham (MIN)","0","0","0","0","0","0","1","1","-1","-1.0","0","0","1","-0.1","-0.1","0.0%"
"238","Corey Clement (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","1","-2.0","-2.0","0.0%"
""
""
