"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"1","DeVante Parker (MIA)","7","10","159","22.7","43","3","2","0","0","0","0","1","27.9","27.9","96.0%"
"2","Kenny Golladay (DET)","4","5","158","39.5","75","4","1","0","0","0","0","1","21.8","21.8","99.0%"
"3","Alshon Jeffery (PHI)","9","16","137","15.2","27","2","1","0","0","0","0","1","19.7","19.7","40.0%"
"4","Courtland Sutton (DEN)","4","5","74","18.5","33","2","2","0","0","0","0","1","19.4","19.4","97.0%"
"5","Davante Adams (GB)","6","10","64","10.7","25","1","2","0","0","0","0","1","18.4","18.4","100.0%"
"6","Robert Woods (LAR)","13","18","172","13.2","48","2","0","0","0","0","0","1","17.2","17.2","94.0%"
"7","James Washington (PIT)","4","4","111","27.8","44","3","1","0","0","0","0","1","17.1","17.1","21.0%"
"8","Cole Beasley (BUF)","6","7","110","18.3","29","2","1","0","0","0","0","1","17.0","17.0","11.0%"
"9","Allen Lazard (GB)","3","3","103","34.3","43","3","1","0","0","0","0","1","16.3","16.3","27.0%"
"10","Julian Edelman (NE)","6","11","106","17.7","44","2","1","1","-7","0","0","1","15.9","15.9","91.0%"
"11","Allen Robinson (CHI)","8","12","86","10.8","16","0","1","0","0","0","0","1","14.6","14.6","99.0%"
"12","Anthony Miller (CHI)","9","13","140","15.6","35","3","0","0","0","0","0","1","14.0","14.0","50.0%"
"13","Dede Westbrook (JAC)","5","8","60","12.0","39","1","1","0","0","0","0","1","14.0","14.0","14.0%"
"14","D.J. Moore (CAR)","6","12","75","12.5","21","1","1","1","-3","0","0","1","13.2","13.2","98.0%"
"15","Keenan Allen (LAC)","6","6","68","11.3","36","1","1","0","0","0","0","1","12.8","12.8","96.0%"
"16","David Moore (SEA)","2","4","65","32.5","60","1","1","0","0","0","0","1","12.5","12.5","1.0%"
"17","Cooper Kupp (LAR)","6","6","65","10.8","27","1","1","0","0","0","0","1","12.5","12.5","97.0%"
"18","Curtis Samuel (CAR)","4","7","65","16.3","33","1","1","0","0","0","0","1","12.5","12.5","40.0%"
"19","Kenny Stills (HOU)","3","4","61","20.3","35","2","1","0","0","0","0","1","12.1","12.1","11.0%"
"20","Deebo Samuel (SF)","2","4","41","20.5","33","1","1","1","20","0","0","1","12.1","12.1","89.0%"
"21","Tyler Boyd (CIN)","5","10","59","11.8","17","0","1","0","0","0","0","1","11.9","11.9","91.0%"
"22","Laquon Treadwell (ATL)","1","2","58","58.0","58","1","1","0","0","0","0","1","11.8","11.8","0.0%"
"23","Mike Williams (LAC)","5","7","117","23.4","52","2","0","0","0","0","0","1","11.7","11.7","72.0%"
"24","Russell Gage (ATL)","5","9","52","10.4","14","0","1","0","0","0","0","1","11.2","11.2","3.0%"
"25","Zach Pascal (IND)","7","10","109","15.6","26","2","0","0","0","0","0","1","10.9","10.9","3.0%"
"26","DeAndre Hopkins (ARI)","5","8","64","12.8","27","1","0","0","0","0","0","1","10.6","10.6","100.0%"
"27","Robby Anderson (CAR)","7","10","101","14.4","20","2","0","0","0","0","0","1","10.1","10.1","47.0%"
"28","Sterling Shepard (NYG)","3","6","40","13.3","18","0","1","0","0","0","0","1","10.0","10.0","55.0%"
"29","Kalif Raymond (TEN)","1","1","40","40.0","40","1","1","0","0","0","0","1","10.0","10.0","0.0%"
"30","Marvin Jones (DET)","3","6","40","13.3","19","0","1","0","0","0","0","1","10.0","10.0","76.0%"
"31","Calvin Ridley (ATL)","8","10","91","11.4","18","0","0","0","0","0","0","1","9.1","9.1","96.0%"
"32","Breshad Perriman (NYJ)","5","6","87","17.4","32","2","0","0","0","0","0","1","8.7","8.7","39.0%"
"33","Amari Cooper (DAL)","8","11","85","10.6","17","0","0","0","0","0","0","1","8.5","8.5","99.0%"
"34","John Brown (BUF)","3","4","26","8.7","14","0","0","0","0","0","0","1","7.7","7.7","89.0%"
"35","Jarvis Landry (CLE)","6","11","76","12.7","19","0","0","0","0","0","0","1","7.6","7.6","92.0%"
"36","J.J. Arcega-Whiteside (PHI)","1","2","15","15.0","15","0","1","0","0","0","0","1","7.5","7.5","3.0%"
"37","Ventell Bryant (DAL)","1","1","15","15.0","15","0","1","0","0","0","0","1","7.5","7.5","0.0%"
"38","Adam Humphries (TEN)","1","2","13","13.0","13","0","1","0","0","0","0","1","7.3","7.3","1.0%"
"39","Auden Tate (CIN)","4","7","66","16.5","19","0","0","0","0","0","0","1","6.6","6.6","2.0%"
"40","Albert Wilson (MIA)","5","5","32","6.4","13","0","0","2","31","0","0","1","6.3","6.3","1.0%"
"41","Michael Gallup (DAL)","3","7","63","21.0","35","1","0","0","0","0","0","1","6.3","6.3","93.0%"
"42","Nelson Agholor (LV)","3","6","41","13.7","24","1","0","0","0","0","0","1","6.1","6.1","2.0%"
"43","Chris Conley (JAC)","4","5","57","14.3","20","1","0","0","0","0","0","1","5.7","5.7","3.0%"
"44","Christian Blake (ATL)","6","9","57","9.5","13","0","0","0","0","0","0","1","5.7","5.7","0.0%"
"45","Javon Wims (CHI)","5","6","56","11.2","19","0","0","0","0","0","0","1","5.6","5.6","0.0%"
"46","Larry Fitzgerald (ARI)","6","7","56","9.3","18","0","0","0","0","0","0","1","5.6","5.6","23.0%"
"47","D.K. Metcalf (SEA)","6","7","75","12.5","20","1","0","0","0","0","1","1","5.5","5.5","97.0%"
"48","Marcus Johnson (IND)","4","6","55","13.8","19","0","0","0","0","0","0","1","5.5","5.5","0.0%"
"49","Mike Evans (TB)","4","11","53","13.3","25","1","0","0","0","0","0","1","5.3","5.3","100.0%"
"50","Randall Cobb (HOU)","3","3","53","17.7","23","1","0","0","0","0","0","1","5.3","5.3","10.0%"
"51","Stefon Diggs (BUF)","4","9","25","6.3","10","0","0","1","27","0","0","1","5.2","5.2","95.0%"
