"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","OWN"
"41","Rex Burkhead (NE)","6","48","8.0","14","0","0","1","1","6","6.0","0","0","1","5.4","5.4","2.0%"
"42","Phillip Lindsay (DEN)","18","53","2.9","8","0","0","0","1","0","0","0","0","1","5.3","5.3","88.0%"
"43","Miles Sanders (PHI)","9","52","5.8","21","1","0","3","5","-1","-0.3","0","0","1","5.1","5.1","99.0%"
"44","Devine Ozigbo (JAC)","9","27","3.0","9","0","0","3","5","23","7.7","0","0","1","5.0","5.0","0.0%"
"45","Taiwan Jones (BUF)","9","40","4.4","11","0","0","1","1","9","9.0","0","0","1","4.9","4.9","0.0%"
"46","Kyle Juszczyk (SF)","0","0","0","0","0","0","1","1","49","49.0","0","0","1","4.9","4.9","0.0%"
"47","T.J. Yeldon (BUF)","7","18","2.6","12","0","0","3","4","24","8.0","0","0","1","4.2","4.2","0.0%"
"48","Frank Gore (NYJ)","6","26","4.3","12","0","0","3","4","16","5.3","0","0","1","4.2","4.2","2.0%"
"49","Nick Chubb (CLE)","13","41","3.2","8","0","0","1","2","1","1.0","0","0","1","4.2","4.2","100.0%"
"50","Bo Scarbrough (DET)","9","42","4.7","15","0","0","0","0","0","0","0","0","1","4.2","4.2","1.0%"
"51","Reggie Bonnafon (CAR)","2","3","1.5","2","0","0","2","2","39","19.5","0","0","1","4.2","4.2","1.0%"
"52","Kareem Hunt (CLE)","3","4","1.3","5","0","0","3","4","32","10.7","0","0","1","3.6","3.6","92.0%"
"53","Ameer Abdullah (MIN)","6","22","3.7","11","0","0","3","4","14","4.7","0","0","1","3.6","3.6","0.0%"
"54","Peyton Barber (WAS)","6","10","1.7","6","0","0","2","4","25","12.5","0","0","1","3.5","3.5","3.0%"
"55","Bilal Powell (FA)","7","27","3.9","14","0","0","0","0","0","0","0","0","1","2.7","2.7","0.0%"
"56","Brian Hill (ATL)","5","21","4.2","9","0","0","0","0","0","0","0","0","1","2.1","2.1","1.0%"
"57","Tevin Coleman (SF)","5","11","2.2","5","0","0","1","2","7","7.0","0","0","1","1.8","1.8","67.0%"
"58","Devontae Booker (LV)","0","0","0","0","0","0","2","2","17","8.5","0","0","1","1.7","1.7","0.0%"
"59","Jaylen Samuels (PIT)","0","0","0","0","0","0","1","2","16","16.0","0","0","1","1.6","1.6","4.0%"
"60","Samaje Perine (CIN)","5","16","3.2","9","0","0","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"61","Matt Breida (MIA)","4","16","4.0","9","0","0","0","1","0","0","0","0","1","1.6","1.6","87.0%"
"62","Tyler Ervin (GB)","1","10","10.0","10","0","0","1","3","5","5.0","0","0","1","1.5","1.5","0.0%"
"63","Carlos Hyde (SEA)","4","13","3.3","7","0","0","0","0","0","0","0","0","1","1.3","1.3","18.0%"
"64","Javorius Allen (FA)","1","4","4.0","4","0","0","1","2","9","9.0","0","0","1","1.3","1.3","0.0%"
"65","Darwin Thompson (KC)","4","17","4.3","6","0","0","1","1","-4","-4.0","0","0","1","1.3","1.3","4.0%"
"66","Chris Thompson (JAC)","3","11","3.7","16","0","0","1","3","0","0.0","0","0","1","1.1","1.1","4.0%"
"67","Justin Jackson (LAC)","1","11","11.0","11","0","0","0","0","0","0","0","0","1","1.1","1.1","33.0%"
"68","Dexter Williams (GB)","2","9","4.5","5","0","0","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"69","Qadree Ollison (ATL)","4","9","2.3","5","0","0","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"70","Ricky Ortiz (FA)","0","0","0","0","0","0","1","1","8","8.0","0","0","1","0.8","0.8","0.0%"
"71","Ryan Nall (CHI)","2","8","4.0","7","0","0","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"72","Khari Blasingame (TEN)","0","0","0","0","0","0","1","1","7","7.0","0","0","1","0.7","0.7","0.0%"
"73","Dion Lewis (NYG)","1","7","7.0","7","0","0","0","0","0","0","0","0","1","0.7","0.7","2.0%"
"74","Buddy Howell (HOU)","3","5","1.7","3","0","0","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"75","Wendell Smallwood (PIT)","3","5","1.7","6","0","0","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"76","J.D. McKissic (WAS)","0","0","0","0","0","0","1","2","4","4.0","0","0","1","0.4","0.4","0.0%"
"77","Royce Freeman (DEN)","2","-4","-2.0","0","0","0","1","1","8","8.0","0","0","1","0.4","0.4","9.0%"
"78","CJ Ham (MIN)","2","4","2.0","3","0","0","0","1","0","0","0","0","1","0.4","0.4","0.0%"
"79","Senorise Perry (TEN)","3","3","1.0","6","0","0","1","1","1","1.0","0","0","1","0.4","0.4","0.0%"
"80","Dare Ogunbowale (TB)","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","1.0%"
"81","Giovani Bernard (CIN)","3","4","1.3","5","0","0","0","1","0","0","0","0","1","0.4","0.4","6.0%"
"82","Mike Davis (CAR)","2","2","1.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"83","Dwayne Washington (NO)","2","2","1.0","3","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"84","Kerrith Whyte Jr. (PIT)","3","1","0.3","3","0","0","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"85","Damien Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.0%"
"86","Bryce Love (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"87","Josh Jacobs (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"88","Christian Wade (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Devin Singletary (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.0%"
"90","Darrell Henderson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72.0%"
"91","Karan Higdon (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Rodney Anderson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"93","Damarea Crockett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Jacques Patrick (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Jordan Scarlett (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Isaac Nauta (DET)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"97","Alec Ingold (LV)","1","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"98","Elijah Holyfield (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"100","Wes Hills (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Alexander Mattison (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65.0%"
"102","Jakob Johnson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Michael Warren II (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Joshua Kelley (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"105","J.J. Taylor (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Javon Leake (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Darrynton Evans (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.0%"
"108","Salvon Ahmed (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Anthony McFarland Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.0%"
"110","Eno Benjamin (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"111","A.J. Dillon (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.0%"
"112","Ke'Shawn Vaughn (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66.0%"
"113","Levante Bellamy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Connor Slomka (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Clyde Edwards-Helaire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.0%"
"116","Artavis Pierce (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Patrick Taylor Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","DeeJay Dallas (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"119","Adrian Killins Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Darius Anderson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Xavier Jones (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Benny LeMay (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"123","Darius Bradwell (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Tony Jones Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Lamical Perine (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"126","John Lovett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Jeremy Cox (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"128","Bruce Anderson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Cullen Gillaspia (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"130","Chandler Cox (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"131","Cam Akers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90.0%"
"132","Zack Moss (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54.0%"
"133","J.K. Dobbins (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.0%"
"134","Jonathan Taylor (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.0%"
"135","D'Andre Swift (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.0%"
"136","Derrick Gore (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","D'Ernest Johnson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"138","Dalyn Dawkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Alex Armah (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"140","Chris Carson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.0%"
"141","William Stanback (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Troymaine Pope (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"143","Dalvin Cook (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"144","Leonard Fournette (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.0%"
"145","Wayne Gallman (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"146","Jamaal Williams (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.0%"
"147","Jeremy McNichols (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"148","Corey Clement (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","James Conner (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.0%"
"150","Elijah McGuire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Brandon Wilson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.0%"
"152","T.J. Logan (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Cethan Carter (CIN)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"154","Jeff Wilson (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Dontrell Hilliard (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Johnny Stanton (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","De'Lance Turner (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"158","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"159","Trey Edmunds (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Josh Adams (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Ito Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"162","Kalen Ballage (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"163","Myles Gaskin (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"164","John Kelly (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"165","Rashaad Penny (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.0%"
"166","Trenton Cannon (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Nick Bawden (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Darrel Williams (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"169","Jordan Wilkins (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"170","Scottie Phillips (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Josh Hokit (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Gabe Nabers (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Sandro Platzgummer (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Bobby Holly (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Sewo Olonilua (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Jason Huntley (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Rico Dowdle (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","James Robinson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","JaMycal Hasty (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Antonio Gibson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.0%"
"182","Raymond Calais (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Lynn Bowden Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0%"
"184","Elijhaa Penny (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"185","Nathan Cottrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Cameron Scarlett (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Ward Jonathan (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"188","Mikey Daniel (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Luke Sellers (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Spencer Nigh (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Malcolm Perry (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Javarris James (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"194","Andre Anderson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"195","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"196","Mark Ingram II (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.0%"
"197","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"198","Robert Turbin (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"199","Lamar Miller (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"200","Brandon Bolden (NE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"201","Rodney Stewart (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"202","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"203","Chad Spann (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"204","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"205","Anthony Sherman (KC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"206","Isaac Odim (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"207","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"208","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"209","Javarris Williams (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"210","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"211","Adrian Peterson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"212","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"213","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"214","Matt Lawrence (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"215","Marcus Mason (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"216","Marcus Mailei (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"217","Korey Hall (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"218","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"219","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"220","LeSean McCoy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.0%"
"221","Ty Montgomery (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"222","Michael Burton (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"223","David Johnson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.0%"
"224","Roosevelt Nix (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"226","Dan Vitale (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Derek Watt (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"228","Rod Smith (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"229","Andy Janovich (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Josh Ferguson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"231","D.J. Foster (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Jordan Howard (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","88.0%"
"233","Kenneth Dixon (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Kenjon Barner (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"235","Jamize Olawale (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"236","Patrick DiMarco (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"237","Carlin Isles (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"238","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"239","Jerick McKinnon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0%"
"240","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"241","Keith Smith (ATL)","1","-1","-1.0","0","0","0","0","1","0","0","0","0","1","-0.1","-0.1","0.0%"
"242","Chase Edmonds (ARI)","1","-1","-1.0","0","0","0","0","0","0","0","0","0","1","-0.1","-0.1","35.0%"
""
""
