"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"52","Julian Edelman (NE)","4","4","51","12.8","18","0","0","1","1","0","0","1","5.2","5.2","91.0%"
"53","KeeSean Johnson (ARI)","1","2","31","31.0","31","1","0","0","0","0","0","1","5.1","5.1","1.0%"
"54","Mack Hollins (MIA)","5","8","50","10.0","17","0","0","0","0","0","0","1","5.0","5.0","0.0%"
"55","Cordarrelle Patterson (CHI)","0","0","0","0","0","0","0","2","50","0","0","1","5.0","5.0","1.0%"
"56","Damion Ratley (CLE)","2","3","50","25.0","29","2","0","0","0","0","0","1","5.0","5.0","0.0%"
"57","Tre'Quan Smith (NO)","3","3","49","16.3","28","1","0","0","0","0","0","1","4.9","4.9","2.0%"
"58","Sammy Watkins (KC)","6","13","49","8.2","14","0","0","0","0","0","0","1","4.9","4.9","59.0%"
"59","Damiere Byrd (NE)","6","7","45","7.5","13","0","0","0","0","0","0","1","4.5","4.5","0.0%"
"60","Marvin Jones (DET)","5","6","43","8.6","24","1","0","0","0","0","0","1","4.3","4.3","76.0%"
"61","Robert Woods (LAR)","2","2","33","16.5","19","0","0","1","9","0","0","1","4.2","4.2","94.0%"
"62","Allen Robinson (CHI)","4","7","41","10.3","25","1","0","0","0","0","0","1","4.1","4.1","99.0%"
"63","Will Fuller (HOU)","4","7","40","10.0","28","1","0","0","0","0","0","1","4.0","4.0","88.0%"
"64","Jamison Crowder (NYJ)","4","6","40","10.0","30","1","0","0","0","0","0","1","4.0","4.0","55.0%"
"65","DeAndre Hopkins (ARI)","5","8","40","8.0","14","0","0","0","0","0","0","1","4.0","4.0","100.0%"
"66","Courtland Sutton (DEN)","4","7","40","10.0","16","0","0","0","0","0","0","1","4.0","4.0","97.0%"
"67","Phillip Dorsett (SEA)","3","3","39","13.0","18","0","0","0","0","0","0","1","3.9","3.9","2.0%"
"68","Kenny Stills (HOU)","2","3","38","19.0","31","1","0","0","0","0","0","1","3.8","3.8","11.0%"
"69","Corey Davis (TEN)","3","5","38","12.7","25","1","0","0","0","0","0","1","3.8","3.8","8.0%"
"70","Trey Quinn (WAS)","4","7","36","9.0","12","0","0","0","0","0","0","1","3.6","3.6","0.0%"
"71","Randall Cobb (HOU)","5","6","24","4.8","9","0","0","2","11","0","0","1","3.5","3.5","10.0%"
"72","Jarvis Landry (CLE)","3","7","32","10.7","25","1","0","0","0","0","0","1","3.2","3.2","92.0%"
"73","Cody Latimer (WAS)","3","5","30","10.0","14","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"74","Hunter Renfrow (LV)","4","8","30","7.5","11","0","0","0","0","0","0","1","3.0","3.0","40.0%"
"75","Cody Core (NYG)","3","5","28","9.3","11","0","0","0","0","0","0","1","2.8","2.8","0.0%"
"76","Dontrelle Inman (WAS)","1","2","28","28.0","28","1","0","0","0","0","0","1","2.8","2.8","0.0%"
"77","A.J. Brown (TEN)","3","5","25","8.3","11","0","0","0","0","0","0","1","2.5","2.5","99.0%"
"78","Taylor Gabriel (FA)","1","2","11","11.0","11","0","0","1","14","0","0","1","2.5","2.5","1.0%"
"79","Chester Rogers (MIA)","3","4","24","8.0","15","0","0","0","0","0","0","1","2.4","2.4","0.0%"
"80","Tajae Sharpe (MIN)","2","2","24","12.0","15","0","0","0","0","0","0","1","2.4","2.4","0.0%"
"81","James Washington (PIT)","2","3","23","11.5","12","0","0","0","0","0","0","1","2.3","2.3","21.0%"
"82","Russell Shepard (FA)","2","3","19","9.5","12","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"83","Steven Sims (WAS)","1","1","3","3.0","3","0","0","3","16","0","0","1","1.9","1.9","7.0%"
"84","Josh Gordon (FA)","2","5","19","9.5","14","0","0","0","0","0","0","1","1.9","1.9","4.0%"
"85","Marquez Valdes-Scantling (GB)","3","5","19","6.3","14","0","0","0","0","0","0","1","1.9","1.9","2.0%"
"86","Jakeem Grant (MIA)","3","7","22","7.3","16","0","0","1","-4","0","0","1","1.8","1.8","1.0%"
"87","Diontae Johnson (PIT)","1","4","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","82.0%"
"88","Mohamed Sanu (NE)","4","7","16","4.0","7","0","0","0","0","0","0","1","1.6","1.6","7.0%"
"89","DaeSean Hamilton (DEN)","2","6","15","7.5","9","0","0","0","0","0","0","1","1.5","1.5","1.0%"
"90","Jarius Wright (FA)","2","6","15","7.5","9","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"91","Zay Jones (LV)","1","3","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","1.0%"
"92","Alex Erickson (CIN)","1","3","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","1.0%"
"93","Allen Hurns (MIA)","1","2","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"94","Michael Crabtree (FA)","2","3","13","6.5","9","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"95","Chris Hogan (FA)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"96","Jake Kumerow (GB)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"97","Darius Jennings (LAC)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"98","Miles Boykin (BAL)","1","3","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","4.0%"
"99","Richie James (SF)","1","4","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"100","Keke Coutee (HOU)","2","4","7","3.5","6","0","0","0","0","0","0","1","0.7","0.7","1.0%"
"101","De'Anthony Thomas (BAL)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"102","Damion Willis (CIN)","1","3","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"103","Auden Tate (CIN)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","2.0%"
"104","Dante Pettis (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.6","0.6","1.0%"
"105","Josh Bellamy (NYJ)","1","2","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"106","Willie Snead (BAL)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","1.0%"
"107","Kendrick Bourne (SF)","1","2","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","2.0%"
"108","J.J. Arcega-Whiteside (PHI)","1","4","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","3.0%"
"109","Dede Westbrook (JAC)","1","5","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","14.0%"
"110","Anthony Miller (CHI)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","50.0%"
"111","Devin Ross (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Rico Gafford (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Hakeem Butler (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"114","Jordan Veasy (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Kelvin Harmon (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"116","Shaq Roland (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","N'Keal Harry (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.0%"
"118","Codey McElroy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Cam Batson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Steven Mitchell Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Saeed Blacknall (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Cam Sims (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Khadarel Hodge (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"124","De'Mornay Pierson-El (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Anthony Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Michael Walker (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Trinity Benson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Tyron Johnson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Jeff Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Penny Hart (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Joe Fortson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Stephen Carlson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Trenton Irwin (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Nick Easley (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","John Ursua (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"136","Scott Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Olabisi Johnson (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"138","Darius Slayton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85.0%"
"139","Juwann Winfree (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Jalen Guyton (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Jason Moore (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Nsimba Webster (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Kabion Ento (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Alex Bachman (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Malik Henry (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Olamide Zaccheaus (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Malik Taylor (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Quinton Bell (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"149","Ishmael Hyman (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Riley Ridley (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Trent Sherfield (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"152","DaMarkus Lodge (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Andy Isabella (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"154","Terry Godwin (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Alexander Hollins (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","A.J. Richardson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Jalen Hurd (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0%"
"158","Shawn Poindexter (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Collin Johnson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Johnnie Dixon (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Travis Fulgham (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Lil'Jordan Humphrey (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Ashton Dulin (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Bryan Edwards (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0%"
"165","Tyler Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"166","Chase Claypool (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"167","Stanley Morgan Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Dillon Mitchell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Antoine Wesley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Jakobi Meyers (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"171","Bryant Mitchell (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","David Sills (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Gary Jennings Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Keelan Doss (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"175","Cody Thompson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Jon'Vea Johnson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Justin Hardee (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","22.0%"
"178","Keelan Cole (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"179","JoJo Natson (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"180","C.J. Board (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","David Moore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"182","Chad Williams (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Chris Thompson (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Bobo Wilson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"185","Zach Pascal (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.0%"
"186","Isaac Whitney (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Andre Patton (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Reggie Davis (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Josh Reynolds (LAR)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.0%"
"190","Amara Darboh (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Isaiah Ford (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Chad Hansen (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Taywan Taylor (CLE)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"194","Noah Brown (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Ryan Switzer (PIT)","1","4","0","0.0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"196","Cody Hollister (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Gehrig Dieter (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Quincy Adeboyejo (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Tim Patrick (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Josh Malone (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Austin Carr (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Trent Taylor (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Robert Davis (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"204","Artavis Scott (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Jehu Chesson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","Keith Kirkwood (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Chris Lacy (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"208","Russell Gage (ATL)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.0%"
"209","Justin Watson (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"210","Dylan Cantrell (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Ray-Ray McCloud (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"212","Daurice Fountain (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Da'Mari Scott (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Robert Foster (BUF)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"215","Emmanuel Butler (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Javon Wims (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"217","Equanimeous St. Brown (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Allen Lazard (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","27.0%"
"219","Darvin Kidsy (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","J'Mon Moore (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Brandon Powell (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Devin Gray (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Christian Blake (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Byron Pringle (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"225","Vyncint Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Braxton Berrios (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"227","Deante Burton (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Fred Brown (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Greg Ward (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"230","Cyril Grayson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Victor Bolden Jr. (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Jester Weah (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Deon Cain (PIT)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"234","Cedrick Wilson (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"235","Jaleel Scott (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Deontay Burnett (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Marcell Ateman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Brandon Zylstra (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","River Cracraft (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"240","Rashard Davis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Ventell Bryant (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"242","DJ Montgomery (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Austin Mack (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","Dezmon Patmon (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"245","Ja'Marcus Bradley (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"246","Freddie Swain (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"247","Quez Watkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","K.J. Osborn (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Aaron Parker (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"250","Chris Finke (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"252","Lawrence Cager (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","Johnathon Johnson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"254","Malcolm Perry (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Tyrie Cleveland (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"256","Trishton Jackson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"257","Omar Bayless (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"258","Stephen Sullivan (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"259","Antonio Gibson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.0%"
