"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"60","Marcell Ateman (LV)","1","1","36","36.0","36","1","0","0","0","0","0","1","3.6","3.6","0.0%"
"61","Bennie Fowler III (NO)","4","5","35","8.8","13","0","0","0","0","0","0","1","3.5","3.5","0.0%"
"62","Tyler Boyd (CIN)","5","14","55","11.0","19","0","0","0","0","0","1","1","3.5","3.5","91.0%"
"63","Michael Gallup (DAL)","3","4","34","11.3","14","0","0","0","0","0","0","1","3.4","3.4","93.0%"
"64","Geronimo Allison (DET)","4","5","33","8.3","15","0","0","0","0","0","0","1","3.3","3.3","1.0%"
"65","D.K. Metcalf (SEA)","4","9","53","13.3","37","1","0","0","0","0","1","1","3.3","3.3","97.0%"
"66","Cody Latimer (WAS)","4","5","33","8.3","13","0","0","0","0","0","0","1","3.3","3.3","0.0%"
"67","Demarcus Robinson (KC)","3","5","31","10.3","16","0","0","0","0","0","0","1","3.1","3.1","2.0%"
"68","Calvin Ridley (ATL)","4","6","30","7.5","14","0","0","0","0","0","0","1","3.0","3.0","96.0%"
"69","Trey Quinn (WAS)","2","3","30","15.0","19","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"70","Randall Cobb (HOU)","2","3","29","14.5","15","0","0","0","0","0","0","1","2.9","2.9","10.0%"
"71","Pharoh Cooper (CAR)","4","4","29","7.3","10","0","0","0","0","0","0","1","2.9","2.9","0.0%"
"72","Darius Slayton (NYG)","2","2","28","14.0","20","1","0","0","0","0","0","1","2.8","2.8","85.0%"
"73","Jamison Crowder (NYJ)","4","5","26","6.5","9","0","0","0","0","0","0","1","2.6","2.6","55.0%"
"74","Trevor Davis (CHI)","2","2","26","13.0","16","0","0","0","0","0","0","1","2.6","2.6","0.0%"
"75","Chester Rogers (MIA)","2","2","24","12.0","19","0","0","0","0","0","0","1","2.4","2.4","0.0%"
"76","Malik Turner (FA)","1","1","24","24.0","24","1","0","0","0","0","0","1","2.4","2.4","0.0%"
"77","Nelson Agholor (LV)","2","3","24","12.0","18","0","0","0","0","0","0","1","2.4","2.4","2.0%"
"78","Duke Williams (BUF)","1","1","23","23.0","23","1","0","0","0","0","0","1","2.3","2.3","0.0%"
"79","Albert Wilson (MIA)","1","2","22","22.0","22","1","0","0","0","0","0","1","2.2","2.2","1.0%"
"80","Kenny Golladay (DET)","1","2","21","21.0","21","1","0","0","0","0","0","1","2.1","2.1","99.0%"
"81","Justin Hardy (FA)","2","2","19","9.5","15","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"82","David Moore (SEA)","1","3","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","1.0%"
"83","Hunter Renfrow (LV)","2","3","14","7.0","10","0","0","0","0","0","0","1","1.4","1.4","40.0%"
"84","Larry Fitzgerald (ARI)","1","3","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","23.0%"
"85","Terry McLaurin (WAS)","1","2","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","95.0%"
"86","Isaiah McKenzie (BUF)","2","3","11","5.5","10","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"87","Robby Anderson (CAR)","1","8","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","47.0%"
"88","Seth Roberts (CAR)","1","4","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"89","Andy Isabella (ARI)","2","2","8","4.0","5","0","0","0","0","0","0","1","0.8","0.8","3.0%"
"90","KeeSean Johnson (ARI)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","1.0%"
"91","Taylor Gabriel (FA)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","1.0%"
"92","Will Fuller (HOU)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","88.0%"
"93","Steven Sims (WAS)","3","3","5","1.7","6","0","0","1","0","0","0","1","0.5","0.5","7.0%"
"94","Diontae Spencer (DEN)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"95","Damiere Byrd (NE)","1","2","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"96","Trent Sherfield (ARI)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"97","DaeSean Hamilton (DEN)","2","5","4","2.0","4","0","0","0","0","0","0","1","0.4","0.4","1.0%"
"98","Mohamed Sanu (NE)","1","2","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","7.0%"
"99","Chris Moore (BAL)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"100","Willie Snead (BAL)","0","1","0","0","0","0","0","1","2","0","0","1","0.2","0.2","1.0%"
"101","Keith Kirkwood (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Codey McElroy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Steven Mitchell Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Devin Gray (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Khadarel Hodge (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Christian Blake (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Shaq Roland (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Cam Sims (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","De'Mornay Pierson-El (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Cam Batson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Saeed Blacknall (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Devin Ross (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Rico Gafford (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Chad Beebe (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Jordan Veasy (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Trinity Benson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Tyron Johnson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Jeff Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Penny Hart (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Michael Walker (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Stephen Carlson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Trenton Irwin (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Nick Easley (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","John Ursua (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Scott Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Quinton Bell (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"127","Juwann Winfree (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Ishmael Hyman (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Bryan Edwards (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0%"
"130","Jalen Guyton (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Jason Moore (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"132","Nsimba Webster (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Alex Bachman (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Malik Henry (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Joe Fortson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Deonte Harris (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"137","Olamide Zaccheaus (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Malik Taylor (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Kabion Ento (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Ashton Dulin (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"141","Tyler Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"142","N'Keal Harry (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.0%"
"143","Jalen Hurd (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0%"
"144","Terry Godwin (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Alexander Hollins (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","A.J. Richardson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Shawn Poindexter (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","DaMarkus Lodge (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Collin Johnson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Riley Ridley (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Anthony Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Deebo Samuel (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89.0%"
"153","J.J. Arcega-Whiteside (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.0%"
"154","Hakeem Butler (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"155","Kelvin Harmon (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"156","Marquise Brown (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.0%"
"157","Chase Claypool (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"158","Cody Thompson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Stanley Morgan Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"160","Dillon Mitchell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Diontae Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82.0%"
"162","Antoine Wesley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Lil'Jordan Humphrey (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"164","Bryant Mitchell (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","David Sills (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Gary Jennings Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Jon'Vea Johnson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Travis Fulgham (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Johnnie Dixon (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Parris Campbell (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.0%"
"171","C.J. Board (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"172","Chad Williams (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Ryan Switzer (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Gehrig Dieter (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Isaac Whitney (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","JoJo Natson (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"177","Andre Patton (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"178","Chris Thompson (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Justin Hardee (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","22.0%"
"180","Quincy Adeboyejo (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Zay Jones (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"182","Chad Hansen (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","JuJu Smith-Schuster (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.0%"
"184","Taywan Taylor (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Chris Godwin (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"186","John Ross (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.0%"
"187","Curtis Samuel (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40.0%"
"188","Isaiah Ford (MIA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"189","Amara Darboh (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Tim Patrick (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Josh Malone (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Austin Carr (NO)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"193","Cody Hollister (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Trent Taylor (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Robert Davis (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Artavis Scott (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Jehu Chesson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Mack Hollins (MIA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"199","Noah Brown (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Josh Reynolds (LAR)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.0%"
"201","Daurice Fountain (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Robert Foster (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Emmanuel Butler (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Equanimeous St. Brown (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Damion Ratley (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","J'Mon Moore (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Jester Weah (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Christian Kirk (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60.0%"
"209","D.J. Moore (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.0%"
"210","Dante Pettis (SF)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"211","Dylan Cantrell (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Cedrick Wilson (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"213","Brandon Powell (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Byron Pringle (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"215","Vyncint Smith (NYJ)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"216","Darvin Kidsy (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Da'Mari Scott (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Justin Watson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"219","Deon Cain (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"220","Tre'Quan Smith (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"221","Victor Bolden Jr. (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Greg Ward (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"223","Cyril Grayson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Deante Burton (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Reggie Davis (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Jaleel Scott (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"227","Rashard Davis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Deontay Burnett (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","James Washington (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.0%"
"230","Brandon Zylstra (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Fred Brown (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"232","Ventell Bryant (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"233","Omar Bayless (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Freddie Swain (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Quez Watkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","K.J. Osborn (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Aaron Parker (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Chris Finke (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","Lawrence Cager (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Austin Mack (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"242","Johnathon Johnson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Tyrie Cleveland (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","Trishton Jackson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"245","Stephen Sullivan (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"246","Dezmon Patmon (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"247","Antonio Gibson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.0%"
"248","Binjimen Victor (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Ahmad Wagner (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"250","Isaiah Wright (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Darrell Stewart Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"252","Jauan Jennings (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","Lynn Bowden Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0%"
"254","Juwan Johnson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Quartney Davis (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"256","Ja'Marcus Bradley (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"257","Marquez Callaway (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"258","Darnell Mooney (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"259","Kendall Hinton (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"260","Kristian Wilkerson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"261","Kyle Williams (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
