"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","OWN"
"1","Dalvin Cook (MIN)","20","154","7.7","75","1","1","3","3","37","12.3","0","0","1","25.1","25.1","100.0%"
"2","Raheem Mostert (SF)","13","83","6.4","20","1","0","3","4","68","22.7","1","0","1","21.1","21.1","96.0%"
"3","Aaron Jones (GB)","23","116","5.0","15","0","1","4","6","34","8.5","0","0","1","21.0","21.0","100.0%"
"4","Saquon Barkley (NYG)","18","107","5.9","27","1","1","3","7","28","9.3","0","0","1","19.5","19.5","100.0%"
"5","Ezekiel Elliott (DAL)","23","111","4.8","27","1","1","2","2","9","4.5","0","0","1","18.0","18.0","100.0%"
"6","Austin Ekeler (LAC)","17","66","3.9","12","0","1","6","6","67","11.2","0","1","1","17.3","17.3","99.0%"
"7","Nick Chubb (CLE)","18","62","3.4","19","0","1","4","4","36","9.0","0","0","1","15.8","15.8","100.0%"
"8","Jeff Wilson (SF)","10","34","3.4","14","0","2","0","0","0","0","0","0","1","15.4","15.4","0.0%"
"9","Derrick Henry (TEN)","15","82","5.5","18","0","1","2","3","12","6.0","0","0","1","15.4","15.4","100.0%"
"10","Peyton Barber (WAS)","23","82","3.6","16","0","1","1","1","7","7.0","0","0","1","14.9","14.9","3.0%"
"11","Kerryon Johnson (DET)","12","41","3.4","9","0","0","2","3","47","23.5","1","0","1","14.8","14.8","81.0%"
"12","Frank Gore (NYJ)","19","68","3.6","9","0","1","2","2","15","7.5","0","0","1","14.3","14.3","2.0%"
"13","Matt Breida (MIA)","12","121","10.1","34","1","0","1","1","11","11.0","0","0","1","13.2","13.2","87.0%"
"14","David Montgomery (CHI)","18","62","3.4","12","0","1","1","3","6","6.0","0","0","1","12.8","12.8","94.0%"
"15","Todd Gurley (ATL)","16","63","3.9","20","1","1","3","4","4","1.3","0","0","1","12.7","12.7","99.0%"
"16","Rashaad Penny (SEA)","10","62","6.2","37","1","1","1","1","3","3.0","0","0","1","12.5","12.5","12.0%"
"17","Sony Michel (NE)","21","83","4.0","12","0","1","0","0","0","0","0","1","1","12.3","12.3","87.0%"
"18","Devin Singletary (BUF)","6","57","9.5","20","1","1","0","0","0","0","0","0","1","11.7","11.7","95.0%"
"19","Le'Veon Bell (NYJ)","21","68","3.2","8","0","0","10","10","61","6.1","0","1","1","10.9","10.9","96.0%"
"20","James Conner (PIT)","11","33","3.0","14","0","1","3","4","12","4.0","0","0","1","10.5","10.5","97.0%"
"21","Royce Freeman (DEN)","11","54","4.9","14","0","0","5","7","48","9.6","0","0","1","10.2","10.2","9.0%"
"22","Jamaal Williams (GB)","9","28","3.1","10","0","0","3","4","13","4.3","1","0","1","10.1","10.1","13.0%"
"23","Josh Jacobs (LV)","12","99","8.3","51","1","0","0","0","0","0","0","0","1","9.9","9.9","100.0%"
"24","Adrian Peterson (WAS)","10","25","2.5","10","0","1","2","2","7","3.5","0","0","1","9.2","9.2","47.0%"
"25","Carlos Hyde (SEA)","20","90","4.5","14","0","0","0","0","0","0","0","0","1","9.0","9.0","18.0%"
"26","James White (NE)","3","10","3.3","5","0","0","3","4","19","6.3","1","0","1","8.9","8.9","82.0%"
"27","Leonard Fournette (JAC)","15","47","3.1","14","0","0","4","6","40","10.0","0","0","1","8.7","8.7","96.0%"
"28","Jordan Wilkins (IND)","5","82","16.4","55","1","0","1","1","4","4.0","0","0","1","8.6","8.6","1.0%"
"29","Mark Ingram II (BAL)","13","47","3.6","16","0","0","2","2","30","15.0","0","0","1","7.7","7.7","97.0%"
"30","David Johnson (HOU)","7","14","2.0","4","0","1","1","1","0","0.0","0","0","1","7.4","7.4","94.0%"
"31","Rex Burkhead (NE)","5","21","4.2","12","0","0","2","2","47","23.5","0","0","1","6.8","6.8","2.0%"
"32","Chris Carson (SEA)","15","60","4.0","21","1","0","3","3","27","9.0","0","1","1","6.7","6.7","98.0%"
"33","Phillip Lindsay (DEN)","13","36","2.8","9","0","0","4","7","30","7.5","0","0","1","6.6","6.6","88.0%"
"34","Justin Jackson (LAC)","7","59","8.4","40","1","0","1","1","5","5.0","0","0","1","6.4","6.4","33.0%"
"35","Devonta Freeman (FA)","11","22","2.0","9","0","0","3","4","42","14.0","0","0","1","6.4","6.4","39.0%"
"36","Marlon Mack (IND)","20","51","2.6","10","0","0","2","3","12","6.0","0","0","1","6.3","6.3","87.0%"
"37","Alvin Kamara (NO)","13","45","3.5","12","0","0","1","3","15","15.0","0","0","1","6.0","6.0","100.0%"
"38","Damien Williams (KC)","9","8","0.9","5","0","0","3","5","48","16.0","0","0","1","5.6","5.6","50.0%"
"39","Christian McCaffrey (CAR)","16","37","2.3","10","0","0","2","6","16","8.0","0","0","1","5.3","5.3","100.0%"
"40","Chris Thompson (JAC)","2","3","1.5","2","0","0","5","8","48","9.6","0","0","1","5.1","5.1","4.0%"
"41","D'Ernest Johnson (CLE)","3","8","2.7","6","0","0","3","4","42","14.0","0","0","1","5.0","5.0","0.0%"
"42","Kenyan Drake (ARI)","6","19","3.2","9","0","0","5","6","29","5.8","0","0","1","4.8","4.8","99.0%"
"43","Malcolm Brown (LAR)","6","37","6.2","13","0","0","1","1","10","10.0","0","0","1","4.7","4.7","6.0%"
"44","Ito Smith (ATL)","4","32","8.0","28","1","0","2","3","13","6.5","0","0","1","4.5","4.5","3.0%"
"45","Ty Montgomery (NO)","3","25","8.3","15","0","0","3","3","15","5.0","0","0","1","4.0","4.0","0.0%"
"46","Miles Sanders (PHI)","10","28","2.8","5","0","0","3","4","9","3.0","0","0","1","3.7","3.7","99.0%"
"47","Ty Johnson (DET)","5","30","6.0","17","0","0","2","2","6","3.0","0","0","1","3.6","3.6","0.0%"
"48","DeAndre Washington (KC)","3","9","3.0","4","0","0","2","2","26","13.0","0","0","1","3.5","3.5","7.0%"
"49","Duke Johnson (HOU)","6","31","5.2","19","0","0","0","1","0","0","0","0","1","3.1","3.1","47.0%"
"50","Jaylen Samuels (PIT)","3","18","6.0","7","0","0","1","1","13","13.0","0","0","1","3.1","3.1","4.0%"
"51","Joe Mixon (CIN)","11","17","1.5","9","0","0","3","5","10","3.3","0","0","1","2.7","2.7","100.0%"
"52","Mark Walton (FA)","3","15","5.0","6","0","0","1","2","12","12.0","0","0","1","2.7","2.7","2.0%"
"53","Jordan Howard (MIA)","8","18","2.3","5","0","0","1","1","8","8.0","0","0","1","2.6","2.6","88.0%"
"54","Alexander Mattison (MIN)","4","25","6.3","14","0","0","0","0","0","0","0","0","1","2.5","2.5","65.0%"
"55","Tony Pollard (DAL)","4","22","5.5","10","0","0","1","1","3","3.0","0","0","1","2.5","2.5","51.0%"
"56","Tarik Cohen (CHI)","4","18","4.5","9","0","0","2","5","7","3.5","0","0","1","2.5","2.5","76.0%"
"57","Latavius Murray (NO)","5","7","1.4","4","0","0","1","1","16","16.0","0","0","1","2.3","2.3","70.0%"
"58","LeSean McCoy (TB)","11","23","2.1","6","0","0","3","3","0","0.0","0","0","1","2.3","2.3","11.0%"
"59","Benny Snell Jr. (PIT)","1","23","23.0","23","1","0","0","0","0","0","0","0","1","2.3","2.3","5.0%"
"60","C.J. Prosise (FA)","2","7","3.5","5","0","0","3","3","13","4.3","0","0","1","2.0","2.0","0.0%"
"61","Chase Edmonds (ARI)","1","2","2.0","2","0","0","2","2","15","7.5","0","0","1","1.7","1.7","35.0%"
"62","Nyheim Hines (IND)","2","9","4.5","5","0","0","1","2","5","5.0","0","0","1","1.4","1.4","23.0%"
"63","Dion Lewis (NYG)","3","9","3.0","4","0","0","1","1","5","5.0","0","0","1","1.4","1.4","2.0%"
"64","Justice Hill (BAL)","1","4","4.0","4","0","0","1","2","10","10.0","0","0","1","1.4","1.4","5.0%"
"65","Wendell Smallwood (PIT)","1","4","4.0","4","0","0","2","2","9","4.5","0","0","1","1.3","1.3","0.0%"
"66","Giovani Bernard (CIN)","6","6","1.0","5","0","0","1","3","7","7.0","0","0","1","1.3","1.3","6.0%"
"67","Kalen Ballage (MIA)","4","6","1.5","3","0","0","1","5","6","6.0","0","0","1","1.2","1.2","1.0%"
"68","Gus Edwards (BAL)","3","11","3.7","4","0","0","0","0","0","0","0","0","1","1.1","1.1","5.0%"
"69","Kyle Juszczyk (SF)","1","6","6.0","6","0","0","1","2","5","5.0","0","0","1","1.1","1.1","0.0%"
"70","Ronald Jones II (TB)","4","9","2.3","12","0","0","0","0","0","0","0","0","1","0.9","0.9","89.0%"
"71","Dare Ogunbowale (TB)","0","0","0","0","0","0","1","1","9","9.0","0","0","1","0.9","0.9","1.0%"
"72","C.J. Anderson (FA)","5","8","1.6","7","0","0","0","0","0","0","0","0","1","0.8","0.8","1.0%"
"73","Darren Sproles (FA)","0","0","0","0","0","0","2","3","5","2.5","0","0","1","0.5","0.5","0.0%"
"74","Jalen Richard (LV)","2","3","1.5","3","0","0","2","3","2","1.0","0","0","1","0.5","0.5","2.0%"
"75","Patrick DiMarco (BUF)","1","1","1.0","1","0","0","1","1","3","3.0","0","0","1","0.4","0.4","0.0%"
"76","Derek Watt (PIT)","0","0","0","0","0","0","1","2","3","3.0","0","0","1","0.3","0.3","0.0%"
"77","James Develin (FA)","2","3","1.5","2","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"78","J.D. McKissic (WAS)","2","2","1.0","4","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"79","Ameer Abdullah (MIN)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"80","Darwin Thompson (KC)","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","4.0%"
"81","Mike Davis (CAR)","3","1","0.3","2","0","0","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"82","Jakob Johnson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Jacques Patrick (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Bryce Love (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"85","Damien Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.0%"
"86","Cullen Gillaspia (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"87","Patrick Laird (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"88","Chandler Cox (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"89","Elijah Holyfield (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Jordan Scarlett (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Karan Higdon (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Isaac Nauta (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Darrell Henderson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72.0%"
"94","Alec Ingold (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"95","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Rodney Anderson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"97","Travis Homer (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"98","Damarea Crockett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Kerrith Whyte Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Ryquell Armstead (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","6.0%"
"101","Wes Hills (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Qadree Ollison (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Dexter Williams (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Devine Ozigbo (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Christian Wade (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Jeremy Cox (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"107","A.J. Dillon (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.0%"
"108","Eno Benjamin (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"109","Anthony McFarland Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.0%"
"110","Michael Warren II (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Darrynton Evans (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.0%"
"112","Javon Leake (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","J.J. Taylor (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Joshua Kelley (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"115","Connor Slomka (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Salvon Ahmed (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Darius Anderson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Levante Bellamy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Tony Jones Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Darius Bradwell (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Benny LeMay (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"122","Xavier Jones (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Adrian Killins Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","DeeJay Dallas (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"125","Patrick Taylor Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Artavis Pierce (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
