"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"49","Will Fuller (HOU)","2","3","69","34.5","54","1","0","0","0","0","0","1","6.9","6.9","88.0%"
"50","Miles Boykin (BAL)","1","1","5","5.0","5","0","1","0","0","0","0","1","6.5","6.5","4.0%"
"51","Christian Kirk (ARI)","4","12","32","8.0","10","0","0","1","12","0","0","1","6.4","6.4","60.0%"
"52","Tyler Boyd (CIN)","8","12","60","7.5","14","0","0","1","3","0","0","1","6.3","6.3","91.0%"
"53","Marvin Jones (DET)","4","4","56","14.0","23","2","0","1","4","0","0","1","6.0","6.0","76.0%"
"54","Mohamed Sanu (NE)","5","6","57","11.4","23","1","0","0","0","0","0","1","5.7","5.7","7.0%"
"55","D.J. Moore (CAR)","7","10","76","10.9","15","0","0","0","0","0","1","1","5.6","5.6","98.0%"
"56","Marquez Valdes-Scantling (GB)","4","6","52","13.0","47","1","0","1","0","0","0","1","5.2","5.2","2.0%"
"57","James Washington (PIT)","2","6","51","25.5","45","1","0","0","0","0","0","1","5.1","5.1","21.0%"
"58","KeeSean Johnson (ARI)","5","10","46","9.2","15","0","0","0","0","0","0","1","4.6","4.6","1.0%"
"59","Cooper Kupp (LAR)","7","10","46","6.6","10","0","0","0","0","0","0","1","4.6","4.6","97.0%"
"60","Rashard Higgins (CLE)","2","3","46","23.0","35","1","0","0","0","0","0","1","4.6","4.6","0.0%"
"61","Sterling Shepard (NYG)","6","7","42","7.0","11","0","0","0","0","0","0","1","4.2","4.2","55.0%"
"62","Damiere Byrd (NE)","4","7","42","10.5","19","0","0","0","0","0","0","1","4.2","4.2","0.0%"
"63","Justin Hardy (FA)","4","5","41","10.3","23","1","0","0","0","0","0","1","4.1","4.1","0.0%"
"64","Cole Beasley (BUF)","5","9","40","8.0","10","0","0","0","0","0","0","1","4.0","4.0","11.0%"
"65","Bennie Fowler III (NO)","5","5","40","8.0","17","0","0","0","0","0","0","1","4.0","4.0","0.0%"
"66","Brandin Cooks (HOU)","2","6","39","19.5","24","1","0","0","0","0","0","1","3.9","3.9","87.0%"
"67","Stefon Diggs (BUF)","2","2","37","18.5","31","1","0","0","0","0","0","1","3.7","3.7","95.0%"
"68","Davante Adams (GB)","4","8","36","9.0","11","0","0","0","0","0","0","1","3.6","3.6","100.0%"
"69","Paul Richardson Jr. (FA)","4","7","36","9.0","17","0","0","0","0","0","0","1","3.6","3.6","0.0%"
"70","Deon Cain (PIT)","2","2","35","17.5","25","1","0","0","0","0","0","1","3.5","3.5","0.0%"
"71","Devin Funchess (GB)","3","5","32","10.7","16","0","0","0","0","0","0","1","3.2","3.2","13.0%"
"72","Curtis Samuel (CAR)","3","4","32","10.7","16","0","0","0","0","0","0","1","3.2","3.2","40.0%"
"73","Kelvin Harmon (WAS)","2","2","31","15.5","21","1","0","0","0","0","0","1","3.1","3.1","1.0%"
"74","Damion Willis (CIN)","3","5","30","10.0","17","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"75","Mike Williams (LAC)","2","3","29","14.5","17","0","0","0","0","0","0","1","2.9","2.9","72.0%"
"76","Ryan Switzer (PIT)","6","6","29","4.8","8","0","0","0","0","0","0","1","2.9","2.9","0.0%"
"77","Trevor Davis (CHI)","1","1","28","28.0","28","1","0","0","0","0","0","1","2.8","2.8","0.0%"
"78","Mike Evans (TB)","2","5","28","14.0","16","0","0","0","0","0","0","1","2.8","2.8","100.0%"
"79","Diontae Johnson (PIT)","3","5","25","8.3","9","0","0","0","0","0","0","1","2.5","2.5","82.0%"
"80","Taylor Gabriel (FA)","2","5","24","12.0","15","0","0","0","0","0","0","1","2.4","2.4","1.0%"
"81","Robby Anderson (CAR)","3","7","23","7.7","9","0","0","0","0","0","0","1","2.3","2.3","47.0%"
"82","Jakobi Meyers (NE)","1","1","22","22.0","22","1","0","0","0","0","0","1","2.2","2.2","1.0%"
"83","Allen Hurns (MIA)","1","2","22","22.0","22","1","0","0","0","0","0","1","2.2","2.2","0.0%"
"84","Tyreek Hill (KC)","2","2","16","8.0","8","0","0","1","5","0","0","1","2.1","2.1","100.0%"
"85","Zay Jones (LV)","2","4","18","9.0","20","1","0","0","0","0","0","1","1.8","1.8","1.0%"
"86","Damion Ratley (CLE)","2","2","17","8.5","10","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"87","Deebo Samuel (SF)","3","3","17","5.7","14","0","0","0","0","0","1","1","1.7","1.7","89.0%"
"88","Ryan Grant (FA)","3","4","16","5.3","9","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"89","Josh Bellamy (NYJ)","1","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"90","Albert Wilson (MIA)","2","4","13","6.5","12","0","0","1","1","0","0","1","1.4","1.4","1.0%"
"91","Jarius Wright (FA)","1","1","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"92","Hunter Renfrow (LV)","2","3","13","6.5","10","0","0","0","0","0","0","1","1.3","1.3","40.0%"
"93","Russell Gage (ATL)","1","2","13","13.0","13","0","0","1","-1","0","0","1","1.2","1.2","3.0%"
"94","Travis Benjamin (SF)","2","3","12","6.0","10","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"95","Nelson Agholor (LV)","2","5","11","5.5","7","0","0","0","0","0","0","1","1.1","1.1","2.0%"
"96","Seth Roberts (CAR)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"97","Breshad Perriman (NYJ)","2","5","10","5.0","5","0","0","0","0","0","0","1","1.0","1.0","39.0%"
"98","Kendrick Bourne (SF)","1","3","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","2.0%"
"99","Chad Beebe (MIN)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"100","Alex Erickson (CIN)","4","4","28","7.0","13","0","0","0","0","0","1","1","0.8","0.8","1.0%"
"101","Tavon Austin (FA)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"102","Parris Campbell (IND)","1","1","1","1.0","1","0","0","1","7","0","0","1","0.8","0.8","22.0%"
"103","Dante Pettis (SF)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","1.0%"
"104","Marquise Goodwin (PHI)","1","3","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","1.0%"
"105","Donte Moncrief (FA)","3","10","7","2.3","3","0","0","0","0","0","0","1","0.7","0.7","6.0%"
"106","Dwayne Harris (FA)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"107","Dontrelle Inman (WAS)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"108","DaeSean Hamilton (DEN)","2","4","5","2.5","7","0","0","0","0","0","0","1","0.5","0.5","1.0%"
"109","Adam Humphries (TEN)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","1.0%"
"110","Cordarrelle Patterson (CHI)","1","3","3","3.0","3","0","0","1","-2","0","0","1","0.1","0.1","1.0%"
"111","Shaq Roland (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Saeed Blacknall (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"113","Devin Ross (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Cam Batson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Rico Gafford (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Jordan Veasy (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Steven Mitchell Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Codey McElroy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","N'Keal Harry (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.0%"
"120","De'Mornay Pierson-El (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Steven Sims (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.0%"
"122","Khadarel Hodge (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"123","Malik Turner (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"124","Janarion Grant (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Cam Sims (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Cam Phillips (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"127","Malik Henry (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Jalen Guyton (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Olabisi Johnson (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"130","Stephen Carlson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Trenton Irwin (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Nick Easley (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","John Ursua (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Scott Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Darius Slayton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85.0%"
"136","Quinton Bell (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"137","Juwann Winfree (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Ishmael Hyman (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Ashton Dulin (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Bryan Edwards (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0%"
"141","Tyler Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"142","Michael Walker (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Penny Hart (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Alex Bachman (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Deonte Harris (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"146","Nsimba Webster (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Olamide Zaccheaus (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Malik Taylor (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Kabion Ento (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Jeff Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Joe Fortson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Trinity Benson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Tyron Johnson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Chase Claypool (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"155","Stanley Morgan Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Hakeem Butler (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"157","Andy Isabella (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.0%"
"158","Terry Godwin (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Alexander Hollins (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","A.J. Richardson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Jalen Hurd (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0%"
"162","Shawn Poindexter (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Collin Johnson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Riley Ridley (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Anthony Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","J.J. Arcega-Whiteside (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.0%"
"167","DaMarkus Lodge (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Dillon Mitchell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Cody Thompson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Antoine Wesley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Lil'Jordan Humphrey (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Mecole Hardman (KC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","68.0%"
"173","Bryant Mitchell (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","David Sills (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Gary Jennings Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Keelan Doss (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Jon'Vea Johnson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Travis Fulgham (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Jason Moore (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Johnnie Dixon (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","C.J. Board (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Riley McCarron (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"183","Justin Hardee (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","22.0%"
"184","Keelan Cole (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"185","JoJo Natson (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"186","David Moore (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"187","Chad Williams (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Chris Thompson (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Reggie Davis (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Bobo Wilson (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"191","Zach Pascal (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.0%"
"192","Isaac Whitney (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Marcus Kemp (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"194","Andre Patton (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Deante Burton (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Josh Reynolds (LAR)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.0%"
"197","Amara Darboh (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Isaiah Ford (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"199","Chad Hansen (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Taywan Taylor (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Corey Davis (TEN)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","8.0%"
"202","Noah Brown (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"203","Mack Hollins (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"204","Josh Malone (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"205","Gehrig Dieter (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"206","Isaiah McKenzie (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"207","Quincy Adeboyejo (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Tim Patrick (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"209","Austin Carr (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"210","Jehu Chesson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"211","Cody Hollister (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Trent Taylor (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Robert Davis (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Keon Hatcher (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"215","Artavis Scott (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Trent Sherfield (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"217","Ray-Ray McCloud (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"218","Da'Mari Scott (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Derrick Willies (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"220","Chris Lacy (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"221","Justin Watson (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"222","Dylan Cantrell (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Daurice Fountain (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Keke Coutee (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"225","Robert Foster (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"226","Emmanuel Butler (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Javon Wims (CHI)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"228","Equanimeous St. Brown (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"229","Auden Tate (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"230","Darvin Kidsy (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"231","Allen Lazard (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","27.0%"
"232","Keith Kirkwood (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"233","Devin Gray (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Christian Blake (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Vyncint Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"236","Brandon Powell (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Byron Pringle (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"238","J.J. Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"239","Greg Ward (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"240","Fred Brown (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Lance Lenoir Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"242","Cyril Grayson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Victor Bolden Jr. (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"244","Marcell Ateman (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"245","J'Mon Moore (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"246","Braxton Berrios (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"247","Antonio Callaway (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"248","Jester Weah (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Cedrick Wilson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"250","Jaleel Scott (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Deontay Burnett (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"252","Anthony Miller (CHI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","50.0%"
"253","Brandon Zylstra (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"254","River Cracraft (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"255","Rashard Davis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"256","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"257","DJ Montgomery (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
