"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"45","Robert Tonyan (GB)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"46","Nick Boyle (BAL)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"47","Nick O'Leary (FA)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"48","J.P. Holtz (CHI)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"49","Greg Olsen (SEA)","2","4","5","2.5","3","0","0","0","0","0","0","1","0.5","0.5","42.0%"
"50","Vernon Davis (FA)","1","4","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","1.0%"
"51","Irv Smith Jr. (MIN)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","34.0%"
"52","Jonnu Smith (TEN)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","79.0%"
"53","Delanie Walker (FA)","1","2","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","2.0%"
"54","Charles Clay (FA)","1","2","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"55","Jaeden Graham (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"56","Garrett Dickerson (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"57","Albert Okwuegbunam (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"58","Kaden Smith (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"59","Nick Keizer (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Kevin Radar (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Tanner Hudson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Ross Dwelley (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Codey McElroy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Daniel Helm (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Tommy Sweeney (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"66","Trevon Wesco (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Austin Fort (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","John Lovett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Donald Parham (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Nate Becker (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Matt Sokol (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Hale Hentges (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Carson Meier (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Alex Ellis (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"75","Isaac Nauta (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Brandon Dillon (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Kendall Blanton (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Jesper Horsted (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Josh Oliver (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Drew Sample (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"81","Caleb Wilson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Charles Scarff (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Jace Sternberger (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.0%"
"84","Dax Raymond (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Jakob Johnson (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"86","Kahale Warring (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Zach Gentry (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"88","Andrew Beck (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"89","Stephen Carlson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Jordan Franks (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Tyler Conklin (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"92","Garrett Griffin (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Johnny Mundt (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Jason Croom (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Anthony Firkser (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Eric Saubert (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Evan Baylis (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"98","Joshua Perkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","David Njoku (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0%"
"100","Jake Butt (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","George Kittle (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"102","Antony Auclair (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"103","Cole Hikutini (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Jacob Hollister (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"105","Mason Schreck (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Cethan Carter (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","Mo Alie-Cox (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"108","Darrell Daniels (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Dylan Cantrell (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Dalton Schultz (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"111","Ian Thomas (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","31.0%"
"112","Jordan Thomas (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Cole Wick (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Troy Fumagalli (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Marcus Baugh (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Jason Vander Laan (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Durham Smythe (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Chris Herndon IV (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.0%"
"119","Ryan Izzo (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"120","Mike Gesicki (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","81.0%"
"121","Taysom Hill (NO)","0","0","0","0","0","0","0","2","16","0","0","1","0.0","0.0","3.0%"
"122","Dan Arnold (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"123","Colin Thompson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Ian Bunting (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Giovanni Ricci (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Thaddeus Moss (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"127","Kyle Markway (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Stephen Sullivan (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Charlie Taumoepeau (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Charlie Woerner (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Noah Togiai (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Ben Ellefson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Sean McKeon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Tyler Davis (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Dalton Keene (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Jake Burt (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Rashod Berry (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Nate Wieting (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Eli Wolf (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Dylan Stapleton (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Tyler Simmons (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Tommy Hudson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Rysen John (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Luke Sellers (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Nakia Griffin-Stewart (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Hunter Bryant (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Charles Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Parker Hesse (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Chris Myarick (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Darion Clark (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Cole Kmet (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0%"
"154","Brycen Hopkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Jared Pinkney (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Mitchell Wilcox (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Jacob Breeland (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Colby Parkinson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Harrison Bryant (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Adam Trautman (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"161","Devin Asiasi (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"162","Josiah Deguara (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Cam Sutton (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Chase Harrell (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Ryan Becker (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Bryce Sterk (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Farrod Green (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Nick Bowers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Gabe Nabers (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","James Dearth (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"172","Luke Stocker (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"173","Lee Smith (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"174","Virgil Green (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","John Nalbone (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"176","Rob Gronkowski (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.0%"
"177","Marquez Branson (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"178","Daniel Hardy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"179","Drake Dunsmore (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"180","Derek Carrier (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"181","Deangelo Peterson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"182","Dominique Curry (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"183","Darnell Dinkins (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"184","Clark Harris (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"185","Derek Fine (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"186","Brad Cottam (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"187","Buck Ortega (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"188","J.P. Foschi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"189","Jake Nordin (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"190","Joey Haynos (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"191","Justin Snow (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"192","Keith Zinger (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"193","Khari Lee (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Matt LaCosse (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"195","C.J. Uzomah (CIN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"196","Jesse James (DET)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"197","Kyle Nelson (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Tyler Kroft (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Jeff Heuerman (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"200","MyCole Pruitt (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"201","Blake Bell (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"202","Chris Manhertz (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"203","Eric Tomlinson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Stephen Anderson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Jerell Adams (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","Hunter Henry (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.0%"
"207","Ben Braunecker (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"208","Temarrick Hemingway (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Seth DeValve (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"210","Daniel Brown (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Ross Travis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Beau Brinkley (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"213","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"214","Tyler Ott (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"215","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"216","Xavier Grimble (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Richard Rodgers (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Jordan Reed (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"219","Levine Toilolo (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Vance McDonald (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"221","Ryan Griffin (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"222","Demetrius Harris (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
""
""
