"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"1","George Kittle (SF)","6","8","70","11.7","22","1","1","1","18","0","0","1","14.8","14.8","100.0%"
"2","Darren Fells (HOU)","2","2","20","10.0","12","0","2","0","0","0","0","1","14.0","14.0","3.0%"
"3","Gerald Everett (LAR)","7","11","136","19.4","32","4","0","0","0","0","0","1","13.6","13.6","11.0%"
"4","Zach Ertz (PHI)","5","7","57","11.4","21","1","1","0","0","0","0","1","11.7","11.7","99.0%"
"5","Jared Cook (NO)","4","6","41","10.3","16","0","1","0","0","0","0","1","10.1","10.1","97.0%"
"6","Ryan Izzo (NE)","2","2","39","19.5","29","1","1","0","0","0","0","1","9.9","9.9","0.0%"
"7","Will Dissly (SEA)","4","4","81","20.3","38","2","0","1","7","0","0","1","8.8","8.8","8.0%"
"8","Austin Hooper (CLE)","6","9","56","9.3","18","0","0","0","0","0","0","1","7.6","7.6","92.0%"
"9","Travis Kelce (KC)","4","10","70","17.5","24","1","0","0","0","0","0","1","7.0","7.0","100.0%"
"10","Lee Smith (BUF)","1","1","8","8.0","8","0","1","0","0","0","0","1","6.8","6.8","0.0%"
"11","James O'Shaughnessy (JAC)","3","4","57","19.0","35","1","0","0","0","0","0","1","5.7","5.7","0.0%"
"12","Jonnu Smith (TEN)","1","2","57","57.0","57","1","0","0","0","0","0","1","5.7","5.7","79.0%"
"13","Tyler Higbee (LAR)","3","3","47","15.7","20","1","0","0","0","0","0","1","4.7","4.7","95.0%"
"14","Evan Engram (NYG)","6","11","42","7.0","14","0","0","2","5","0","0","1","4.7","4.7","94.0%"
"15","Foster Moreau (LV)","4","4","46","11.5","23","1","0","0","0","0","0","1","4.6","4.6","0.0%"
"16","Mark Andrews (BAL)","5","7","45","9.0","24","1","0","0","0","0","0","1","4.5","4.5","100.0%"
"17","Jimmy Graham (CHI)","3","3","41","13.7","23","1","0","0","0","0","0","1","4.1","4.1","6.0%"
"18","Darren Waller (LV)","4","5","39","9.8","13","0","0","0","0","0","0","1","3.9","3.9","99.0%"
"19","Josh Hill (NO)","3","4","39","13.0","26","1","0","0","0","0","0","1","3.9","3.9","0.0%"
"20","Vance McDonald (PIT)","3","3","34","11.3","14","0","0","0","0","0","0","1","3.4","3.4","3.0%"
"21","Hayden Hurst (ATL)","4","4","32","8.0","13","0","0","0","0","0","0","1","3.2","3.2","89.0%"
"22","Jason Witten (LV)","3","4","29","9.7","13","0","0","0","0","0","0","1","2.9","2.9","4.0%"
"23","Charles Clay (FA)","1","1","27","27.0","27","1","0","0","0","0","0","1","2.7","2.7","0.0%"
"24","Jeff Heuerman (FA)","1","3","26","26.0","26","1","0","0","0","0","0","1","2.6","2.6","0.0%"
"25","Robert Tonyan (GB)","1","1","23","23.0","23","1","0","0","0","0","0","1","2.3","2.3","0.0%"
"26","Matt LaCosse (NE)","1","4","22","22.0","22","1","0","0","0","0","0","1","2.2","2.2","0.0%"
