"Rank","Player","FG","FGA","PCT","LG","1-19","20-29","30-39","40-49","50+","XPT","XPA","G","FPTS","FPTS/G","OWN"
"1","Joey Slye (CAR)","4","4","100.0","54","0","0","2","0","2","0","0","1","16.0","16.0","18.0%"
"2","Eddy Pineiro (CHI)","3","3","100.0","53","0","0","0","1","2","1","1","1","15.0","15.0","1.0%"
"3","Austin Seibert (CLE)","3","3","100.0","48","0","1","0","2","0","2","2","1","13.0","13.0","4.0%"
"4","Justin Tucker (BAL)","3","3","100.0","51","0","1","1","0","1","2","2","1","13.0","13.0","100.0%"
"5","Wil Lutz (NO)","3","3","100.0","52","0","0","1","1","1","0","0","1","12.0","12.0","99.0%"
"6","Robbie Gould (SF)","2","3","66.7","38","0","0","2","0","0","5","5","1","11.0","11.0","90.0%"
"7","Chris Boswell (PIT)","2","2","100.0","41","0","0","1","1","0","2","2","1","9.0","9.0","11.0%"
"8","Matt Gay (TB)","2","3","66.7","40","0","0","1","1","0","2","2","1","9.0","9.0","77.0%"
"9","Greg Zuerlein (DAL)","2","2","100.0","24","0","2","0","0","0","3","3","1","9.0","9.0","97.0%"
"10","Zane Gonzalez (ARI)","3","3","100.0","22","0","3","0","0","0","0","0","1","9.0","9.0","68.0%"
"11","Brandon McManus (DEN)","2","2","100.0","43","0","0","0","2","0","0","0","1","8.0","8.0","8.0%"
"12","Matt Bryant (FA)","1","2","50.0","50","0","0","0","0","1","3","3","1","8.0","8.0","2.0%"
"13","Ka'imi Fairbairn (HOU)","2","2","100.0","39","0","1","1","0","0","1","1","1","7.0","7.0","32.0%"
"14","Josh Lambo (JAC)","2","2","100.0","40","0","0","1","1","0","0","0","1","7.0","7.0","5.0%"
"15","Stephen Gostkowski (FA)","1","2","50.0","28","0","1","0","0","0","4","6","1","7.0","7.0","1.0%"
"16","Jake Elliott (PHI)","2","2","100.0","41","0","0","1","1","0","0","0","1","7.0","7.0","35.0%"
"17","Brett Maher (NYJ)","1","1","100.0","25","0","1","0","0","0","4","4","1","7.0","7.0","2.0%"
"18","Cairo Santos (FA)","1","2","50.0","49","0","0","0","1","0","2","2","1","6.0","6.0","0.0%"
"19","Randy Bullock (CIN)","1","2","50.0","37","0","0","1","0","0","2","2","1","5.0","5.0","2.0%"
"20","Stephen Hauschka (BUF)","0","0","0","0","0","0","0","0","0","4","4","1","4.0","4.0","4.0%"
"21","Jason Myers (SEA)","0","1","0.0","0","0","0","0","0","0","4","4","1","4.0","4.0","22.0%"
"22","Ty Long (LAC)","1","3","33.3","39","0","0","1","0","0","1","1","1","4.0","4.0","0.0%"
"23","Dan Bailey (MIN)","1","2","50.0","31","0","0","1","0","0","1","2","1","4.0","4.0","41.0%"
"24","Daniel Carlson (LV)","1","1","100.0","29","0","1","0","0","0","1","1","1","4.0","4.0","2.0%"
"25","Harrison Butker (KC)","0","0","0","0","0","0","0","0","0","4","4","1","4.0","4.0","99.0%"
"26","Sam Ficken (NYJ)","1","1","100.0","46","0","0","0","1","0","0","0","1","4.0","4.0","0.0%"
"27","Dustin Hopkins (WAS)","0","0","0","0","0","0","0","0","0","3","3","1","3.0","3.0","1.0%"
"28","Mason Crosby (GB)","0","0","0","0","0","0","0","0","0","3","3","1","3.0","3.0","15.0%"
"29","Aldrick Rosas (FA)","0","1","0.0","0","0","0","0","0","0","2","2","1","2.0","2.0","1.0%"
"30","Matt Prater (DET)","0","1","0.0","0","0","0","0","0","0","1","2","1","1.0","1.0","79.0%"
"31","Adam Vinatieri (FA)","0","0","0","0","0","0","0","0","0","1","3","1","1.0","1.0","1.0%"
"32","Rigoberto Sanchez (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0",""
"33","Chandler Catanzaro (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"34","Michael Palardy (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0",""
"35","Younghoe Koo (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40.0%"
"36","Chase McLaughlin (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"37","Rodrigo Blankenship (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"38","Tyler Bass (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"39","Sam Sloman (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"40","Tucker McCann (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"41","Lirim Hajrullahu (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"42","Austin MacGinnis (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"43","Ramiz Ahmed (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"44","Justin Rohrwasser (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0%"
"45","Jason Sanders (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
