"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"76","Trevon Wesco (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"77","Kahale Warring (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Jakob Johnson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Isaac Nauta (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Caleb Wilson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Daniel Helm (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Kaden Smith (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"83","Jace Sternberger (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.0%"
"84","Hale Hentges (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","John Lovett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Austin Fort (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Nick Keizer (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Carson Meier (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Jaeden Graham (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"90","Garrett Dickerson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Albert Okwuegbunam (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"92","Foster Moreau (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"93","Chris Herndon IV (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.0%"
"94","Jacob Hollister (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"95","Jake Butt (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Jonnu Smith (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","79.0%"
"97","Antony Auclair (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"98","Robert Tonyan (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"99","Cole Hikutini (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Mason Schreck (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","O.J. Howard (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","34.0%"
"102","Cethan Carter (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"103","Mo Alie-Cox (IND)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"104","Darrell Daniels (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Eric Saubert (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Ricky Seals-Jones (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","David Njoku (CLE)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","6.0%"
"108","Cole Wick (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Alex Ellis (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Jason Vander Laan (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Joshua Perkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Garrett Griffin (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Johnny Mundt (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Jason Croom (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Colin Thompson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Dallas Goedert (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76.0%"
"117","Dalton Schultz (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","Ian Thomas (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","31.0%"
"119","Jordan Thomas (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Marcus Baugh (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Dan Arnold (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"122","Anthony Firkser (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"123","Evan Baylis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Sean Culkin (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Pharaoh Brown (CLE)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Taysom Hill (NO)","2","3","16","8.0","9","0","0","0","0","0","0","1","0.0","0.0","3.0%"
"127","Chris Myarick (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Giovanni Ricci (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Thaddeus Moss (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"130","Kyle Markway (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Stephen Sullivan (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Charlie Taumoepeau (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Charlie Woerner (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Noah Togiai (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Ben Ellefson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Sean McKeon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Tyler Davis (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Dalton Keene (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Jake Burt (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Rashod Berry (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Nate Wieting (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Eli Wolf (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Dylan Stapleton (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Tyler Simmons (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Tommy Hudson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Rysen John (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Luke Sellers (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Nakia Griffin-Stewart (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Hunter Bryant (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Ian Bunting (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Charles Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Parker Hesse (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Darion Clark (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Cole Kmet (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0%"
"157","Brycen Hopkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Jared Pinkney (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Mitchell Wilcox (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Jacob Breeland (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Colby Parkinson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Harrison Bryant (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Adam Trautman (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"164","Devin Asiasi (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"165","Josiah Deguara (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Cam Sutton (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Chase Harrell (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Ryan Becker (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Bryce Sterk (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Farrod Green (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Nick Bowers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Gabe Nabers (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","J.P. Holtz (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","John Nalbone (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"176","James Dearth (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"177","Jimmy Graham (CHI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","6.0%"
"178","Rob Gronkowski (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.0%"
"179","Marquez Branson (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"180","Drake Dunsmore (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"181","Deangelo Peterson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"182","Daniel Hardy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"183","Dominique Curry (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"184","Darnell Dinkins (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"185","Clark Harris (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"186","Derek Fine (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"187","Brad Cottam (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"188","Buck Ortega (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"189","Marcedes Lewis (GB)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"190","J.P. Foschi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"191","Jake Nordin (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"192","Joey Haynos (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"193","Justin Snow (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"194","Keith Zinger (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"195","Khari Lee (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","C.J. Uzomah (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"197","Eric Tomlinson (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"198","Kyle Nelson (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Tyler Kroft (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","MyCole Pruitt (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"201","Blake Bell (DAL)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"202","Chris Manhertz (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"203","Jerell Adams (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Stephen Anderson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Seth DeValve (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"206","Temarrick Hemingway (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Hunter Henry (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.0%"
"208","Daniel Brown (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"209","Ross Travis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Beau Brinkley (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"211","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"212","Tyler Ott (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"213","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"214","Xavier Grimble (IND)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"215","Richard Rodgers (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Jordan Reed (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"217","Levine Toilolo (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"218","Luke Willson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Ryan Griffin (NYJ)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"220","Josh Hill (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"221","Irv Smith Jr. (MIN)","1","2","-1","-1.0","0","0","0","0","0","0","0","1","-0.1","-0.1","34.0%"
""
""
