"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","OWN"
"1","Mark Ingram II (BAL)","13","48","3.7","11","0","0","3","4","37","12.3","2","0","1","20.5","20.5","97.0%"
"2","Christian McCaffrey (CAR)","14","70","5.0","18","0","0","11","15","121","11.0","0","0","1","19.1","19.1","100.0%"
"3","Ezekiel Elliott (DAL)","16","45","2.8","8","0","1","2","3","28","14.0","1","1","1","17.3","17.3","100.0%"
"4","Todd Gurley (ATL)","25","97","3.9","13","0","1","3","3","36","12.0","0","1","1","17.3","17.3","99.0%"
"5","Gus Edwards (BAL)","8","112","14.0","63","2","1","0","0","0","0","0","0","1","17.2","17.2","5.0%"
"6","Marlon Mack (IND)","14","109","7.8","20","1","1","0","0","0","0","0","0","1","16.9","16.9","87.0%"
"7","Joe Mixon (CIN)","15","86","5.7","30","1","1","1","3","17","17.0","0","0","1","16.3","16.3","100.0%"
"8","Le'Veon Bell (NYJ)","18","59","3.3","9","0","1","2","2","33","16.5","0","0","1","15.2","15.2","96.0%"
"9","Jonathan Williams (FA)","13","116","8.9","48","1","0","1","1","31","31.0","0","0","1","14.7","14.7","0.0%"
"10","Tony Pollard (DAL)","2","12","6.0","7","0","0","4","4","44","11.0","1","0","1","13.6","13.6","51.0%"
"11","Tarik Cohen (CHI)","9","39","4.3","12","0","0","5","6","35","7.0","1","0","1","13.4","13.4","76.0%"
"12","Austin Ekeler (LAC)","5","24","4.8","18","0","0","8","12","108","13.5","0","0","1","13.2","13.2","99.0%"
"13","Derrius Guice (FA)","7","24","3.4","9","0","0","1","2","45","45.0","1","0","1","12.9","12.9","69.0%"
"14","Carlos Hyde (SEA)","9","65","7.2","41","1","1","0","1","0","0","0","0","1","12.5","12.5","18.0%"
"15","Alvin Kamara (NO)","13","75","5.8","14","0","0","10","10","47","4.7","0","0","1","12.2","12.2","100.0%"
"16","LeSean McCoy (TB)","7","29","4.1","8","0","1","4","6","28","7.0","0","0","1","11.7","11.7","11.0%"
"17","Dalvin Cook (MIN)","11","26","2.4","5","0","1","5","6","31","6.2","0","0","1","11.7","11.7","100.0%"
"18","Bo Scarbrough (DET)","14","55","3.9","23","1","1","0","0","0","0","0","0","1","11.5","11.5","1.0%"
"19","Jaylen Samuels (PIT)","5","26","5.2","11","0","0","5","6","19","3.8","1","0","1","10.5","10.5","4.0%"
"20","Josh Jacobs (LV)","23","112","4.9","21","2","0","3","3","12","4.0","0","1","1","10.4","10.4","100.0%"
"21","Darrel Williams (KC)","11","35","3.2","6","0","1","2","3","8","4.0","0","0","1","10.3","10.3","2.0%"
"22","Nyheim Hines (IND)","3","11","3.7","7","0","1","3","4","24","8.0","0","0","1","9.5","9.5","23.0%"
"23","Nick Chubb (CLE)","27","92","3.4","12","0","0","0","1","0","0","0","0","1","9.2","9.2","100.0%"
"24","Melvin Gordon (DEN)","14","69","4.9","21","1","0","3","5","21","7.0","0","0","1","9.0","9.0","98.0%"
"25","Jeff Wilson (SF)","0","0","0","0","0","0","1","1","25","25.0","1","0","1","8.5","8.5","0.0%"
"26","Kenyan Drake (ARI)","16","67","4.2","12","0","0","6","7","13","2.2","0","0","1","8.0","8.0","99.0%"
"27","Devin Singletary (BUF)","15","75","5.0","22","2","0","1","1","4","4.0","0","0","1","7.9","7.9","95.0%"
"28","Kalen Ballage (MIA)","9","9","1.0","7","0","1","5","6","8","1.6","0","0","1","7.7","7.7","1.0%"
"29","Kenjon Barner (FA)","2","15","7.5","9","0","0","0","0","0","0","0","0","1","7.6","7.6","0.0%"
"30","Phillip Lindsay (DEN)","16","67","4.2","11","0","0","2","2","8","4.0","0","0","1","7.5","7.5","88.0%"
"31","Malcolm Brown (LAR)","5","15","3.0","6","0","1","0","0","0","0","0","0","1","7.5","7.5","6.0%"
"32","Peyton Barber (WAS)","0","0","0","0","0","0","2","2","11","5.5","1","0","1","7.1","7.1","3.0%"
"33","Qadree Ollison (ATL)","4","11","2.8","3","0","1","0","1","0","0","0","0","1","7.1","7.1","0.0%"
"34","Andy Janovich (CLE)","1","1","1.0","1","0","1","1","1","3","3.0","0","0","1","6.4","6.4","0.0%"
"35","Kyle Juszczyk (SF)","0","0","0","0","0","0","7","7","63","9.0","0","0","1","6.3","6.3","0.0%"
"36","Tevin Coleman (SF)","12","14","1.2","4","0","0","3","4","48","16.0","0","0","1","6.2","6.2","67.0%"
"37","Patrick Laird (MIA)","1","7","7.0","7","0","0","6","6","51","8.5","0","0","1","5.8","5.8","1.0%"
"38","Kareem Hunt (CLE)","6","12","2.0","7","0","0","6","8","46","7.7","0","0","1","5.8","5.8","92.0%"
"39","Leonard Fournette (JAC)","8","23","2.9","10","0","0","7","7","34","4.9","0","0","1","5.7","5.7","96.0%"
"40","James White (NE)","5","20","4.0","9","0","0","4","7","16","4.0","0","0","1","5.6","5.6","82.0%"
"41","J.D. McKissic (WAS)","3","13","4.3","6","0","0","3","4","40","13.3","0","0","1","5.3","5.3","0.0%"
"42","David Montgomery (CHI)","14","31","2.2","5","0","0","1","3","19","19.0","0","0","1","5.0","5.0","94.0%"
"43","Rex Burkhead (NE)","5","14","2.8","6","0","0","2","3","34","17.0","0","0","1","4.8","4.8","2.0%"
"44","Miles Sanders (PHI)","11","38","3.5","7","0","0","2","4","9","4.5","0","0","1","4.7","4.7","99.0%"
"45","Bilal Powell (FA)","7","42","6.0","17","0","0","1","2","5","5.0","0","0","1","4.7","4.7","0.0%"
"46","Giovani Bernard (CIN)","3","30","10.0","18","0","0","1","3","16","16.0","0","0","1","4.6","4.6","6.0%"
"47","Royce Freeman (DEN)","8","31","3.9","10","0","0","1","1","14","14.0","0","0","1","4.5","4.5","9.0%"
"48","Frank Gore (NYJ)","11","27","2.5","6","0","0","1","2","18","18.0","0","0","1","4.5","4.5","2.0%"
"49","Duke Johnson (HOU)","6","40","6.7","17","0","0","2","2","4","2.0","0","0","1","4.4","4.4","47.0%"
