"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"1","Stefon Diggs (BUF)","7","11","167","23.9","62","2","3","2","18","0","0","1","36.5","36.5","95.0%"
"2","Terry McLaurin (WAS)","4","7","100","25.0","33","3","2","0","0","0","0","1","22.0","22.0","95.0%"
"3","Tyreek Hill (KC)","5","10","80","16.0","46","1","2","0","0","0","0","1","20.0","20.0","100.0%"
"4","Curtis Samuel (CAR)","4","6","70","17.5","30","2","1","1","8","1","0","1","19.8","19.8","40.0%"
"5","Robby Anderson (CAR)","5","8","125","25.0","92","1","1","0","0","0","0","1","18.5","18.5","47.0%"
"6","Golden Tate (NYG)","6","9","102","17.0","64","1","1","0","0","0","0","1","16.2","16.2","45.0%"
"7","Chris Godwin (TB)","10","12","151","15.1","26","3","0","0","0","0","0","1","15.1","15.1","100.0%"
"8","Jaron Brown (FA)","3","5","29","9.7","17","0","2","0","0","0","0","1","14.9","14.9","0.0%"
"9","Alshon Jeffery (PHI)","10","12","76","7.6","26","2","1","0","0","0","0","1","13.6","13.6","40.0%"
"10","Allen Lazard (GB)","4","5","65","16.3","35","1","1","0","0","0","0","1","12.5","12.5","27.0%"
"11","Kenny Golladay (DET)","5","9","121","24.2","66","2","0","0","0","0","0","1","12.1","12.1","99.0%"
"12","Adam Thielen (MIN)","6","8","57","9.5","20","1","1","1","0","0","0","1","11.7","11.7","99.0%"
"13","Mike Evans (TB)","9","17","96","10.7","17","0","0","0","0","0","0","1","11.6","11.6","100.0%"
"14","Julian Edelman (NE)","9","15","113","12.6","36","2","0","0","0","0","0","1","11.3","11.3","91.0%"
"15","Calvin Ridley (ATL)","4","6","48","12.0","23","1","1","0","0","0","0","1","10.8","10.8","96.0%"
"16","Julio Jones (ATL)","8","9","108","13.5","22","2","0","0","0","0","0","1","10.8","10.8","100.0%"
"17","Odell Beckham Jr. (CLE)","6","11","101","16.8","41","1","0","0","0","0","0","1","10.1","10.1","100.0%"
