"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","OWN"
"25","Brian Hill (ATL)","3","29","9.7","23","1","1","0","0","0","0","0","0","1","8.9","8.9","1.0%"
"26","Carlos Hyde (SEA)","19","83","4.4","20","1","0","0","1","0","0","0","0","1","8.3","8.3","18.0%"
"27","Austin Ekeler (LAC)","3","3","1.0","3","0","0","2","3","19","9.5","1","0","1","8.2","8.2","99.0%"
"28","Devonta Freeman (FA)","13","39","3.0","12","0","0","8","8","63","7.9","0","1","1","8.2","8.2","39.0%"
"29","Josh Jacobs (LV)","15","66","4.4","23","1","0","2","2","15","7.5","0","0","1","8.1","8.1","100.0%"
"30","James White (NE)","2","4","2.0","3","0","0","4","5","75","18.8","0","0","1","7.9","7.9","82.0%"
"31","Phillip Lindsay (DEN)","14","59","4.2","11","0","0","5","5","17","3.4","0","0","1","7.6","7.6","88.0%"
"32","Sony Michel (NE)","21","74","3.5","16","0","0","0","0","0","0","0","0","1","7.4","7.4","87.0%"
"33","Darrell Henderson (LAR)","11","49","4.5","15","0","0","2","3","20","10.0","0","0","1","6.9","6.9","72.0%"
"34","Alexander Mattison (MIN)","13","61","4.7","28","1","0","2","2","3","1.5","0","0","1","6.4","6.4","65.0%"
"35","Derrick Henry (TEN)","16","75","4.7","34","1","0","1","1","8","8.0","0","1","1","6.3","6.3","100.0%"
"36","Rashaad Penny (SEA)","8","55","6.9","17","0","0","0","0","0","0","0","0","1","5.5","5.5","12.0%"
"37","Ronald Jones II (TB)","11","35","3.2","7","0","0","1","3","17","17.0","0","0","1","5.2","5.2","89.0%"
"38","Matt Breida (MIA)","11","35","3.2","17","0","0","1","1","15","15.0","0","0","1","5.0","5.0","87.0%"
"39","Boston Scott (PHI)","5","6","1.2","5","0","1","0","0","0","0","0","1","1","4.6","4.6","44.0%"
"40","Nyheim Hines (IND)","4","12","3.0","11","0","0","3","3","34","11.3","0","0","1","4.6","4.6","23.0%"
"41","Tarik Cohen (CHI)","4","9","2.3","6","0","0","3","3","37","12.3","0","0","1","4.6","4.6","76.0%"
"42","Giovani Bernard (CIN)","3","31","10.3","25","1","0","2","2","14","7.0","0","0","1","4.5","4.5","6.0%"
"43","LeSean McCoy (TB)","9","40","4.4","9","0","0","4","4","23","5.8","0","1","1","4.3","4.3","11.0%"
"44","Ty Johnson (DET)","7","25","3.6","14","0","0","1","4","13","13.0","0","0","1","3.8","3.8","0.0%"
"45","Dwayne Washington (NO)","3","38","12.7","31","1","0","0","0","0","0","0","0","1","3.8","3.8","0.0%"
"46","Le'Veon Bell (NYJ)","8","23","2.9","5","0","0","3","5","12","4.0","0","0","1","3.5","3.5","96.0%"
"47","Frank Gore (NYJ)","9","34","3.8","8","0","0","0","0","0","0","0","0","1","3.4","3.4","2.0%"
"48","Tra Carson (FA)","12","34","2.8","12","0","0","0","0","0","0","0","0","1","3.4","3.4","0.0%"
"49","Mark Walton (FA)","11","35","3.2","9","0","0","3","6","19","6.3","0","1","1","3.4","3.4","2.0%"
"50","Dontrell Hilliard (CLE)","1","10","10.0","10","0","0","4","4","24","6.0","0","0","1","3.4","3.4","0.0%"
"51","Peyton Barber (WAS)","10","20","2.0","5","0","0","1","3","8","8.0","0","0","1","2.8","2.8","3.0%"
"52","Jalen Richard (LV)","1","3","3.0","3","0","0","2","3","24","12.0","0","0","1","2.7","2.7","2.0%"
"53","DeAndre Washington (KC)","5","23","4.6","6","0","0","1","1","4","4.0","0","0","1","2.7","2.7","7.0%"
"54","Wendell Smallwood (PIT)","2","9","4.5","11","0","0","1","2","11","11.0","0","0","1","2.0","2.0","0.0%"
"55","Wayne Gallman (NYG)","0","0","0","0","0","0","1","1","20","20.0","0","0","1","2.0","2.0","1.0%"
"56","Kalen Ballage (MIA)","3","8","2.7","4","0","0","1","1","11","11.0","0","0","1","1.9","1.9","1.0%"
"57","Zach Line (FA)","2","8","4.0","4","0","0","1","2","11","11.0","0","0","1","1.9","1.9","0.0%"
"58","Rex Burkhead (NE)","3","4","1.3","3","0","0","1","1","9","9.0","0","0","1","1.3","1.3","2.0%"
"59","Zach Zenner (FA)","1","0","0.0","0","0","0","1","1","13","13.0","0","0","1","1.3","1.3","0.0%"
"60","Chase Edmonds (ARI)","7","8","1.1","3","0","0","2","4","5","2.5","0","0","1","1.3","1.3","35.0%"
"61","Benny Snell Jr. (PIT)","5","13","2.6","5","0","0","0","0","0","0","0","0","1","1.3","1.3","5.0%"
"62","Bilal Powell (FA)","4","11","2.8","5","0","0","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"63","Darrel Williams (KC)","2","10","5.0","8","0","0","0","0","0","0","0","0","1","1.0","1.0","2.0%"
"64","Jordan Scarlett (CAR)","4","9","2.3","6","0","0","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"65","Andy Janovich (CLE)","0","0","0","0","0","0","2","2","9","4.5","0","0","1","0.9","0.9","0.0%"
"66","Mike Davis (CAR)","2","3","1.5","3","0","0","1","1","5","5.0","0","0","1","0.8","0.8","0.0%"
"67","Reggie Bonnafon (CAR)","1","4","4.0","4","0","0","1","3","3","3.0","0","0","1","0.7","0.7","1.0%"
"68","Ryquell Armstead (JAC)","6","7","1.2","6","0","0","0","0","0","0","0","0","1","0.7","0.7","6.0%"
"69","Jeff Wilson (SF)","2","6","3.0","4","0","0","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"70","Jordan Wilkins (IND)","2","5","2.5","4","0","0","0","0","0","0","0","0","1","0.5","0.5","1.0%"
"71","Roosevelt Nix (IND)","0","0","0","0","0","0","2","2","4","2.0","0","0","1","0.4","0.4","0.0%"
"72","Paul Perkins (FA)","3","4","1.3","2","0","0","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"73","Elijhaa Penny (NYG)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"74","Dion Lewis (NYG)","0","0","0","0","0","0","1","1","2","2.0","0","0","1","0.2","0.2","2.0%"
"75","Derek Watt (PIT)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"76","Alec Ingold (LV)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"77","Dare Ogunbowale (TB)","1","-2","-2.0","0","0","0","1","3","3","3.0","0","0","1","0.1","0.1","1.0%"
"78","J.D. McKissic (WAS)","1","-1","-1.0","0","0","0","3","3","2","0.7","0","0","1","0.1","0.1","0.0%"
"79","Kenjon Barner (FA)","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"80","Devine Ozigbo (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Jakob Johnson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Christian Wade (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Kerrith Whyte Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Karan Higdon (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Damien Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.0%"
"86","Justice Hill (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.0%"
"87","Bryce Love (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"88","Elijah Holyfield (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Patrick Laird (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"90","Jacques Patrick (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Dexter Williams (GB)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"92","Qadree Ollison (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Wes Hills (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Isaac Nauta (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"96","Rodney Anderson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"97","Travis Homer (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"98","Damarea Crockett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Jeremy Cox (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"100","J.J. Taylor (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Javon Leake (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Darrynton Evans (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.0%"
"103","Michael Warren II (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Connor Slomka (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Anthony McFarland Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.0%"
"106","Eno Benjamin (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"107","A.J. Dillon (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.0%"
"108","Ke'Shawn Vaughn (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66.0%"
"109","Levante Bellamy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Lamical Perine (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"111","Joshua Kelley (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"112","Salvon Ahmed (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Artavis Pierce (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Patrick Taylor Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","DeeJay Dallas (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"116","Adrian Killins Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Xavier Jones (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Benny LeMay (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"119","Darius Bradwell (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Tony Jones Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Darius Anderson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Clyde Edwards-Helaire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.0%"
"123","Chandler Cox (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"124","John Lovett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Dalyn Dawkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Khari Blasingame (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Bruce Anderson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Tony Pollard (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51.0%"
"129","Cullen Gillaspia (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"130","Cam Akers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90.0%"
"131","Derrick Gore (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Zack Moss (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54.0%"
"133","J.K. Dobbins (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.0%"
"134","Jonathan Taylor (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.0%"
"135","D'Andre Swift (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.0%"
"136","D'Ernest Johnson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"137","Craig Reynolds (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"138","Alex Armah (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"139","William Stanback (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Troymaine Pope (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"141","Alvin Kamara (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"142","Samaje Perine (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Kareem Hunt (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.0%"
"144","Corey Clement (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Elijah McGuire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Brandon Wilson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","42.0%"
"147","T.J. Logan (TB)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"148","Cethan Carter (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"149","Ryan Nall (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Mike Boone (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"151","Johnny Stanton (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Bo Scarbrough (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"154","Trey Edmunds (PIT)","1","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"155","Kerryon Johnson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.0%"
"156","Josh Adams (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Ito Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"158","Myles Gaskin (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"159","Jaylen Samuels (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0%"
"160","Justin Jackson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.0%"
"161","Gus Edwards (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.0%"
"162","Buddy Howell (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"163","Nick Bawden (DET)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"164","Trenton Cannon (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","John Kelly (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"166","Scottie Phillips (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Sandro Platzgummer (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Josh Hokit (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Gabe Nabers (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Sewo Olonilua (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Jason Huntley (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Rico Dowdle (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","James Robinson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","JaMycal Hasty (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Antonio Gibson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.0%"
"177","Raymond Calais (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Lynn Bowden Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0%"
"179","Bobby Holly (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Luke Sellers (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Nathan Cottrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Ward Jonathan (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"183","Mikey Daniel (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Cameron Scarlett (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Malcolm Perry (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Spencer Nigh (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Javarris James (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"189","Andre Anderson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"190","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"191","Mark Ingram II (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.0%"
"192","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"193","Taiwan Jones (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"194","Lamar Miller (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"195","Brandon Bolden (NE)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"196","Rodney Stewart (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"197","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"198","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"199","Anthony Sherman (KC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"200","Chad Spann (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"201","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"202","Isaac Odim (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"203","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"204","Javarris Williams (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"205","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"206","Adrian Peterson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"207","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"208","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"209","Matt Lawrence (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"210","Marcus Mason (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"211","Korey Hall (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"212","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"213","Marcus Mailei (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"214","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"215","CJ Ham (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"216","Ty Montgomery (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"217","Malcolm Brown (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0%"
"218","David Johnson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.0%"
"219","Javorius Allen (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"220","Michael Burton (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"221","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"222","T.J. Yeldon (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Ameer Abdullah (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Senorise Perry (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"225","Dan Vitale (NE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"226","Rod Smith (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"227","D.J. Foster (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Devontae Booker (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"229","Tyler Ervin (GB)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"230","Kenyan Drake (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.0%"
"231","Kenneth Dixon (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Ezekiel Elliott (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"233","Chris Thompson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0%"
"234","Kyle Juszczyk (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Jamize Olawale (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Patrick DiMarco (BUF)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"237","Keith Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"238","Carlin Isles (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"239","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"240","Jerick McKinnon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0%"
"241","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"242","Darwin Thompson (KC)","0","0","0","0","0","0","1","1","-1","-1.0","0","0","1","-0.1","-0.1","4.0%"
""
""
