"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"1","Mike Evans (TB)","11","12","198","18.0","46","3","2","0","0","0","0","1","31.8","31.8","100.0%"
"2","Cooper Kupp (LAR)","7","10","220","31.4","65","6","1","0","0","0","0","1","28.0","28.0","97.0%"
"3","Kenny Golladay (DET)","6","8","123","20.5","41","2","2","0","0","0","1","1","22.3","22.3","99.0%"
"4","Julian Edelman (NE)","8","11","78","9.8","23","1","2","1","-3","0","0","1","19.5","19.5","91.0%"
"5","Darius Slayton (NYG)","2","5","50","25.0","28","2","2","0","0","0","0","1","17.0","17.0","85.0%"
"6","Chris Conley (JAC)","4","7","103","25.8","70","1","1","0","0","0","0","1","16.3","16.3","3.0%"
"7","JuJu Smith-Schuster (PIT)","5","9","103","20.6","34","2","1","0","0","0","0","1","16.3","16.3","99.0%"
"8","Michael Thomas (NO)","11","11","112","10.2","28","1","1","1","-9","0","0","1","16.3","16.3","100.0%"
"9","Julio Jones (ATL)","10","12","152","15.2","25","2","0","0","0","0","0","1","15.2","15.2","100.0%"
"10","Tyrell Williams (LV)","3","6","91","30.3","46","3","1","0","0","0","0","1","15.1","15.1","23.0%"
"11","Hunter Renfrow (LV)","4","4","88","22.0","65","1","1","0","0","0","0","1","14.8","14.8","40.0%"
"12","Diontae Johnson (PIT)","5","7","84","16.8","45","1","1","0","0","0","0","1","14.4","14.4","82.0%"
"13","D.J. Chark (JAC)","6","12","79","13.2","29","1","1","1","0","0","0","1","13.9","13.9","95.0%"
"14","D.K. Metcalf (SEA)","3","5","13","4.3","7","0","2","0","0","0","0","1","13.3","13.3","97.0%"
"15","Josh Reynolds (LAR)","3","8","73","24.3","31","2","1","1","-1","0","0","1","13.2","13.2","5.0%"
"16","Stefon Diggs (BUF)","7","7","143","20.4","39","4","0","0","0","0","1","1","12.3","12.3","95.0%"
"17","Mecole Hardman (KC)","2","2","55","27.5","30","2","1","0","0","0","0","1","11.5","11.5","68.0%"
"18","DeAndre Hopkins (ARI)","11","13","109","9.9","21","1","0","0","0","0","0","1","10.9","10.9","100.0%"
