"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","OWN"
"27","James White (NE)","4","26","6.5","9","0","0","5","7","56","11.2","0","0","1","8.2","8.2","82.0%"
"28","Dontrell Hilliard (CLE)","1","4","4.0","4","0","1","1","2","14","14.0","0","0","1","7.8","7.8","0.0%"
"29","Chris Thompson (JAC)","3","10","3.3","7","0","0","7","10","68","9.7","0","0","1","7.8","7.8","4.0%"
"30","Leonard Fournette (JAC)","13","66","5.1","14","0","0","4","6","28","7.0","0","1","1","7.4","7.4","96.0%"
"31","Phillip Lindsay (DEN)","11","43","3.9","9","0","0","4","6","23","5.8","0","0","1","6.6","6.6","88.0%"
"32","James Conner (PIT)","10","21","2.1","5","0","0","4","4","44","11.0","0","0","1","6.5","6.5","97.0%"
"33","Giovani Bernard (CIN)","7","21","3.0","11","0","0","2","3","42","21.0","0","0","1","6.3","6.3","6.0%"
"34","Kerryon Johnson (DET)","16","49","3.1","9","0","0","2","2","13","6.5","0","0","1","6.2","6.2","81.0%"
"35","Royce Freeman (DEN)","10","56","5.6","26","1","0","1","1","5","5.0","0","0","1","6.1","6.1","9.0%"
"36","Alex Armah (CAR)","1","1","1.0","1","0","1","0","0","0","0","0","0","1","6.1","6.1","0.0%"
"37","Justin Jackson (LAC)","6","57","9.5","24","2","0","1","3","4","4.0","0","0","1","6.1","6.1","33.0%"
"38","Tevin Coleman (SF)","6","23","3.8","12","0","0","2","3","33","16.5","0","0","1","5.6","5.6","67.0%"
"39","Gus Edwards (BAL)","17","56","3.3","11","0","0","0","0","0","0","0","0","1","5.6","5.6","5.0%"
"40","Jordan Howard (MIA)","6","44","7.3","17","0","0","2","3","11","5.5","0","0","1","5.5","5.5","88.0%"
"41","Alexander Mattison (MIN)","9","49","5.4","23","1","0","0","0","0","0","0","0","1","4.9","4.9","65.0%"
"42","Tarik Cohen (CHI)","0","0","0","0","0","0","8","10","49","6.1","0","0","1","4.9","4.9","76.0%"
"43","David Montgomery (CHI)","6","18","3.0","6","0","0","1","1","27","27.0","0","0","1","4.5","4.5","94.0%"
"44","Peyton Barber (WAS)","8","33","4.1","14","0","0","2","4","12","6.0","0","0","1","4.5","4.5","3.0%"
"45","Ito Smith (ATL)","6","31","5.2","16","0","0","1","1","9","9.0","0","0","1","4.0","4.0","3.0%"
"46","Raheem Mostert (SF)","9","40","4.4","18","0","0","1","1","0","0.0","0","0","1","4.0","4.0","96.0%"
"47","Aaron Jones (GB)","13","39","3.0","9","0","0","1","1","0","0.0","0","0","1","3.9","3.9","100.0%"
"48","Derrius Guice (FA)","10","18","1.8","5","0","0","3","3","20","6.7","0","0","1","3.8","3.8","69.0%"
"49","Matt Breida (MIA)","15","37","2.5","13","0","0","0","1","0","0","0","0","1","3.7","3.7","87.0%"
"50","Mike Davis (CAR)","5","19","3.8","8","0","0","6","7","17","2.8","0","0","1","3.6","3.6","0.0%"
"51","D'Ernest Johnson (CLE)","1","13","13.0","13","0","0","2","2","23","11.5","0","0","1","3.6","3.6","0.0%"
"52","C.J. Anderson (FA)","11","35","3.2","9","0","0","0","0","0","0","0","0","1","3.5","3.5","1.0%"
"53","Dare Ogunbowale (TB)","0","0","0","0","0","0","4","5","33","8.3","0","0","1","3.3","3.3","1.0%"
"54","Miles Sanders (PHI)","11","25","2.3","19","0","0","1","2","2","2.0","0","0","1","2.7","2.7","99.0%"
"55","Justice Hill (BAL)","7","27","3.9","13","0","0","0","0","0","0","0","0","1","2.7","2.7","5.0%"
"56","Kenyan Drake (ARI)","4","12","3.0","9","0","0","2","3","15","7.5","0","0","1","2.7","2.7","99.0%"
"57","Tony Pollard (DAL)","13","24","1.8","6","0","0","0","0","0","0","0","0","1","2.4","2.4","51.0%"
"58","J.D. McKissic (WAS)","0","0","0","0","0","0","2","2","24","12.0","0","0","1","2.4","2.4","0.0%"
"59","Frank Gore (NYJ)","11","20","1.8","9","0","0","0","0","0","0","0","0","1","2.0","2.0","2.0%"
"60","Rashaad Penny (SEA)","6","18","3.0","5","0","0","0","0","0","0","0","0","1","1.8","1.8","12.0%"
"61","Joe Mixon (CIN)","6","10","1.7","6","0","0","2","3","7","3.5","0","0","1","1.7","1.7","100.0%"
"62","Nyheim Hines (IND)","4","13","3.3","6","0","0","4","4","4","1.0","0","0","1","1.7","1.7","23.0%"
"63","Anthony Sherman (KC)","0","0","0","0","0","0","1","1","15","15.0","0","0","1","1.5","1.5","0.0%"
"64","Jamaal Williams (GB)","5","0","0.0","5","0","0","2","2","15","7.5","0","0","1","1.5","1.5","13.0%"
"65","Sony Michel (NE)","15","14","0.9","5","0","0","0","0","0","0","0","0","1","1.4","1.4","87.0%"
"66","Dion Lewis (NYG)","3","7","2.3","6","0","0","3","4","6","2.0","0","0","1","1.3","1.3","2.0%"
"67","Kalen Ballage (MIA)","5","-1","-0.2","6","0","0","1","1","13","13.0","0","0","1","1.2","1.2","1.0%"
"68","Devonta Freeman (FA)","8","19","2.4","5","0","0","3","4","12","4.0","0","1","1","1.1","1.1","39.0%"
"69","Patrick DiMarco (BUF)","0","0","0","0","0","0","2","2","9","4.5","0","0","1","0.9","0.9","0.0%"
"70","DeAndre Washington (KC)","2","8","4.0","7","0","0","0","0","0","0","0","0","1","0.8","0.8","7.0%"
"71","Ameer Abdullah (MIN)","2","8","4.0","6","0","0","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"72","Ryquell Armstead (JAC)","1","7","7.0","7","0","0","0","1","0","0","0","0","1","0.7","0.7","6.0%"
"73","Brandon Bolden (NE)","1","7","7.0","7","0","0","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"74","Ty Johnson (DET)","1","6","6.0","6","0","0","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"75","Jaylen Samuels (PIT)","2","4","2.0","2","0","0","1","2","2","2.0","0","0","1","0.6","0.6","4.0%"
"76","Chase Edmonds (ARI)","1","5","5.0","5","0","0","0","1","0","0","0","0","1","0.5","0.5","35.0%"
"77","Ty Montgomery (NO)","2","4","2.0","2","0","0","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"78","Derek Watt (PIT)","2","4","2.0","2","0","0","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"79","Elijhaa Penny (NYG)","2","3","1.5","2","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"80","Darwin Thompson (KC)","0","0","0","0","0","0","1","1","3","3.0","0","0","1","0.3","0.3","4.0%"
"81","Jalen Richard (LV)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","2.0%"
"82","Mark Walton (FA)","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","2.0%"
"83","Dexter Williams (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Chandler Cox (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"85","Jacques Patrick (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Patrick Laird (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"87","Cullen Gillaspia (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"88","Wes Hills (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Elijah Holyfield (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Bryce Love (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"91","Damien Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.0%"
"92","Qadree Ollison (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Kerrith Whyte Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Karan Higdon (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Damarea Crockett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Travis Homer (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"98","Benny Snell Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.0%"
"99","Rodney Anderson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"100","Jordan Scarlett (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"101","Devine Ozigbo (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Christian Wade (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Jakob Johnson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Isaac Nauta (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Darrell Henderson (LAR)","1","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","72.0%"
"106","Alec Ingold (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","A.J. Dillon (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.0%"
"108","Eno Benjamin (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"109","Anthony McFarland Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.0%"
"110","Michael Warren II (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Darrynton Evans (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.0%"
"112","Javon Leake (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","J.J. Taylor (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Joshua Kelley (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"115","Connor Slomka (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Salvon Ahmed (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Darius Anderson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Levante Bellamy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","DeeJay Dallas (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"120","Artavis Pierce (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Patrick Taylor Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Adrian Killins Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Xavier Jones (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Benny LeMay (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"125","Darius Bradwell (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Tony Jones Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Ke'Shawn Vaughn (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66.0%"
"128","Lamical Perine (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"129","Bruce Anderson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","John Lovett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Khari Blasingame (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Jeremy Cox (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"133","Clyde Edwards-Helaire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.0%"
"134","Jonathan Taylor (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.0%"
"135","Cam Akers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90.0%"
"136","Zack Moss (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54.0%"
"137","J.K. Dobbins (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.0%"
"138","D'Andre Swift (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.0%"
"139","Derrick Gore (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Ricky Ortiz (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"141","Justin Davis (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"142","William Stanback (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Tre Madden (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"144","Troymaine Pope (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"145","Samaje Perine (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"146","Kareem Hunt (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","92.0%"
"147","Corey Clement (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"148","Brian Hill (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"149","Joe Williams (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"150","Cethan Carter (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"151","Elijah McGuire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","T.J. Logan (TB)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"153","Brandon Wilson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","42.0%"
"154","Patrick Ricard (BAL)","0","0","0","0","0","0","1","1","1","1.0","1","0","1","0.0","0.0","0.0%"
"155","Scottie Phillips (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Reggie Bonnafon (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"157","Jeff Wilson (SF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"158","Donnie Ernsberger (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"159","Johnny Stanton (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","De'Lance Turner (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"161","Dalyn Dawkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Mike Boone (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"163","Trey Edmunds (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"164","Darrel Williams (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"165","Josh Adams (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Myles Gaskin (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"167","Lavon Coleman (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"168","Bo Scarbrough (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"169","John Kelly (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"170","Jordan Wilkins (IND)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"171","Ryan Nall (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Jordan Chunn (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"173","Detrez Newsome (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"174","Buddy Howell (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"175","Boston Scott (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.0%"
"176","Nick Bawden (DET)","0","0","0","0","0","0","1","1","0","0.0","0","0","1","0.0","0.0","0.0%"
"177","Trenton Cannon (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"178","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Sandro Platzgummer (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Josh Hokit (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Gabe Nabers (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Sewo Olonilua (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Jason Huntley (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Rico Dowdle (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","James Robinson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","JaMycal Hasty (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Antonio Gibson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.0%"
"188","Lynn Bowden Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0%"
"189","Bobby Holly (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Luke Sellers (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Nathan Cottrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Ward Jonathan (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"193","Mikey Daniel (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Cameron Scarlett (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Malcolm Perry (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Spencer Nigh (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Raymond Calais (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Javarris James (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"200","Andre Anderson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"201","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"202","Stevan Ridley (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"203","Chris Ivory (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"204","Taiwan Jones (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"205","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"206","LeGarrette Blount (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"207","Bilal Powell (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"208","Robert Turbin (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"209","Lamar Miller (NE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.0%"
"210","Rodney Stewart (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"211","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"212","Chad Spann (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"213","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"214","Isaac Odim (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"215","DuJuan Harris (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"216","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"217","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"218","Javarris Williams (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"219","Jamaal Charles (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"220","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"221","Adrian Peterson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","47.0%"
"222","Adrian Peterson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"223","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"224","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"225","Matt Lawrence (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"226","Marshawn Lynch (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"227","Marcus Mason (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"228","Jonathan Stewart (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"229","Korey Hall (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"230","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"231","Marcus Mailei (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"232","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"233","Zach Zenner (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"234","Jeremy Langford (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"235","Michael Burton (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"236","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"237","Roosevelt Nix (IND)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"238","Javorius Allen (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"239","Cameron Artis-Payne (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"240","T.J. Yeldon (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"241","Jay Ajayi (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.0%"
"242","Melvin Gordon (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.0%"
"243","Dan Vitale (NE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"244","Dwayne Washington (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"245","Tra Carson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"246","CJ Ham (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"247","Rod Smith (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"248","Andy Janovich (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"249","D.J. Foster (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"250","Wendell Smallwood (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
