"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"1","Chris Godwin (TB)","12","14","172","14.3","30","1","2","0","0","0","0","1","29.2","29.2","100.0%"
"2","A.J. Brown (TEN)","3","3","94","31.3","55","2","2","0","0","0","0","1","21.4","21.4","99.0%"
"3","Kenny Golladay (DET)","5","9","67","13.4","33","1","2","0","0","0","0","1","18.7","18.7","99.0%"
"4","Courtland Sutton (DEN)","6","9","62","10.3","27","1","2","0","0","0","0","1","18.2","18.2","97.0%"
"5","Davante Adams (GB)","10","15","180","18.0","58","2","0","0","0","0","0","1","18.0","18.0","100.0%"
"6","Cooper Kupp (LAR)","9","15","121","13.4","29","3","1","1","-2","0","0","1","17.9","17.9","97.0%"
"7","Jarvis Landry (CLE)","8","10","167","20.9","65","2","0","0","0","0","0","1","16.7","16.7","92.0%"
"8","Robert Woods (LAR)","13","15","164","12.6","37","1","0","0","0","0","0","1","16.4","16.4","94.0%"
"9","Corey Davis (TEN)","5","6","91","18.2","23","2","1","0","0","0","0","1","15.1","15.1","8.0%"
"10","Mike Evans (TB)","4","7","89","22.3","67","1","1","0","0","0","0","1","14.9","14.9","100.0%"
"11","Trevor Davis (CHI)","0","0","0","0","0","0","0","2","74","1","0","1","13.4","13.4","0.0%"
"12","DeVante Parker (MIA)","4","4","70","17.5","34","1","1","0","0","0","0","1","13.0","13.0","96.0%"
"13","Willie Snead (BAL)","2","2","61","30.5","50","1","1","0","0","0","0","1","12.1","12.1","1.0%"
"14","Geronimo Allison (DET)","3","4","52","17.3","31","1","1","1","7","0","0","1","11.9","11.9","1.0%"
"15","Diontae Johnson (PIT)","6","6","77","12.8","43","1","1","0","0","0","1","1","11.7","11.7","82.0%"
"16","Chester Rogers (MIA)","3","6","48","16.0","27","1","1","0","0","0","0","1","10.8","10.8","0.0%"
"17","Emmanuel Sanders (NO)","5","9","104","20.8","39","2","0","0","0","0","0","1","10.4","10.4","73.0%"
"18","Sterling Shepard (NYG)","7","9","76","10.9","23","1","0","1","23","0","0","1","9.9","9.9","55.0%"
"19","Alshon Jeffery (PHI)","3","9","38","12.7","16","0","1","0","0","0","0","1","9.8","9.8","40.0%"
"20","Tyrell Williams (LV)","3","7","36","12.0","19","0","1","0","0","0","0","1","9.6","9.6","23.0%"
"21","Michael Thomas (NO)","9","9","95","10.6","20","1","0","0","0","0","0","1","9.5","9.5","100.0%"
"22","Miles Boykin (BAL)","3","3","32","10.7","18","0","1","0","0","0","0","1","9.2","9.2","4.0%"
"23","Mohamed Sanu (NE)","9","12","91","10.1","28","1","0","0","0","0","0","1","9.1","9.1","7.0%"
