"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"1","Noah Fant (DEN)","3","4","115","38.3","75","2","1","0","0","0","0","1","17.5","17.5","83.0%"
"2","Zach Ertz (PHI)","9","11","103","11.4","25","1","1","0","0","0","0","1","16.3","16.3","99.0%"
"3","Jacob Hollister (SEA)","4","6","37","9.3","22","1","2","0","0","0","0","1","15.7","15.7","2.0%"
"4","George Kittle (SF)","6","8","79","13.2","30","2","1","0","0","0","0","1","13.9","13.9","100.0%"
"5","Blake Jarwin (DAL)","1","1","42","42.0","42","1","1","0","0","0","0","1","10.2","10.2","51.0%"
"6","Mike Gesicki (MIA)","6","6","95","15.8","34","1","0","0","0","0","0","1","9.5","9.5","81.0%"
"7","Vance McDonald (PIT)","5","7","30","6.0","13","0","1","0","0","0","0","1","9.0","9.0","3.0%"
"8","Nick Boyle (BAL)","5","5","27","5.4","8","0","1","0","0","0","0","1","8.7","8.7","0.0%"
"9","Hunter Henry (LAC)","7","10","84","12.0","19","0","0","0","0","0","0","1","8.4","8.4","98.0%"
"10","Kyle Rudolph (MIN)","3","5","23","7.7","15","0","1","0","0","0","0","1","8.3","8.3","18.0%"
"11","Jack Doyle (IND)","3","4","22","7.3","11","0","1","0","0","0","0","1","8.2","8.2","50.0%"
"12","Foster Moreau (LV)","1","2","3","3.0","3","0","1","0","0","0","0","1","6.3","6.3","0.0%"
"13","Travis Kelce (KC)","7","9","62","8.9","17","0","0","0","0","0","0","1","6.2","6.2","100.0%"
"14","Darren Fells (HOU)","1","3","1","1.0","1","0","1","0","0","0","0","1","6.1","6.1","3.0%"
"15","Jason Witten (LV)","8","9","58","7.3","12","0","0","0","0","0","0","1","5.8","5.8","4.0%"
"16","T.J. Hockenson (DET)","3","7","56","18.7","23","1","0","0","0","0","0","1","5.6","5.6","80.0%"
"17","Darren Waller (LV)","2","2","52","26.0","31","2","0","0","0","0","0","1","5.2","5.2","99.0%"
