"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"1","A.J. Brown (TEN)","5","7","153","30.6","91","2","2","1","13","0","0","1","28.6","28.6","99.0%"
"2","Darius Slayton (NYG)","5","8","154","30.8","55","3","2","0","0","0","0","1","27.4","27.4","85.0%"
"3","Emmanuel Sanders (NO)","7","9","157","22.4","75","2","1","0","0","0","0","1","27.1","27.1","73.0%"
"4","Diontae Johnson (PIT)","6","8","60","10.0","18","0","1","1","16","0","0","1","19.6","19.6","82.0%"
"5","Michael Thomas (NO)","11","15","134","12.2","49","2","1","0","0","0","0","1","19.4","19.4","100.0%"
"6","DeAndre Hopkins (ARI)","7","13","120","17.1","43","1","1","1","12","0","0","1","19.2","19.2","100.0%"
"7","Robert Woods (LAR)","7","9","98","14.0","20","1","1","2","29","0","0","1","18.7","18.7","94.0%"
"8","Robby Anderson (CAR)","7","11","117","16.7","39","2","1","1","4","0","0","1","18.1","18.1","47.0%"
"9","Allen Robinson (CHI)","5","8","48","9.6","22","1","2","0","0","0","0","1","16.8","16.8","99.0%"
"10","Marcus Johnson (IND)","3","7","105","35.0","50","2","1","0","0","0","0","1","16.5","16.5","0.0%"
"11","Julian Edelman (NE)","8","12","95","11.9","37","1","1","1","8","0","0","1","16.3","16.3","91.0%"
"12","Zach Pascal (IND)","5","9","74","14.8","37","1","1","0","0","0","0","1","15.4","15.4","3.0%"
"13","Olamide Zaccheaus (ATL)","1","2","93","93.0","93","1","1","0","0","0","0","1","15.3","15.3","0.0%"
"14","Amari Cooper (DAL)","6","8","83","13.8","27","1","1","0","0","0","0","1","14.3","14.3","99.0%"
"15","Kendrick Bourne (SF)","3","4","18","6.0","6","0","2","0","0","0","0","1","13.8","13.8","2.0%"
"16","Calvin Ridley (ATL)","5","5","76","15.2","18","0","1","0","0","0","0","1","13.6","13.6","96.0%"
"17","Breshad Perriman (NYJ)","3","5","70","23.3","31","2","1","0","0","0","0","1","13.0","13.0","39.0%"
"18","Mike Williams (LAC)","2","3","63","31.5","44","1","1","0","0","0","0","1","12.3","12.3","72.0%"
"19","Mike Evans (TB)","1","2","61","61.0","61","1","1","0","0","0","0","1","12.1","12.1","100.0%"
"20","Justin Watson (TB)","5","8","59","11.8","17","0","1","0","0","0","0","1","11.9","11.9","1.0%"
"21","Kenny Golladay (DET)","6","8","58","9.7","18","0","1","0","0","0","0","1","11.8","11.8","99.0%"
"22","Terry McLaurin (WAS)","4","7","57","14.3","21","1","1","0","0","0","0","1","11.7","11.7","95.0%"
"23","Michael Gallup (DAL)","6","10","109","18.2","24","3","0","0","0","0","0","1","10.9","10.9","93.0%"
"24","Cole Beasley (BUF)","4","7","29","7.3","14","0","1","0","0","0","0","1","10.9","10.9","11.0%"
"25","Deebo Samuel (SF)","5","8","76","15.2","25","2","0","2","33","0","0","1","10.9","10.9","89.0%"
"26","Mecole Hardman (KC)","1","1","48","48.0","48","1","1","0","0","0","0","1","10.8","10.8","68.0%"
"27","Cooper Kupp (LAR)","4","4","45","11.3","21","1","1","0","0","0","0","1","10.5","10.5","97.0%"
"28","Anthony Miller (CHI)","3","4","42","14.0","21","1","1","0","0","0","0","1","10.2","10.2","50.0%"
"29","Isaiah Ford (MIA)","6","9","92","15.3","25","1","0","0","0","0","0","1","9.2","9.2","0.0%"
"30","Stefon Diggs (BUF)","6","9","92","15.3","44","1","0","0","0","0","0","1","9.2","9.2","95.0%"
"31","Chris Godwin (TB)","7","9","91","13.0","28","1","0","0","0","0","0","1","9.1","9.1","100.0%"
"32","Christian Kirk (ARI)","8","9","85","10.6","31","1","0","1","4","0","0","1","8.9","8.9","60.0%"
"33","Tre'Quan Smith (NO)","2","4","29","14.5","18","0","1","0","0","0","0","1","8.9","8.9","2.0%"
"34","Demaryius Thomas (FA)","2","4","28","14.0","14","0","1","0","0","0","0","1","8.8","8.8","0.0%"
"35","Keenan Allen (LAC)","5","6","83","16.6","45","1","0","0","0","0","0","1","8.3","8.3","96.0%"
"36","Tyler Boyd (CIN)","5","6","75","15.0","21","1","0","1","7","0","0","1","8.2","8.2","91.0%"
"37","D.J. Moore (CAR)","4","6","81","20.3","39","1","0","1","0","0","0","1","8.1","8.1","98.0%"
"38","D.K. Metcalf (SEA)","6","6","78","13.0","35","1","0","0","0","0","0","1","7.8","7.8","97.0%"
"39","Jarvis Landry (CLE)","4","7","76","19.0","34","2","0","0","0","0","0","1","7.6","7.6","92.0%"
"40","D.J. Chark (JAC)","9","10","75","8.3","22","1","0","0","0","0","0","1","7.5","7.5","95.0%"
"41","Willie Snead (BAL)","3","4","13","4.3","7","0","1","0","0","0","0","1","7.3","7.3","1.0%"
"42","Tyreek Hill (KC)","6","8","62","10.3","21","1","0","2","8","0","0","1","7.0","7.0","100.0%"
"43","Olabisi Johnson (MIN)","1","1","9","9.0","9","0","1","0","0","0","0","1","6.9","6.9","1.0%"
"44","Allen Hurns (MIA)","5","8","68","13.6","17","0","0","0","0","0","0","1","6.8","6.8","0.0%"
"45","Julio Jones (ATL)","5","8","66","13.2","38","1","0","0","0","0","0","1","6.6","6.6","100.0%"
"46","Alex Erickson (CIN)","5","7","45","9.0","12","0","0","0","0","0","0","1","5.5","5.5","1.0%"
"47","Sammy Watkins (KC)","4","8","50","12.5","23","1","0","0","0","0","0","1","5.0","5.0","59.0%"
"48","Ted Ginn (CHI)","4","6","50","12.5","25","1","0","0","0","0","0","1","5.0","5.0","1.0%"
"49","Tim Patrick (DEN)","2","3","50","25.0","37","1","0","0","0","0","0","1","5.0","5.0","0.0%"
"50","Keke Coutee (HOU)","5","8","68","13.6","22","2","0","0","0","0","1","1","4.8","4.8","1.0%"
"51","Randall Cobb (HOU)","2","5","43","21.5","35","1","0","0","0","0","0","1","4.3","4.3","10.0%"
"52","Tyler Lockett (SEA)","4","6","43","10.8","19","0","0","0","0","0","0","1","4.3","4.3","97.0%"
