"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"100","Adam Shaheen (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Gerald Everett (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.0%"
"102","Antony Auclair (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Cole Hikutini (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Mason Schreck (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"105","Mo Alie-Cox (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"106","Darrell Daniels (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Alex Ellis (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Cole Wick (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Joshua Perkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"110","Garrett Griffin (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Eric Saubert (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Colin Thompson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Dalton Schultz (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"114","Jordan Thomas (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"115","Marcus Baugh (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Taysom Hill (NO)","2","2","42","21.0","28","1","1","2","1","0","0","1","0.0","0.0","3.0%"
"117","Jason Croom (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Evan Baylis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Tyrone Swoopes (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"120","Pharaoh Brown (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Ian Bunting (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Sean McKeon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Thaddeus Moss (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"124","Kyle Markway (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Stephen Sullivan (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Charlie Taumoepeau (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Charlie Woerner (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Noah Togiai (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Ben Ellefson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Giovanni Ricci (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Tyler Davis (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Jake Burt (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Rashod Berry (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Nate Wieting (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Eli Wolf (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Dylan Stapleton (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Tyler Simmons (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Tommy Hudson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Rysen John (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Luke Sellers (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Dalton Keene (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Mitchell Wilcox (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Nakia Griffin-Stewart (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Brycen Hopkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Charles Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Parker Hesse (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Chris Myarick (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Darion Clark (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Cole Kmet (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0%"
"152","Hunter Bryant (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Jared Pinkney (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Jacob Breeland (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Colby Parkinson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Harrison Bryant (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Adam Trautman (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"158","Devin Asiasi (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"159","Josiah Deguara (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Cam Sutton (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Chase Harrell (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Ryan Becker (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Bryce Sterk (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Farrod Green (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Nick Bowers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Gabe Nabers (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Jake Bargas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","John Nalbone (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"169","James Dearth (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"170","Lance Kendricks (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"171","Jimmy Graham (CHI)","1","4","0","0.0","0","0","0","0","0","0","0","1","0.0","0.0","6.0%"
"172","Rob Gronkowski (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.0%"
"173","Marquez Branson (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"174","Lee Smith (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"175","Virgil Green (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"176","Drake Dunsmore (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"177","Deangelo Peterson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"178","Daniel Hardy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"179","Dominique Curry (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"180","Darnell Dinkins (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"181","Clark Harris (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"182","Derek Fine (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"183","Benjamin Watson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"184","Brad Cottam (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"185","Buck Ortega (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"186","Keith Zinger (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"187","Greg Olsen (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.0%"
"188","J.P. Foschi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"189","Jake Nordin (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"190","Justin Snow (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"191","Joey Haynos (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"192","Khari Lee (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","James O'Shaughnessy (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Chris Manhertz (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"195","Kyle Nelson (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"196","Ben Koyack (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"197","Jeff Heuerman (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"198","Nick Boyle (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"199","MyCole Pruitt (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"200","Stephen Anderson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"202","Jerell Adams (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Temarrick Hemingway (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Tyler Ott (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"205","Eric Tomlinson (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"206","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"207","Ross Travis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Beau Brinkley (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"209","Logan Thomas (WAS)","0","4","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"210","Eric Ebron (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52.0%"
"211","Xavier Grimble (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Trey Burton (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"213","Richard Rodgers (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Jordan Reed (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"215","Levine Toilolo (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"216","Vance McDonald (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"217","Luke Willson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Ryan Griffin (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"219","J.P. Holtz (CHI)","1","1","-1","-1.0","0","0","0","0","0","0","0","1","-0.1","-0.1","0.0%"
"220","Jesper Horsted (CHI)","1","3","9","9.0","9","0","0","0","0","0","1","1","-1.1","-1.1","0.0%"
""
""
