"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"19","Aaron Rodgers (GB)","22","34","64.7","209","6.1","2","0","2","1","0","0","1","1","14.4","14.4","95.0%"
"20","Marcus Mariota (LV)","19","28","67.9","154","5.5","1","0","4","5","32","0","0","1","13.4","13.4","2.0%"
"21","Jameis Winston (NO)","16","25","64.0","208","8.3","1","0","3","4","9","0","0","1","13.2","13.2","5.0%"
"22","Deshaun Watson (HOU)","16","29","55.2","159","5.5","0","0","4","4","5","1","0","1","12.9","12.9","99.0%"
"23","Eli Manning (FA)","26","45","57.8","250","5.6","1","2","1","1","2","0","0","1","12.2","12.2","4.0%"
"24","Mason Rudolph (PIT)","12","19","63.2","112","5.9","2","1","0","1","7","0","0","1","12.2","12.2","1.0%"
"25","Philip Rivers (IND)","21","36","58.3","293","8.1","0","1","1","1","12","0","0","1","11.9","11.9","48.0%"
"26","Derek Carr (LV)","23","38","60.5","198","5.2","1","2","3","2","18","0","0","1","11.7","11.7","33.0%"
"27","Cam Newton (NE)","25","51","49.0","333","6.5","0","0","3","2","0","0","1","1","11.3","11.3","59.0%"
"28","Kirk Cousins (MIN)","14","32","43.8","230","7.2","1","2","1","2","17","0","1","1","10.9","10.9","56.0%"
"29","Luke Falk (FA)","20","25","80.0","198","7.9","0","0","2","0","0","0","0","1","7.9","7.9","0.0%"
"30","Teddy Bridgewater (CAR)","17","30","56.7","165","5.5","0","0","2","2","5","0","0","1","7.1","7.1","37.0%"
"31","Mitch Trubisky (CHI)","16","27","59.3","120","4.4","0","0","0","1","8","0","0","1","5.6","5.6","6.0%"
"32","Ben Roethlisberger (PIT)","8","15","53.3","75","5.0","0","0","1","0","0","0","0","1","3.0","3.0","82.0%"
"33","Josh Rosen (MIA)","7","18","38.9","97","5.4","0","1","3","0","0","0","0","1","2.9","2.9","1.0%"
"34","Taysom Hill (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","1.6","1.6","3.0%"
"35","Ryan Fitzpatrick (MIA)","11","21","52.4","89","4.2","0","3","4","1","6","0","0","1","1.2","1.2","11.0%"
"36","Josh McCown (FA)","3","5","60.0","24","4.8","0","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"37","Drew Brees (NO)","3","5","60.0","38","7.6","0","1","0","0","0","0","0","1","0.5","0.5","98.0%"
"38","Trevor Siemian (FA)","3","6","50.0","3","0.5","0","0","2","0","0","0","0","1","0.1","0.1","0.0%"
"39","Nick Mullens (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"40","Jake Browning (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"41","Jarrett Stidham (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"42","Justin Herbert (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0%"
"43","Jake Dolegala (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"44","David Blough (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"45","Trace McSorley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"46","Clayton Thorson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"47","Easton Stick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"48","Brett Rypien (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"49","Ryan Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"50","Will Grier (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"51","Daniel Jones (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69.0%"
"52","John Lovett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"53","Jake Fromm (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"54","Nate Stanley (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"55","Bryce Perkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Anthony Gordon (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Tyler Huntley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Jalen Hurts (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0%"
"59","Jordan Love (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"60","Jacob Eason (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"61","Tua Tagovailoa (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.0%"
"62","Joe Burrow (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.0%"
"63","Jordan Ta'amu (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Devlin Hodges (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Drew Lock (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.0%"
"66","Dwayne Haskins (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.0%"
"67","Davis Webb (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","C.J. Beathard (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Logan Woodside (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Cooper Rush (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Sam Darnold (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39.0%"
"72","Phillip Walker (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Joshua Dobbs (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","John Wolford (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Kyle Allen (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"76","Kurt Benkert (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Tim Boyle (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Mike White (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Nathan Peterman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Cole McDonald (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Danny Etling (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Kyle Lauletta (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Chad Kelly (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Alex McGough (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Steven Montez (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Josh Love (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Reid Sinnett (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Tommy Stevens (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Ben DiNucci (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Chris Streveler (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Kevin Davidson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Brian Lewerke (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","James Morgan (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Jake Luton (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"96","John David Booty (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"97","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"98","Colt McCoy (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"100","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"101","Tyrod Taylor (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.0%"
"102","Blaine Gabbert (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Chase Daniel (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Chad Henne (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Brian Hoyer (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Brian Brohm (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"107","Brett Ratliff (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"108","Matt Schaub (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Matt Moore (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Keith Null (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"111","Brett Hundley (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Sean Mannion (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Jeff Driskel (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Nate Sudfeld (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Brandon Allen (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Alex Smith (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"117","Paxton Lynch (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Tyler Bray (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Alex Tanney (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Nick Foles (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"121","Ryan Tannehill (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73.0%"
"122","Robert Griffin (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","AJ McCarron (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Garrett Gilbert (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","David Fales (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Brett Smith (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"127","Ryan Griffin (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Geno Smith (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Matt Barkley (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Mike Glennon (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
""
""
