"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"1","Mark Andrews (BAL)","6","9","93","15.5","39","2","2","0","0","0","0","1","21.3","21.3","100.0%"
"2","Jared Cook (NO)","3","4","84","28.0","61","1","2","0","0","0","0","1","20.4","20.4","97.0%"
"3","Mike Gesicki (MIA)","6","12","82","13.7","31","1","2","0","0","0","0","1","20.2","20.2","81.0%"
"4","Kaden Smith (NYG)","6","8","35","5.8","10","0","2","0","0","0","0","1","15.5","15.5","1.0%"
"5","Dallas Goedert (PHI)","9","12","91","10.1","22","1","1","0","0","0","0","1","15.1","15.1","76.0%"
"6","George Kittle (SF)","5","8","79","15.8","36","1","1","0","0","0","0","1","13.9","13.9","100.0%"
"7","Tyler Eifert (JAC)","4","8","57","14.3","25","1","1","0","0","0","0","1","13.7","13.7","6.0%"
"8","Travis Kelce (KC)","8","9","74","9.3","13","0","1","0","0","0","0","1","13.4","13.4","100.0%"
"9","Jonnu Smith (TEN)","3","4","63","21.0","41","1","1","0","0","0","0","1","12.3","12.3","79.0%"
"10","Tyler Higbee (LAR)","9","11","104","11.6","20","1","0","0","0","0","0","1","10.4","10.4","95.0%"
"11","C.J. Uzomah (CIN)","4","4","37","9.3","17","0","1","0","0","0","0","1","9.7","9.7","1.0%"
"12","Hale Hentges (WAS)","2","2","28","14.0","22","1","1","0","0","0","0","1","8.8","8.8","0.0%"
"13","Austin Hooper (CLE)","7","9","82","11.7","31","2","0","0","0","0","0","1","8.2","8.2","92.0%"
"14","Matt LaCosse (NE)","1","1","8","8.0","8","0","1","0","0","0","0","1","6.8","6.8","0.0%"
"15","Jacob Hollister (SEA)","5","6","64","12.8","20","1","0","0","0","0","0","1","6.4","6.4","2.0%"
"16","Demetrius Harris (CHI)","1","3","1","1.0","1","0","1","0","0","0","0","1","6.1","6.1","0.0%"
"17","O.J. Howard (TB)","3","7","46","15.3","18","0","0","0","0","0","0","1","4.6","4.6","34.0%"
"18","Hunter Henry (LAC)","5","7","45","9.0","17","0","0","0","0","0","0","1","4.5","4.5","98.0%"
"19","Seth DeValve (FA)","3","6","45","15.0","20","1","0","0","0","0","0","1","4.5","4.5","0.0%"
"20","Darren Waller (LV)","4","4","37","9.3","20","1","0","0","0","0","0","1","3.7","3.7","99.0%"
"21","Maxx Williams (ARI)","2","2","36","18.0","28","1","0","0","0","0","0","1","3.6","3.6","0.0%"
"22","Greg Olsen (SEA)","2","5","33","16.5","28","1","0","0","0","0","0","1","3.3","3.3","42.0%"
"23","Dawson Knox (BUF)","1","4","33","33.0","33","1","0","0","0","0","0","1","3.3","3.3","12.0%"
"24","Trevon Wesco (NYJ)","1","1","32","32.0","32","1","0","0","0","0","0","1","3.2","3.2","0.0%"
"25","Codey McElroy (TB)","1","1","30","30.0","30","1","0","0","0","0","0","1","3.0","3.0","0.0%"
"26","Zach Ertz (PHI)","4","6","28","7.0","10","0","0","0","0","0","0","1","2.8","2.8","99.0%"
"27","Darren Fells (HOU)","3","3","27","9.0","17","0","0","0","0","0","0","1","2.7","2.7","3.0%"
"28","Ross Dwelley (SF)","1","1","25","25.0","25","1","0","0","0","0","0","1","2.5","2.5","0.0%"
"29","Nick Boyle (BAL)","3","4","24","8.0","16","0","0","0","0","0","0","1","2.4","2.4","0.0%"
"30","Ricky Seals-Jones (KC)","1","2","23","23.0","23","1","0","0","0","0","0","1","2.3","2.3","0.0%"
"31","Mo Alie-Cox (IND)","1","1","21","21.0","21","1","0","0","0","0","0","1","2.1","2.1","0.0%"
"32","Jesper Horsted (CHI)","1","1","20","20.0","20","1","0","0","0","0","0","1","2.0","2.0","0.0%"
"33","Dan Arnold (ARI)","1","3","20","20.0","20","1","0","0","0","0","0","1","2.0","2.0","1.0%"
"34","Ross Travis (NYJ)","1","2","19","19.0","19","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"35","Nick Vannett (DEN)","1","1","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"36","Durham Smythe (MIA)","2","2","18","9.0","13","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"37","Jack Doyle (IND)","2","4","17","8.5","11","0","0","0","0","0","0","1","1.7","1.7","50.0%"
"38","Logan Thomas (WAS)","2","3","17","8.5","9","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"39","Cameron Brate (TB)","2","5","17","8.5","12","0","0","0","0","0","0","1","1.7","1.7","2.0%"
"40","Jimmy Graham (CHI)","1","1","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","6.0%"
"41","Charles Clay (FA)","1","1","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"42","Ian Thomas (CAR)","3","3","16","5.3","7","0","0","0","0","0","0","1","1.6","1.6","31.0%"
"43","Blake Bell (DAL)","2","3","15","7.5","10","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"44","Benjamin Watson (FA)","3","3","15","5.0","7","0","0","0","0","0","0","1","1.5","1.5","2.0%"
"45","MyCole Pruitt (TEN)","2","2","15","7.5","10","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"46","Clive Walford (FA)","1","2","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"47","Jeremy Sprinkle (WAS)","2","3","14","7.0","8","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"48","Jason Witten (LV)","2","3","14","7.0","8","0","0","0","0","0","0","1","1.4","1.4","4.0%"
"49","Blake Jarwin (DAL)","1","1","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","51.0%"
"50","Jeff Heuerman (FA)","2","2","13","6.5","7","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"51","J.P. Holtz (CHI)","1","1","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"52","Derek Carrier (LV)","2","2","12","6.0","6","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"53","Jesse James (DET)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"54","Eric Saubert (CHI)","1","2","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"55","Noah Fant (DEN)","2","2","10","5.0","9","0","0","0","0","0","0","1","1.0","1.0","83.0%"
"56","Vance McDonald (PIT)","3","6","9","3.0","9","0","0","0","0","0","0","1","0.9","0.9","3.0%"
"57","Hayden Hurst (ATL)","1","3","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","89.0%"
"58","Stephen Carlson (CLE)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"59","Kyle Rudolph (MIN)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","18.0%"
"60","Andrew Beck (DEN)","1","1","1","1.0","1","0","0","1","3","0","0","1","0.6","0.6","0.0%"
"61","Virgil Green (LAC)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"62","Irv Smith Jr. (MIN)","2","3","4","2.0","5","0","0","0","0","0","0","1","0.4","0.4","34.0%"
"63","Marcedes Lewis (GB)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"64","Nick Keizer (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Jaeden Graham (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"66","Albert Okwuegbunam (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"67","T.J. Hockenson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.0%"
"68","Tommy Sweeney (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Daniel Helm (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Garrett Dickerson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Kevin Radar (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Tanner Hudson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Will Dissly (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0%"
"74","Deon Yelder (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Foster Moreau (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Brandon Dillon (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Austin Fort (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","John Lovett (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Donald Parham (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Nate Becker (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Alex Ellis (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Matt Sokol (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Kendall Blanton (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Caleb Wilson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Cole Wick (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Josh Oliver (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Drew Sample (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Isaac Nauta (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"89","Jace Sternberger (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.0%"
"90","Dax Raymond (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Jakob Johnson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Kahale Warring (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Zach Gentry (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Charles Scarff (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Carson Meier (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Tyler Conklin (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"97","Pharaoh Brown (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Adam Shaheen (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Taysom Hill (NO)","2","2","21","10.5","23","1","0","2","11","0","0","1","0.0","0.0","3.0%"
"100","Jake Butt (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Evan Baylis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Mason Schreck (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Darrell Daniels (ARI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"104","Cole Hikutini (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Robert Tonyan (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"106","Antony Auclair (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Johnny Mundt (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"108","Jason Croom (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Anthony Firkser (TEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"110","Gerald Everett (LAR)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","11.0%"
"111","Jordan Franks (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Marcus Baugh (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Garrett Griffin (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Jordan Akins (HOU)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"115","Jordan Thomas (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Joshua Perkins (PHI)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"117","Chris Herndon IV (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.0%"
"118","Ryan Izzo (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
