"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"1","Tyler Lockett (SEA)","13","18","152","11.7","30","1","2","0","0","0","0","1","27.2","27.2","97.0%"
"2","Mike Evans (TB)","12","16","180","15.0","25","3","1","0","0","0","0","1","24.0","24.0","100.0%"
"3","D.K. Metcalf (SEA)","6","9","123","20.5","53","2","1","1","7","0","0","1","21.0","21.0","97.0%"
"4","Tyreek Hill (KC)","6","9","140","23.3","41","3","1","1","5","0","0","1","20.5","20.5","100.0%"
"5","Kenny Golladay (DET)","4","7","132","33.0","59","4","1","0","0","0","0","1","19.2","19.2","99.0%"
"6","Preston Williams (MIA)","5","9","72","14.4","26","1","2","0","0","0","0","1","19.2","19.2","41.0%"
"7","Marvin Jones (DET)","8","10","126","15.8","47","2","1","0","0","0","0","1","18.6","18.6","76.0%"
"8","Emmanuel Sanders (NO)","7","9","112","16.0","32","3","1","0","0","0","0","1","17.2","17.2","73.0%"
"9","Andy Isabella (ARI)","1","1","88","88.0","88","1","1","0","0","0","0","1","14.8","14.8","3.0%"
"10","Jamison Crowder (NYJ)","8","9","83","10.4","20","1","1","0","0","0","0","1","14.3","14.3","55.0%"
"11","Mohamed Sanu (NE)","10","14","81","8.1","15","0","1","0","0","0","0","1","14.1","14.1","7.0%"
"12","Amari Cooper (DAL)","4","7","80","20.0","45","2","1","0","0","0","0","1","14.0","14.0","99.0%"
"13","Zach Pascal (IND)","5","6","76","15.2","19","0","1","0","0","0","0","1","13.6","13.6","3.0%"
"14","Curtis Samuel (CAR)","3","6","64","21.3","32","2","1","1","10","0","0","1","13.4","13.4","40.0%"
"15","Courtland Sutton (DEN)","5","8","56","11.2","21","1","1","1","7","0","0","1","12.3","12.3","97.0%"
"16","DeVante Parker (MIA)","4","6","57","14.3","17","0","1","0","0","0","0","1","11.7","11.7","96.0%"
"17","Hunter Renfrow (LV)","6","7","54","9.0","17","0","1","0","0","0","0","1","11.4","11.4","40.0%"
"18","DeAndre Hopkins (ARI)","8","11","48","6.0","21","1","1","1","6","0","0","1","11.4","11.4","100.0%"
"19","Mike Williams (LAC)","3","3","111","37.0","56","2","0","1","2","0","0","1","11.3","11.3","72.0%"
"20","Jarvis Landry (CLE)","6","13","51","8.5","19","0","1","0","0","0","0","1","11.1","11.1","92.0%"
"21","Breshad Perriman (NYJ)","4","8","42","10.5","18","0","1","0","0","0","0","1","10.2","10.2","39.0%"
"22","D.J. Moore (CAR)","7","10","101","14.4","32","1","0","0","0","0","0","1","10.1","10.1","98.0%"
"23","Michael Gallup (DAL)","2","6","33","16.5","18","0","1","0","0","0","0","1","9.3","9.3","93.0%"
"24","KeeSean Johnson (ARI)","2","3","22","11.0","13","0","1","0","0","0","0","1","8.2","8.2","1.0%"
"25","Odell Beckham Jr. (CLE)","5","6","87","17.4","39","2","0","1","-5","0","0","1","8.2","8.2","100.0%"
"26","A.J. Brown (TEN)","4","7","81","20.3","35","2","0","0","0","0","0","1","8.1","8.1","99.0%"
"27","Dante Pettis (SF)","1","1","21","21.0","21","1","1","0","0","0","0","1","8.1","8.1","1.0%"
