"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"1","Tyler Boyd (CIN)","9","15","128","14.2","34","2","2","0","0","0","0","1","24.8","24.8","91.0%"
"2","Michael Thomas (NO)","12","17","136","11.3","26","2","1","0","0","0","0","1","19.6","19.6","100.0%"
"3","Steven Sims (WAS)","6","10","64","10.7","32","1","2","2","9","0","0","1","19.3","19.3","7.0%"
"4","Tajae Sharpe (MIN)","5","6","69","13.8","36","1","2","0","0","0","0","1","18.9","18.9","0.0%"
"5","DeVante Parker (MIA)","5","15","111","22.2","51","2","1","0","0","0","0","1","17.1","17.1","96.0%"
"6","Hunter Renfrow (LV)","7","9","107","15.3","56","1","1","0","0","0","0","1","16.7","16.7","40.0%"
"7","Julio Jones (ATL)","10","15","166","16.6","32","3","0","0","0","0","0","1","16.6","16.6","100.0%"
"8","A.J. Brown (TEN)","1","2","34","34.0","34","1","0","1","49","1","0","1","14.3","14.3","99.0%"
"9","Diontae Johnson (PIT)","8","9","81","10.1","29","1","1","0","0","0","0","1","14.1","14.1","82.0%"
"10","Sterling Shepard (NYG)","6","6","76","12.7","23","2","1","0","0","0","0","1","13.6","13.6","55.0%"
"11","Kenny Golladay (DET)","6","12","66","11.0","35","1","1","0","0","0","0","1","12.6","12.6","99.0%"
"12","DaeSean Hamilton (DEN)","6","6","65","10.8","20","1","1","0","0","0","0","1","12.5","12.5","1.0%"
"13","Robert Woods (LAR)","8","11","117","14.6","29","3","0","2","6","0","0","1","12.3","12.3","94.0%"
"14","Deebo Samuel (SF)","4","6","31","7.8","18","0","0","3","28","1","0","1","11.9","11.9","89.0%"
"15","Stefon Diggs (BUF)","3","5","57","19.0","28","2","1","0","0","0","0","1","11.7","11.7","95.0%"
"16","John Brown (BUF)","1","4","53","53.0","53","1","1","1","3","0","0","1","11.6","11.6","89.0%"
"17","Chris Conley (JAC)","2","5","56","28.0","42","1","1","0","0","0","0","1","11.6","11.6","3.0%"
"18","Larry Fitzgerald (ARI)","4","7","48","12.0","21","1","1","0","0","0","0","1","10.8","10.8","23.0%"
"19","Cole Beasley (BUF)","7","12","108","15.4","28","2","0","0","0","0","0","1","10.8","10.8","11.0%"
"20","Cody Latimer (WAS)","5","7","44","8.8","14","0","1","0","0","0","0","1","10.4","10.4","0.0%"
"21","Odell Beckham Jr. (CLE)","4","6","44","11.0","22","1","1","0","0","0","0","1","10.4","10.4","100.0%"
"22","Justin Watson (TB)","5","10","43","8.6","12","0","1","0","0","0","0","1","10.3","10.3","1.0%"
"23","Breshad Perriman (NYJ)","7","12","102","14.6","27","1","0","0","0","0","0","1","10.2","10.2","39.0%"
"24","Brandin Cooks (HOU)","4","6","39","9.8","16","0","1","0","0","0","0","1","9.9","9.9","87.0%"
"25","Michael Gallup (DAL)","5","11","98","19.6","41","1","0","0","0","0","0","1","9.8","9.8","93.0%"
"26","Golden Tate (NYG)","6","11","96","16.0","32","2","0","0","0","0","0","1","9.6","9.6","45.0%"
"27","Davante Adams (GB)","13","16","116","8.9","18","0","0","0","0","0","1","1","9.6","9.6","100.0%"
"28","Julian Edelman (NE)","5","6","72","14.4","30","1","0","0","0","0","0","1","9.2","9.2","91.0%"
"29","Robby Anderson (CAR)","2","4","32","16.0","23","1","1","0","0","0","0","1","9.2","9.2","47.0%"
"30","Cooper Kupp (LAR)","4","4","31","7.8","22","1","1","0","0","0","0","1","9.1","9.1","97.0%"
"31","John Ross (CIN)","6","13","84","14.0","34","1","0","2","6","0","0","1","9.0","9.0","21.0%"
"32","Albert Wilson (MIA)","7","7","79","11.3","35","1","0","1","9","0","0","1","8.8","8.8","1.0%"
"33","Terry McLaurin (WAS)","7","9","86","12.3","34","1","0","0","0","0","0","1","8.6","8.6","95.0%"
"34","Tyrell Williams (LV)","4","4","82","20.5","43","2","0","0","0","0","0","1","8.2","8.2","23.0%"
"35","Greg Ward (PHI)","4","5","71","17.8","38","1","0","1","5","0","0","1","7.6","7.6","1.0%"
"36","Jarvis Landry (CLE)","7","9","74","10.6","33","1","0","0","0","0","0","1","7.4","7.4","92.0%"
"37","Randall Cobb (HOU)","5","7","73","14.6","21","1","0","0","0","0","0","1","7.3","7.3","10.0%"
"38","Tyreek Hill (KC)","5","5","72","14.4","19","0","0","0","0","0","0","1","7.2","7.2","100.0%"
"39","Isaiah Ford (MIA)","5","6","68","13.6","28","1","0","0","0","0","0","1","6.8","6.8","0.0%"
"40","Keenan Allen (LAC)","5","10","71","14.2","20","1","0","1","-5","0","0","1","6.6","6.6","96.0%"
"41","Kelvin Harmon (WAS)","5","6","58","11.6","22","1","0","0","0","0","0","1","6.2","6.2","1.0%"
"42","Emmanuel Sanders (NO)","3","6","61","20.3","46","1","0","0","0","0","0","1","6.1","6.1","73.0%"
"43","Jamison Crowder (NYJ)","4","8","60","15.0","20","1","0","0","0","0","0","1","6.0","6.0","55.0%"
"44","Kenny Stills (HOU)","5","9","57","11.4","21","1","0","0","0","0","0","1","5.7","5.7","11.0%"
"45","Russell Gage (ATL)","5","6","49","9.8","17","0","0","2","7","0","0","1","5.6","5.6","3.0%"
"46","Alex Erickson (CIN)","6","9","55","9.2","19","0","0","0","0","0","0","1","5.5","5.5","1.0%"
"47","Allen Robinson (CHI)","6","12","53","8.8","17","0","0","0","0","0","0","1","5.3","5.3","99.0%"
"48","Mike Williams (LAC)","3","4","51","17.0","23","1","0","0","0","0","0","1","5.1","5.1","72.0%"
"49","Tim Patrick (DEN)","5","6","48","9.6","16","0","0","0","0","0","0","1","4.8","4.8","0.0%"
"50","Allen Lazard (GB)","5","9","45","9.0","15","0","0","0","0","0","0","1","4.5","4.5","27.0%"
"51","DeAndre Carter (HOU)","2","2","44","22.0","39","1","0","0","0","0","0","1","4.4","4.4","0.0%"
"52","James Washington (PIT)","5","8","41","8.2","13","0","0","0","0","0","0","1","4.1","4.1","21.0%"
"53","Allen Hurns (MIA)","2","2","41","20.5","27","1","0","0","0","0","0","1","4.1","4.1","0.0%"
"54","Courtland Sutton (DEN)","5","10","41","8.2","15","0","0","0","0","0","0","1","4.1","4.1","97.0%"
"55","Corey Davis (TEN)","3","4","40","13.3","22","1","0","0","0","0","0","1","4.0","4.0","8.0%"
"56","N'Keal Harry (NE)","2","3","21","10.5","12","0","0","2","18","0","0","1","3.9","3.9","47.0%"
"57","J.J. Arcega-Whiteside (PHI)","2","2","39","19.5","27","1","0","0","0","0","0","1","3.9","3.9","3.0%"
"58","Josh Reynolds (LAR)","2","3","32","16.0","24","1","0","0","0","0","0","1","3.2","3.2","5.0%"
"59","Vyncint Smith (NYJ)","3","4","32","10.7","14","0","0","0","0","0","0","1","3.2","3.2","0.0%"
"60","Ishmael Hyman (CAR)","1","3","31","31.0","31","1","0","0","0","0","0","1","3.1","3.1","0.0%"
"61","Kendrick Bourne (SF)","2","3","29","14.5","18","0","0","0","0","0","0","1","2.9","2.9","2.0%"
"62","Keelan Cole (JAC)","1","2","23","23.0","23","1","0","1","6","0","0","1","2.9","2.9","0.0%"
"63","Sammy Watkins (KC)","2","5","28","14.0","17","0","0","0","0","0","0","1","2.8","2.8","59.0%"
"64","T.Y. Hilton (IND)","3","4","26","8.7","11","0","0","0","0","0","0","1","2.6","2.6","94.0%"
"65","Javon Wims (CHI)","3","9","26","8.7","12","0","0","0","0","0","0","1","2.6","2.6","0.0%"
"66","Jakobi Meyers (NE)","3","3","25","8.3","15","0","0","0","0","0","0","1","2.5","2.5","1.0%"
"67","Mohamed Sanu (NE)","3","5","24","8.0","10","0","0","0","0","0","0","1","2.4","2.4","7.0%"
"68","Amari Cooper (DAL)","4","12","24","6.0","6","0","0","0","0","0","0","1","2.4","2.4","99.0%"
"69","Malik Turner (FA)","1","3","23","23.0","23","1","0","0","0","0","0","1","2.3","2.3","0.0%"
"70","Seth Roberts (CAR)","2","3","23","11.5","12","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"71","DeAndre Hopkins (ARI)","5","9","23","4.6","7","0","0","0","0","0","0","1","2.3","2.3","100.0%"
"72","JuJu Smith-Schuster (PIT)","2","4","22","11.0","14","0","0","0","0","0","0","1","2.2","2.2","99.0%"
"73","Danny Amendola (DET)","2","3","21","10.5","12","0","0","0","0","0","0","1","2.1","2.1","3.0%"
"74","Cordarrelle Patterson (CHI)","1","1","5","5.0","5","0","0","1","16","0","0","1","2.1","2.1","1.0%"
"75","Curtis Samuel (CAR)","2","5","17","8.5","12","0","0","2","4","0","0","1","2.1","2.1","40.0%"
"76","Geronimo Allison (DET)","0","2","0","0","0","0","0","0","0","0","0","1","2.0","2.0","1.0%"
"77","David Moore (SEA)","1","2","21","21.0","21","1","0","1","19","0","1","1","2.0","2.0","1.0%"
"78","Jarius Wright (FA)","1","5","19","19.0","19","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"79","Andre Patton (ARI)","2","2","18","9.0","10","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"80","Dontrelle Inman (WAS)","1","2","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"81","D.J. Chark (JAC)","2","7","18","9.0","17","0","0","0","0","0","0","1","1.8","1.8","95.0%"
"82","Chris Hogan (FA)","2","3","16","8.0","9","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"83","Da'Mari Scott (NYG)","1","1","11","11.0","11","0","0","1","5","0","0","1","1.6","1.6","0.0%"
"84","Cam Sims (WAS)","1","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"85","Zay Jones (LV)","3","3","14","4.7","7","0","0","0","0","0","0","1","1.4","1.4","1.0%"
"86","Pharoh Cooper (CAR)","2","2","14","7.0","14","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"87","Tre'Quan Smith (NO)","1","2","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","2.0%"
"88","Demarcus Robinson (KC)","1","2","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","2.0%"
"89","DeAndrew White (CAR)","1","3","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"90","Tyler Lockett (SEA)","1","7","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","97.0%"
"91","Kalif Raymond (TEN)","2","2","32","16.0","23","1","0","0","0","0","1","1","1.2","1.2","0.0%"
