"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","OWN"
"59","Josh Gordon (FA)","2","2","27","13.5","14","0","0","0","0","0","0","1","2.7","2.7","4.0%"
"60","Zach Pascal (IND)","2","7","26","13.0","23","1","0","0","0","0","0","1","2.6","2.6","3.0%"
"61","Olabisi Johnson (MIN)","2","4","25","12.5","15","0","0","0","0","0","0","1","2.5","2.5","1.0%"
"62","Tyrell Williams (LV)","3","5","25","8.3","12","0","0","0","0","0","0","1","2.5","2.5","23.0%"
"63","Emmanuel Sanders (NO)","2","4","24","12.0","12","0","0","0","0","0","0","1","2.4","2.4","73.0%"
"64","Jake Kumerow (GB)","2","2","23","11.5","12","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"65","Russell Gage (ATL)","4","5","23","5.8","9","0","0","0","0","0","0","1","2.3","2.3","3.0%"
"66","Jarius Wright (FA)","1","2","21","21.0","21","1","0","0","0","0","0","1","2.1","2.1","0.0%"
"67","Tajae Sharpe (MIN)","1","1","20","20.0","20","1","0","0","0","0","0","1","2.0","2.0","0.0%"
"68","Robert Foster (BUF)","1","1","20","20.0","20","1","0","0","0","0","0","1","2.0","2.0","0.0%"
"69","Isaiah McKenzie (BUF)","2","4","19","9.5","11","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"70","A.J. Brown (TEN)","1","4","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","99.0%"
"71","Breshad Perriman (NYJ)","2","4","17","8.5","11","0","0","0","0","0","0","1","1.7","1.7","39.0%"
"72","Christian Blake (ATL)","2","2","15","7.5","11","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"73","Jakeem Grant (MIA)","2","2","15","7.5","12","0","0","0","0","0","0","1","1.5","1.5","1.0%"
"74","Tre'Quan Smith (NO)","1","2","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","2.0%"
"75","Alex Erickson (CIN)","0","2","0","0","0","0","0","1","13","0","0","1","1.3","1.3","1.0%"
"76","Willie Snead (BAL)","2","3","12","6.0","7","0","0","0","0","0","0","1","1.2","1.2","1.0%"
"77","Robby Anderson (CAR)","1","3","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","47.0%"
"78","Laquon Treadwell (ATL)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"79","Zay Jones (LV)","1","3","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","1.0%"
"80","Stanley Morgan Jr. (CIN)","1","4","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"81","Marcus Johnson (IND)","1","3","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"82","Tavon Austin (FA)","0","0","0","0","0","0","0","1","7","0","0","1","0.7","0.7","0.0%"
"83","Andre Roberts (BUF)","1","3","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"84","Anthony Miller (CHI)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","50.0%"
"85","Geronimo Allison (DET)","3","3","6","2.0","4","0","0","0","0","0","0","1","0.6","0.6","1.0%"
"86","Ted Ginn (CHI)","0","3","0","0","0","0","0","1","5","0","0","1","0.5","0.5","1.0%"
"87","Shawn Poindexter (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Kelvin Harmon (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"89","Khadarel Hodge (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"90","Riley Ridley (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","A.J. Richardson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Shaq Roland (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Jalen Hurd (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0%"
"94","J.J. Arcega-Whiteside (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"95","N'Keal Harry (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.0%"
"96","Anthony Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Hakeem Butler (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"98","Collin Johnson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Saeed Blacknall (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Devin Ross (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Rico Gafford (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Jordan Veasy (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Cam Batson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Steven Mitchell Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Codey McElroy (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Trent Sherfield (ARI)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","Keith Kirkwood (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Devin Gray (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","De'Mornay Pierson-El (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Chad Beebe (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Cam Sims (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Jeff Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Joe Fortson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Duke Williams (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Trinity Benson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Tyron Johnson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Penny Hart (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Michael Walker (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Stephen Carlson (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"120","Trenton Irwin (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Nick Easley (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","John Ursua (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Kabion Ento (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Quinton Bell (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"125","Steven Sims (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"126","Jalen Guyton (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Jason Moore (LAC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"128","Malik Taylor (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Nsimba Webster (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Alex Bachman (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Malik Henry (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Deonte Harris (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"133","Olamide Zaccheaus (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"134","Alexander Hollins (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Davion Davis (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"136","Travis Fulgham (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Terry McLaurin (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.0%"
"138","Johnnie Dixon (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Parris Campbell (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.0%"
"140","DaMarkus Lodge (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Terry Godwin (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Jon'Vea Johnson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Juwann Winfree (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","KeeSean Johnson (ARI)","0","4","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"145","Ishmael Hyman (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Ashton Dulin (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"147","Miles Boykin (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.0%"
"148","Bryan Edwards (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0%"
"149","Tyler Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"150","Chase Claypool (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"151","Dillon Mitchell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Cody Thompson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Preston Williams (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.0%"
"154","Antoine Wesley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Jakobi Meyers (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"156","Lil'Jordan Humphrey (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Bryant Mitchell (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","David Sills (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Gary Jennings Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Keelan Doss (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Isaac Whitney (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Dede Westbrook (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.0%"
"163","Andre Patton (ARI)","0","4","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"164","Chris Thompson (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Justin Hardee (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","22.0%"
"166","Keelan Cole (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","JoJo Natson (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"168","Victor Bolden Jr. (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Amara Darboh (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Deante Burton (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Reggie Davis (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Krishawn Hogan (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"173","Quincy Adeboyejo (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Tim Patrick (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Josh Malone (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Austin Carr (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Cody Hollister (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"178","Trent Taylor (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Robert Davis (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Artavis Scott (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Jehu Chesson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Mack Hollins (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","C.J. Board (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Gehrig Dieter (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","David Moore (SEA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"186","Chad Williams (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Ryan Switzer (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"188","Cyril Grayson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Justin Watson (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"190","Damion Ratley (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"191","Marquez Valdes-Scantling (GB)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"192","Daurice Fountain (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Keke Coutee (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"194","DaeSean Hamilton (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"195","Emmanuel Butler (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Javon Wims (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"197","Equanimeous St. Brown (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Richie James (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"199","Taywan Taylor (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Brandon Powell (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Corey Davis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0%"
"202","Da'Mari Scott (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Byron Pringle (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"204","Noah Brown (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","John Ross (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.0%"
"206","Vyncint Smith (NYJ)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"207","Darvin Kidsy (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Rashard Davis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Fred Brown (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Greg Ward (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"211","D.J. Chark (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.0%"
"212","J'Mon Moore (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Braxton Berrios (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"214","Jester Weah (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Trey Quinn (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Dante Pettis (SF)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"217","Chad Hansen (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Deon Cain (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Cedrick Wilson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Jaleel Scott (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Isaiah Ford (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Deontay Burnett (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Marcell Ateman (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Cooper Kupp (LAR)","0","4","0","0","0","0","0","0","0","0","0","1","0.0","0.0","97.0%"
"225","Courtland Sutton (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.0%"
"226","Brandon Zylstra (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Dylan Cantrell (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Thomas Ives (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Omar Bayless (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Freddie Swain (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Quez Watkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","K.J. Osborn (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Aaron Parker (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Chris Finke (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Lawrence Cager (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Austin Mack (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Johnathon Johnson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Tyrie Cleveland (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","Trishton Jackson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Stephen Sullivan (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"242","Dezmon Patmon (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Antonio Gibson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.0%"
"244","Binjimen Victor (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"245","Ahmad Wagner (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"246","Isaiah Wright (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"247","Darrell Stewart Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Jauan Jennings (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Lynn Bowden Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0%"
"250","Juwan Johnson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Quartney Davis (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"252","Ja'Marcus Bradley (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","Marquez Callaway (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"254","Darnell Mooney (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Kendall Hinton (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"256","Kristian Wilkerson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"257","Kyle Williams (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"258","Tyler Simmons (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"259","Jaylon Moore (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"260","Scotty Washington (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"261","Isaiah Zuber (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"262","George Campbell (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
