FantasyPros.com 
 NFL Rankings 


Rank,Player Name,Team,Position,ECR,vs. ECR
1,Jason Myers,SEA,K,1,0,
2,Matt Prater,DET,K,2,0,
3,Robbie Gould,SF,K,3,0,
4,Brett Maher,NYJ,K,5,1,
5,Mason Crosby,GB,K,4,-1,
6,Dan Bailey,MIN,K,6,0,
7,Justin Tucker,BAL,K,7,0,
8,Ka'imi Fairbairn,HOU,K,8,0,
9,Harrison Butker,KC,K,11,2,
10,Josh Lambo,JAC,K,9,-1,
11,Zane Gonzalez,ARI,K,17,6,
12,Matt Gay,TB,K,13,1,
13,Stephen Hauschka,BUF,K,12,-1,
14,Joey Slye,CAR,K,10,-4,
15,Adam Vinatieri,FA,K,19,4,
16,Chris Boswell,PIT,K,14,-2,
17,Eddy Pineiro,CHI,K,23,6,
18,Aldrick Rosas,FA,K,22,4,
19,Jake Elliott,PHI,K,16,-3,
20,Austin Seibert,CLE,K,20,0,
