FantasyPros.com 
 NFL Rankings 


Rank,Player Name,Team,Position,ECR,vs. ECR
1,Harrison Butker,KC,K,1,0,
2,Greg Zuerlein,DAL,K,2,0,
3,Justin Tucker,BAL,K,3,0,
4,Mike Nugent,FA,K,12,8,
5,Ka'imi Fairbairn,HOU,K,5,0,
6,Jake Elliott,PHI,K,9,3,
7,Jason Myers,SEA,K,7,0,
8,Robbie Gould,SF,K,6,-2,
9,Wil Lutz,NO,K,4,-5,
10,Brett Maher,NYJ,K,8,-2,
11,Joey Slye,CAR,K,10,-1,
12,Dan Bailey,MIN,K,20,8,
13,Matt Bryant,FA,K,13,0,
14,Mason Crosby,GB,K,11,-3,
15,Adam Vinatieri,FA,K,14,-1,
16,Randy Bullock,CIN,K,21,5,
17,Matt Gay,TB,K,15,-2,
18,Eddy Pineiro,CHI,K,16,-2,
19,Chase McLaughlin,IND,K,24,5,
20,Zane Gonzalez,ARI,K,18,-2,
