FantasyPros.com 
 NFL Rankings 


Rank,Player Name,Team,Position,ECR,vs. ECR
1,Patrick Mahomes,KC,QB,1,0,
2,Matt Ryan,ATL,QB,4,2,
3,Lamar Jackson,BAL,QB,2,-1,
4,Deshaun Watson,HOU,QB,3,-1,
5,Kyler Murray,ARI,QB,5,0,
6,Tom Brady,TB,QB,7,1,
7,Russell Wilson,SEA,QB,6,-1,
8,Jameis Winston,NO,QB,11,3,
9,Dak Prescott,DAL,QB,8,-1,
10,Aaron Rodgers,GB,QB,9,-1,
11,Kirk Cousins,MIN,QB,13,2,
12,Jared Goff,LAR,QB,10,-2,
13,Gardner Minshew II,JAC,QB,12,-1,
14,Philip Rivers,IND,QB,14,0,
15,Baker Mayfield,CLE,QB,18,3,
16,Matthew Stafford,DET,QB,19,3,
17,Carson Wentz,PHI,QB,15,-2,
18,Andy Dalton,DAL,QB,20,2,
19,Jimmy Garoppolo,SF,QB,17,-2,
20,Kyle Allen,WAS,QB,16,-4,
21,Case Keenum,CLE,QB,21,0,
22,Josh Rosen,MIA,QB,26,4,
23,Joe Flacco,NYJ,QB,25,2,
24,Sam Darnold,NYJ,QB,24,0,
25,Teddy Bridgewater,CAR,QB,22,-3,
26,Marcus Mariota,LV,QB,23,-3,
27,Devlin Hodges,PIT,QB,28,1,
28,Daniel Jones,NYG,QB,27,-1,
