FantasyPros.com 
 NFL Rankings 


Rank,Player Name,Team,Position,ECR,vs. ECR
1,DeAndre Hopkins,ARI,WR,1,0,
2,Tyler Lockett,SEA,WR,4,2,
3,Chris Godwin,TB,WR,2,-1,
4,Kenny Golladay,DET,WR,6,2,
5,Amari Cooper,DAL,WR,3,-2,
6,Tyreek Hill,KC,WR,7,1,
7,D.J. Chark,JAC,WR,9,2,
8,Mike Evans,TB,WR,5,-3,
9,Allen Robinson,CHI,WR,11,2,
10,Keenan Allen,LAC,WR,12,2,
11,Davante Adams,GB,WR,13,2,
12,Julian Edelman,NE,WR,8,-4,
13,John Brown,BUF,WR,14,1,
14,JuJu Smith-Schuster,PIT,WR,16,2,
15,Stefon Diggs,BUF,WR,10,-5,
16,Adam Thielen,MIN,WR,15,-1,
17,Marvin Jones,DET,WR,18,1,
18,Mike Williams,LAC,WR,23,5,
19,Michael Gallup,DAL,WR,19,0,
20,D.K. Metcalf,SEA,WR,21,1,
21,Tyrell Williams,LV,WR,20,-1,
22,Robby Anderson,CAR,WR,24,2,
23,Odell Beckham Jr.,CLE,WR,17,-6,
24,D.J. Moore,CAR,WR,25,1,
25,Alshon Jeffery,PHI,WR,26,1,
26,Courtland Sutton,DEN,WR,22,-4,
27,Christian Kirk,ARI,WR,30,3,
28,Jarvis Landry,CLE,WR,31,3,
29,Emmanuel Sanders,NO,WR,33,4,
30,Golden Tate,NYG,WR,28,-2,
31,Curtis Samuel,CAR,WR,29,-2,
32,Demaryius Thomas,FA,WR,44,12,
33,Sammy Watkins,KC,WR,36,3,
34,Terry McLaurin,WAS,WR,32,-2,
35,DeVante Parker,MIA,WR,37,2,
36,Kenny Stills,HOU,WR,27,-9,
37,Diontae Johnson,PIT,WR,39,2,
38,Larry Fitzgerald,ARI,WR,38,0,
39,Jamison Crowder,NYJ,WR,35,-4,
40,Corey Davis,TEN,WR,41,1,
41,Chris Conley,JAC,WR,34,-7,
42,DeSean Jackson,PHI,WR,,,
43,Cole Beasley,BUF,WR,49,6,
44,Phillip Dorsett,SEA,WR,42,-2,
45,Preston Williams,MIA,WR,,,
46,Zach Pascal,IND,WR,45,-1,
47,Geronimo Allison,DET,WR,56,9,
48,Marquise Brown,BAL,WR,40,-8,
49,Anthony Miller,CHI,WR,51,2,
50,Mohamed Sanu,NE,WR,50,0,
51,Danny Amendola,DET,WR,48,-3,
52,Marquez Valdes-Scantling,GB,WR,46,-6,
53,Adam Humphries,TEN,WR,53,0,
54,Darius Slayton,NYG,WR,47,-7,
55,A.J. Brown,TEN,WR,43,-12,
56,Parris Campbell,IND,WR,74,18,
57,Zay Jones,LV,WR,72,15,
58,Allen Lazard,GB,WR,54,-4,
59,Mecole Hardman,KC,WR,58,-1,
60,Keelan Cole,JAC,WR,78,18,
61,Keke Coutee,HOU,WR,75,14,
62,Fred Brown,DEN,WR,80,18,
63,David Moore,SEA,WR,63,0,
64,Deebo Samuel,SF,WR,52,-12,
65,Trevor Davis,CHI,WR,88,23,
66,Taylor Gabriel,FA,WR,57,-9,
67,Randall Cobb,HOU,WR,55,-12,
68,Damiere Byrd,NE,WR,96,28,
69,Willie Snead,BAL,WR,68,-1,
70,Dante Pettis,SF,WR,60,-10,
71,DaeSean Hamilton,DEN,WR,65,-6,
72,Hunter Renfrow,LV,WR,59,-13,
73,Jake Kumerow,GB,WR,82,9,
74,Jaron Brown,FA,WR,61,-13,
75,Nelson Agholor,LV,WR,62,-13,
76,Olabisi Johnson,MIN,WR,70,-6,
77,Jakobi Meyers,NE,WR,77,0,
78,Tavon Austin,FA,WR,92,14,
79,Cody Latimer,WAS,WR,95,16,
80,Miles Boykin,BAL,WR,76,-4,
81,Chester Rogers,MIA,WR,71,-10,
82,Trey Quinn,WAS,WR,73,-9,
83,Jarius Wright,FA,WR,87,4,
84,Albert Wilson,MIA,WR,69,-15,
85,Allen Hurns,MIA,WR,94,9,
86,Paul Richardson Jr.,FA,WR,64,-22,
87,James Washington,PIT,WR,66,-21,
88,Antonio Callaway,FA,WR,79,-9,
