FantasyPros.com 
 NFL Rankings 


Rank,Player Name,Team,Position,ECR,vs. ECR
1,Baltimore Ravens,BAL,DST,1,0,
2,Indianapolis Colts,IND,DST,2,0,
3,Buffalo Bills,BUF,DST,4,1,
4,Cleveland Browns,CLE,DST,8,4,
5,New Orleans Saints,NO,DST,3,-2,
6,San Francisco 49ers,SF,DST,6,0,
7,Chicago Bears,CHI,DST,5,-2,
8,Los Angeles Rams,LAR,DST,7,-1,
9,Kansas City Chiefs,KC,DST,10,1,
10,Los Angeles Chargers,LAC,DST,16,6,
11,New York Giants,NYG,DST,9,-2,
12,Detroit Lions,DET,DST,12,0,
13,Pittsburgh Steelers,PIT,DST,11,-2,
14,New York Jets,NYJ,DST,15,1,
15,Green Bay Packers,GB,DST,13,-2,
16,Minnesota Vikings,MIN,DST,19,3,
17,Dallas Cowboys,DAL,DST,14,-3,
18,Tampa Bay Buccaneers,TB,DST,18,0,
19,Carolina Panthers,CAR,DST,20,1,
20,Las Vegas Raiders,LV,DST,23,3,
21,Cincinnati Bengals,CIN,DST,26,5,
22,Tennessee Titans,TEN,DST,22,0,
23,Arizona Cardinals,ARI,DST,17,-6,
24,Atlanta Falcons,ATL,DST,25,1,
25,Miami Dolphins,MIA,DST,24,-1,
26,Seattle Seahawks,SEA,DST,21,-5,
