FantasyPros.com 
 NFL Rankings 


Rank,Player Name,Team,Position,ECR,vs. ECR
1,Baltimore Ravens,BAL,DST,1,0,
2,Philadelphia Eagles,PHI,DST,2,0,
3,Seattle Seahawks,SEA,DST,3,0,
4,Los Angeles Chargers,LAC,DST,5,1,
5,Dallas Cowboys,DAL,DST,6,1,
6,New York Jets,NYJ,DST,9,3,
7,Denver Broncos,DEN,DST,7,0,
8,Cleveland Browns,CLE,DST,4,-4,
9,New Orleans Saints,NO,DST,13,4,
10,Buffalo Bills,BUF,DST,10,0,
11,Detroit Lions,DET,DST,14,3,
12,New England Patriots,NE,DST,15,3,
13,Chicago Bears,CHI,DST,8,-5,
14,Minnesota Vikings,MIN,DST,12,-2,
15,Los Angeles Rams,LAR,DST,11,-4,
16,San Francisco 49ers,SF,DST,19,3,
17,Green Bay Packers,GB,DST,17,0,
18,Kansas City Chiefs,KC,DST,16,-2,
19,Jacksonville Jaguars,JAC,DST,18,-1,
20,Miami Dolphins,MIA,DST,25,5,
21,Las Vegas Raiders,LV,DST,20,-1,
22,Atlanta Falcons,ATL,DST,22,0,
23,Tennessee Titans,TEN,DST,24,1,
24,Arizona Cardinals,ARI,DST,21,-3,
25,Carolina Panthers,CAR,DST,26,1,
26,Pittsburgh Steelers,PIT,DST,30,4,
27,New York Giants,NYG,DST,28,1,
28,Tampa Bay Buccaneers,TB,DST,27,-1,
29,Indianapolis Colts,IND,DST,29,0,
30,Washington Football Team,WAS,DST,31,1,
31,Houston Texans,HOU,DST,23,-8,
32,Cincinnati Bengals,CIN,DST,32,0,
