FantasyPros.com 
 NFL Rankings 


Rank,Player Name,Team,Position,ECR,vs. ECR
1,Wil Lutz,NO,K,1,0,
2,Harrison Butker,KC,K,3,1,
3,Justin Tucker,BAL,K,2,-1,
4,Brett Maher,NYJ,K,4,0,
5,Joey Slye,CAR,K,5,0,
6,Daniel Carlson,LV,K,7,1,
7,Greg Zuerlein,DAL,K,6,-1,
8,Matt Gay,TB,K,10,2,
9,Michael Badgley,LAC,K,9,0,
10,Dan Bailey,MIN,K,8,-2,
11,Stephen Hauschka,BUF,K,11,0,
12,Ka'imi Fairbairn,HOU,K,12,0,
13,Nick Folk,FA,K,13,0,
14,Chase McLaughlin,IND,K,20,6,
15,Matt Prater,DET,K,14,-1,
16,Chris Boswell,PIT,K,16,0,
17,Zane Gonzalez,ARI,K,15,-2,
18,Adam Vinatieri,FA,K,17,-1,
19,Jake Elliott,PHI,K,21,2,
20,Austin Seibert,CLE,K,22,2,
