FantasyPros.com 
 NFL Rankings 


Rank,Player Name,Team,Position,ECR,vs. ECR
1,Zach Ertz,PHI,TE,2,1,
2,George Kittle,SF,TE,1,-1,
3,Travis Kelce,KC,TE,3,0,
4,Mark Andrews,BAL,TE,4,0,
5,Austin Hooper,CLE,TE,6,1,
6,Jacob Hollister,SEA,TE,10,4,
7,Darren Waller,LV,TE,5,-2,
8,Jared Cook,NO,TE,8,0,
9,O.J. Howard,TB,TE,9,0,
10,Hunter Henry,LAC,TE,7,-3,
11,Dallas Goedert,PHI,TE,12,1,
12,Greg Olsen,SEA,TE,15,3,
13,Tyler Higbee,LAR,TE,11,-2,
14,Jonnu Smith,TEN,TE,16,2,
15,Jack Doyle,IND,TE,14,-1,
16,Mike Gesicki,MIA,TE,17,1,
17,Cameron Brate,TB,TE,18,1,
18,Gerald Everett,LAR,TE,33,15,
19,Noah Fant,DEN,TE,13,-6,
20,Jesper Horsted,CHI,TE,28,8,
21,Tyler Eifert,JAC,TE,22,1,
22,Jordan Akins,HOU,TE,29,7,
23,Darren Fells,HOU,TE,24,1,
24,Kyle Rudolph,MIN,TE,19,-5,
25,Dawson Knox,BUF,TE,27,2,
26,Jason Witten,LV,TE,20,-6,
27,Demetrius Harris,CHI,TE,48,21,
28,Jimmy Graham,CHI,TE,23,-5,
29,Irv Smith Jr.,MIN,TE,25,-4,
30,Seth DeValve,FA,TE,46,16,
31,Hayden Hurst,ATL,TE,26,-5,
32,Vance McDonald,PIT,TE,31,-1,
33,Matt LaCosse,NE,TE,44,11,
34,Kaden Smith,NYG,TE,21,-13,
35,Blake Jarwin,DAL,TE,30,-5,
36,Logan Thomas,WAS,TE,34,-2,
37,Nick Boyle,BAL,TE,37,0,
38,Jesse James,DET,TE,38,0,
39,Jeff Heuerman,FA,TE,51,12,
40,Benjamin Watson,FA,TE,36,-4,
41,Daniel Brown,NYJ,TE,43,2,
42,Nick O'Leary,FA,TE,35,-7,
43,C.J. Uzomah,CIN,TE,41,-2,
44,Ian Thomas,CAR,TE,32,-12,
45,Jeremy Sprinkle,WAS,TE,39,-6,
46,Charles Clay,FA,TE,50,4,
47,Nick Vannett,DEN,TE,42,-5,
48,Tyler Kroft,BUF,TE,53,5,
49,Dan Arnold,ARI,TE,56,7,
50,Maxx Williams,ARI,TE,52,2,
