FantasyPros.com 
 NFL Rankings 


Rank,Player Name,Team,Position,ECR,vs. ECR
1,New England Patriots,NE,DST,2,1,
2,Dallas Cowboys,DAL,DST,1,-1,
3,Minnesota Vikings,MIN,DST,4,1,
4,Chicago Bears,CHI,DST,3,-1,
5,Green Bay Packers,GB,DST,6,1,
6,Buffalo Bills,BUF,DST,5,-1,
7,Jacksonville Jaguars,JAC,DST,9,2,
8,Tennessee Titans,TEN,DST,8,0,
9,San Francisco 49ers,SF,DST,7,-2,
10,Los Angeles Rams,LAR,DST,11,1,
11,Seattle Seahawks,SEA,DST,10,-1,
12,Pittsburgh Steelers,PIT,DST,27,15,
13,Tampa Bay Buccaneers,TB,DST,12,-1,
14,Philadelphia Eagles,PHI,DST,13,-1,
15,Los Angeles Chargers,LAC,DST,14,-1,
16,Cleveland Browns,CLE,DST,17,1,
17,Houston Texans,HOU,DST,16,-1,
18,Arizona Cardinals,ARI,DST,20,2,
19,Carolina Panthers,CAR,DST,15,-4,
20,Detroit Lions,DET,DST,21,1,
21,New Orleans Saints,NO,DST,19,-2,
22,Denver Broncos,DEN,DST,22,0,
23,Washington Football Team,WAS,DST,18,-5,
24,Baltimore Ravens,BAL,DST,25,1,
25,Atlanta Falcons,ATL,DST,24,-1,
26,Kansas City Chiefs,KC,DST,23,-3,
27,New York Jets,NYJ,DST,31,4,
28,Indianapolis Colts,IND,DST,26,-2,
