FantasyPros.com 
 NFL Rankings 


Rank,Player Name,Team,Position,ECR,vs. ECR
1,DeAndre Hopkins,ARI,WR,1,0,
2,Michael Thomas,NO,WR,2,0,
3,Julio Jones,ATL,WR,8,5,
4,Davante Adams,GB,WR,5,1,
5,Chris Godwin,TB,WR,3,-2,
6,Tyreek Hill,KC,WR,4,-2,
7,Julian Edelman,NE,WR,7,0,
8,Allen Robinson,CHI,WR,10,2,
9,Kenny Golladay,DET,WR,9,0,
10,D.J. Moore,CAR,WR,6,-4,
11,Tyler Lockett,SEA,WR,21,10,
12,Jarvis Landry,CLE,WR,11,-1,
13,Amari Cooper,DAL,WR,15,2,
14,Odell Beckham Jr.,CLE,WR,18,4,
15,Cooper Kupp,LAR,WR,14,-1,
16,Keenan Allen,LAC,WR,13,-3,
17,Robert Woods,LAR,WR,12,-5,
18,DeVante Parker,MIA,WR,26,8,
19,Emmanuel Sanders,NO,WR,19,0,
20,Courtland Sutton,DEN,WR,20,0,
21,D.K. Metcalf,SEA,WR,25,4,
22,Stefon Diggs,BUF,WR,17,-5,
23,Mike Williams,LAC,WR,31,8,
24,John Brown,BUF,WR,28,4,
25,Christian Kirk,ARI,WR,23,-2,
26,A.J. Brown,TEN,WR,16,-10,
27,Michael Gallup,DAL,WR,22,-5,
28,Terry McLaurin,WAS,WR,27,-1,
29,Deebo Samuel,SF,WR,24,-5,
30,Golden Tate,NYG,WR,40,10,
31,Greg Ward,PHI,WR,47,16,
32,Tyler Boyd,CIN,WR,36,4,
33,Robby Anderson,CAR,WR,34,1,
34,Zach Pascal,IND,WR,37,3,
35,Sterling Shepard,NYG,WR,33,-2,
36,Will Fuller,HOU,WR,53,17,
37,Marquise Brown,BAL,WR,35,-2,
38,Darius Slayton,NYG,WR,30,-8,
39,Chris Conley,JAC,WR,42,3,
40,Adam Thielen,MIN,WR,29,-11,
41,Allen Hurns,MIA,WR,49,8,
42,Dede Westbrook,JAC,WR,32,-10,
43,Sammy Watkins,KC,WR,46,3,
44,Curtis Samuel,CAR,WR,39,-5,
45,Breshad Perriman,NYJ,WR,44,-1,
46,Danny Amendola,DET,WR,52,6,
47,Anthony Miller,CHI,WR,38,-9,
48,T.Y. Hilton,IND,WR,80,32,
49,Tyrell Williams,LV,WR,41,-8,
50,Jamison Crowder,NYJ,WR,43,-7,
51,Cole Beasley,BUF,WR,48,-3,
52,Brandin Cooks,HOU,WR,54,2,
53,Russell Gage,ATL,WR,57,4,
54,Larry Fitzgerald,ARI,WR,50,-4,
55,Justin Watson,TB,WR,62,7,
56,Keelan Cole,JAC,WR,66,10,
57,Marcus Johnson,IND,WR,56,-1,
58,Dontrelle Inman,WAS,WR,124,66,
59,James Washington,PIT,WR,45,-14,
60,J.J. Arcega-Whiteside,PHI,WR,67,7,
61,Kenny Stills,HOU,WR,55,-6,
62,Olamide Zaccheaus,ATL,WR,91,29,
63,Mecole Hardman,KC,WR,70,7,
64,Christian Blake,ATL,WR,84,20,
65,Albert Wilson,MIA,WR,73,8,
66,Allen Lazard,GB,WR,60,-6,
67,John Ross,CIN,WR,63,-4,
68,Ted Ginn,CHI,WR,64,-4,
69,Corey Davis,TEN,WR,59,-10,
70,Kelvin Harmon,WAS,WR,65,-5,
71,Josh Gordon,FA,WR,76,5,
72,Mohamed Sanu,NE,WR,68,-4,
73,Diontae Johnson,PIT,WR,51,-22,
74,Tre'Quan Smith,NO,WR,77,3,
75,Kendrick Bourne,SF,WR,61,-14,
76,Randall Cobb,HOU,WR,58,-18,
77,Alex Erickson,CIN,WR,75,-2,
78,DaeSean Hamilton,DEN,WR,101,23,
79,Jakobi Meyers,NE,WR,69,-10,
80,Phillip Dorsett,SEA,WR,71,-9,
81,Isaiah Ford,MIA,WR,72,-9,
82,Tim Patrick,DEN,WR,74,-8,
83,Zay Jones,LV,WR,82,-1,
84,Keelan Doss,LV,WR,85,1,
85,Geronimo Allison,DET,WR,81,-4,
86,Josh Reynolds,LAR,WR,88,2,
87,Damiere Byrd,NE,WR,110,23,
88,Pharoh Cooper,CAR,WR,92,4,
89,Demarcus Robinson,KC,WR,78,-11,
90,David Moore,SEA,WR,96,6,
91,Laquon Treadwell,ATL,WR,108,17,
92,Olabisi Johnson,MIN,WR,90,-2,
93,Jarius Wright,FA,WR,89,-4,
94,Marquez Valdes-Scantling,GB,WR,93,-1,
95,Seth Roberts,CAR,WR,87,-8,
96,N'Keal Harry,NE,WR,95,-1,
97,Willie Snead,BAL,WR,79,-18,
