FantasyPros.com 
 NFL Rankings 


Rank,Player Name,Team,Position,ECR,vs. ECR
1,Christian McCaffrey,CAR,RB,1,0,
2,Ezekiel Elliott,DAL,RB,2,0,
3,Austin Ekeler,LAC,RB,3,0,
4,Alvin Kamara,NO,RB,4,0,
5,Marlon Mack,IND,RB,5,0,
6,Derrick Henry,TEN,RB,7,1,
7,David Johnson,HOU,RB,8,1,
8,James Conner,PIT,RB,9,1,
9,Kerryon Johnson,DET,RB,14,5,
10,Mark Ingram II,BAL,RB,10,0,
11,Dalvin Cook,MIN,RB,6,-5,
12,Chris Carson,SEA,RB,12,0,
13,Nick Chubb,CLE,RB,11,-2,
14,Todd Gurley,ATL,RB,15,1,
15,Leonard Fournette,JAC,RB,13,-2,
16,Joe Mixon,CIN,RB,16,0,
17,Adrian Peterson,WAS,RB,25,8,
18,Aaron Jones,GB,RB,17,-1,
19,Sony Michel,NE,RB,22,3,
20,LeSean McCoy,TB,RB,21,1,
21,Josh Jacobs,LV,RB,18,-3,
22,Devonta Freeman,FA,RB,20,-2,
23,Miles Sanders,PHI,RB,28,5,
24,Wayne Gallman,NYG,RB,24,0,
25,David Montgomery,CHI,RB,23,-2,
26,James White,NE,RB,29,3,
27,Royce Freeman,DEN,RB,27,0,
28,Carlos Hyde,SEA,RB,26,-2,
29,Phillip Lindsay,DEN,RB,19,-10,
30,Kenyan Drake,ARI,RB,32,2,
31,Darrel Williams,KC,RB,31,0,
32,Melvin Gordon,DEN,RB,53,21,
33,Frank Gore,NYJ,RB,30,-3,
34,Tarik Cohen,CHI,RB,40,6,
35,Jordan Howard,MIA,RB,38,3,
36,Chris Thompson,JAC,RB,33,-3,
37,Peyton Barber,WAS,RB,35,-2,
38,Rex Burkhead,NE,RB,34,-4,
39,Rashaad Penny,SEA,RB,,,
40,Malcolm Brown,LAR,RB,41,1,
41,Ronald Jones II,TB,RB,36,-5,
42,Jamaal Williams,GB,RB,39,-3,
43,Duke Johnson,HOU,RB,37,-6,
44,Latavius Murray,NO,RB,42,-2,
45,Troymaine Pope,FA,RB,64,19,
46,Dion Lewis,NYG,RB,48,2,
47,Tony Pollard,DAL,RB,44,-3,
48,Gus Edwards,BAL,RB,43,-5,
49,Alexander Mattison,MIN,RB,52,3,
50,Jaylen Samuels,PIT,RB,49,-1,
51,Kalen Ballage,MIA,RB,47,-4,
52,T.J. Yeldon,BUF,RB,57,5,
53,Giovani Bernard,CIN,RB,46,-7,
54,Darren Sproles,FA,RB,54,0,
55,Ito Smith,ATL,RB,45,-10,
56,Darwin Thompson,KC,RB,61,5,
57,Dare Ogunbowale,TB,RB,56,-1,
58,DeAndre Washington,KC,RB,63,5,
59,Mike Davis,CAR,RB,,,
60,Ty Johnson,DET,RB,51,-9,
61,Jalen Richard,LV,RB,58,-3,
62,Justice Hill,BAL,RB,59,-3,
63,Nyheim Hines,IND,RB,50,-13,
64,C.J. Prosise,FA,RB,55,-9,
