FantasyPros.com 
 NFL Rankings 


Rank,Player Name,Team,Position,ECR,vs. ECR
1,DeAndre Hopkins,ARI,WR,1,0,
2,Julio Jones,ATL,WR,2,0,
3,Odell Beckham Jr.,CLE,WR,4,1,
4,Michael Thomas,NO,WR,5,1,
5,Cooper Kupp,LAR,WR,6,1,
6,Chris Godwin,TB,WR,7,1,
7,Tyler Boyd,CIN,WR,12,5,
8,Keenan Allen,LAC,WR,3,-5,
9,Mike Evans,TB,WR,9,0,
10,Alshon Jeffery,PHI,WR,19,9,
11,Tyler Lockett,SEA,WR,10,-1,
12,Brandin Cooks,HOU,WR,15,3,
13,Sammy Watkins,KC,WR,13,0,
14,Adam Thielen,MIN,WR,11,-3,
15,Amari Cooper,DAL,WR,8,-7,
16,Josh Gordon,FA,WR,14,-2,
17,Allen Robinson,CHI,WR,20,3,
18,Larry Fitzgerald,ARI,WR,16,-2,
19,Stefon Diggs,BUF,WR,24,5,
20,Robert Woods,LAR,WR,18,-2,
21,Julian Edelman,NE,WR,17,-4,
22,JuJu Smith-Schuster,PIT,WR,21,-1,
23,Robby Anderson,CAR,WR,41,18,
24,Calvin Ridley,ATL,WR,28,4,
25,Mike Williams,LAC,WR,43,18,
26,T.Y. Hilton,IND,WR,23,-3,
27,Marquise Brown,BAL,WR,22,-5,
28,Courtland Sutton,DEN,WR,32,4,
29,Emmanuel Sanders,NO,WR,29,0,
30,Will Fuller,HOU,WR,25,-5,
31,Marquez Valdes-Scantling,GB,WR,26,-5,
32,John Brown,BUF,WR,35,3,
33,D.J. Moore,CAR,WR,31,-2,
34,Sterling Shepard,NYG,WR,27,-7,
35,Phillip Dorsett,SEA,WR,39,4,
36,Mecole Hardman,KC,WR,36,0,
37,Curtis Samuel,CAR,WR,30,-7,
38,D.J. Chark,JAC,WR,37,-1,
39,Demarcus Robinson,KC,WR,34,-5,
40,Dede Westbrook,JAC,WR,50,10,
41,Cole Beasley,BUF,WR,48,7,
42,Terry McLaurin,WAS,WR,44,2,
43,D.K. Metcalf,SEA,WR,40,-3,
44,Geronimo Allison,DET,WR,38,-6,
45,Golden Tate,NYG,WR,45,0,
46,Jarvis Landry,CLE,WR,33,-13,
47,Mohamed Sanu,NE,WR,47,0,
48,Auden Tate,CIN,WR,42,-6,
49,Trey Quinn,WAS,WR,66,17,
50,Nelson Agholor,LV,WR,49,-1,
51,Keke Coutee,HOU,WR,61,10,
52,Jamison Crowder,NYJ,WR,53,1,
53,Anthony Miller,CHI,WR,67,14,
54,Diontae Johnson,PIT,WR,46,-8,
55,Corey Davis,TEN,WR,51,-4,
56,Zach Pascal,IND,WR,68,12,
57,Adam Humphries,TEN,WR,71,14,
58,Paul Richardson Jr.,FA,WR,57,-1,
59,Randall Cobb,HOU,WR,59,0,
60,Chester Rogers,MIA,WR,78,18,
61,Michael Gallup,DAL,WR,52,-9,
62,Deebo Samuel,SF,WR,54,-8,
63,Richie James,SF,WR,90,27,
64,Marquise Goodwin,PHI,WR,58,-6,
65,A.J. Brown,TEN,WR,56,-9,
66,Javon Wims,CHI,WR,72,6,
67,Trent Sherfield,ARI,WR,69,2,
68,DaeSean Hamilton,DEN,WR,76,8,
69,Jarius Wright,FA,WR,82,13,
70,Ted Ginn,CHI,WR,62,-8,
71,Chris Conley,JAC,WR,63,-8,
72,Dante Pettis,SF,WR,60,-12,
73,Damion Ratley,CLE,WR,88,15,
74,Andy Isabella,ARI,WR,86,12,
75,Deon Cain,PIT,WR,73,-2,
76,Willie Snead,BAL,WR,65,-11,
77,Cordarrelle Patterson,CHI,WR,83,6,
78,James Washington,PIT,WR,64,-14,
79,Jaron Brown,FA,WR,80,1,
80,Antonio Callaway,FA,WR,79,-1,
81,KeeSean Johnson,ARI,WR,55,-26,
82,Zay Jones,LV,WR,81,-1,
83,David Moore,SEA,WR,77,-6,
84,Darius Slayton,NYG,WR,85,1,
85,Damion Willis,CIN,WR,94,9,
86,Josh Reynolds,LAR,WR,97,11,
87,Devin Smith,DAL,WR,84,-3,
88,Miles Boykin,BAL,WR,75,-13,
89,Bobo Wilson,FA,WR,113,24,
90,Hunter Renfrow,LV,WR,70,-20,
