FantasyPros.com 
 NFL Rankings 


Rank,Player Name,Team,Position,ECR,vs. ECR
1,Ezekiel Elliott,DAL,RB,3,2,
2,Christian McCaffrey,CAR,RB,1,-1,
3,Saquon Barkley,NYG,RB,6,3,
4,Dalvin Cook,MIN,RB,2,-2,
5,Aaron Jones,GB,RB,7,2,
6,Alvin Kamara,NO,RB,4,-2,
7,Derrick Henry,TEN,RB,5,-2,
8,Todd Gurley,ATL,RB,12,4,
9,Josh Jacobs,LV,RB,10,1,
10,Le'Veon Bell,NYJ,RB,8,-2,
11,Leonard Fournette,JAC,RB,11,0,
12,Nick Chubb,CLE,RB,9,-3,
13,Melvin Gordon,DEN,RB,13,0,
14,Miles Sanders,PHI,RB,16,2,
15,Phillip Lindsay,DEN,RB,17,2,
16,Ronald Jones II,TB,RB,20,4,
17,David Montgomery,CHI,RB,21,4,
18,Mark Ingram II,BAL,RB,14,-4,
19,Chris Carson,SEA,RB,15,-4,
20,Devin Singletary,BUF,RB,18,-2,
21,Joe Mixon,CIN,RB,19,-2,
22,Bo Scarbrough,DET,RB,27,5,
23,LeSean McCoy,TB,RB,29,6,
24,Jonathan Williams,FA,RB,22,-2,
25,Sony Michel,NE,RB,23,-2,
26,Austin Ekeler,LAC,RB,25,-1,
27,James White,NE,RB,35,8,
28,Derrius Guice,FA,RB,36,8,
29,Jamaal Williams,GB,RB,32,3,
30,Devonta Freeman,FA,RB,38,8,
31,Tarik Cohen,CHI,RB,33,2,
32,Tevin Coleman,SF,RB,24,-8,
33,Carlos Hyde,SEA,RB,31,-2,
34,Adrian Peterson,WAS,RB,40,6,
35,Kenyan Drake,ARI,RB,26,-9,
36,Benny Snell Jr.,PIT,RB,28,-8,
37,Rashaad Penny,SEA,RB,37,0,
38,Kareem Hunt,CLE,RB,30,-8,
39,Jay Ajayi,FA,RB,41,2,
40,Peyton Barber,WAS,RB,45,5,
41,Royce Freeman,DEN,RB,39,-2,
42,Darrel Williams,KC,RB,,,
43,Latavius Murray,NO,RB,34,-9,
44,Duke Johnson,HOU,RB,43,-1,
45,Frank Gore,NYJ,RB,47,2,
46,Nyheim Hines,IND,RB,48,2,
47,Jaylen Samuels,PIT,RB,44,-3,
48,Tony Pollard,DAL,RB,56,8,
49,Raheem Mostert,SF,RB,42,-7,
50,David Johnson,HOU,RB,46,-4,
51,Kalen Ballage,MIA,RB,,,
52,Bilal Powell,FA,RB,62,10,
53,Brian Hill,ATL,RB,52,-1,
54,Patrick Laird,MIA,RB,50,-4,
55,Alexander Mattison,MIN,RB,55,0,
56,Rex Burkhead,NE,RB,51,-5,
57,J.D. McKissic,WAS,RB,53,-4,
58,Malcolm Brown,LAR,RB,63,5,
59,Jeff Wilson,SF,RB,64,5,
60,Jalen Richard,LV,RB,58,-2,
61,DeAndre Washington,KC,RB,67,6,
62,Gus Edwards,BAL,RB,49,-13,
63,Chase Edmonds,ARI,RB,57,-6,
64,Dion Lewis,NYG,RB,61,-3,
65,Qadree Ollison,ATL,RB,59,-6,
66,Myles Gaskin,MIA,RB,69,3,
67,Ty Johnson,DET,RB,65,-2,
68,Justice Hill,BAL,RB,70,2,
69,Ryquell Armstead,JAC,RB,73,4,
70,Ty Montgomery,NO,RB,74,4,
71,Jordan Wilkins,IND,RB,60,-11,
72,Giovani Bernard,CIN,RB,54,-18,
73,Dare Ogunbowale,TB,RB,68,-5,
