FantasyPros.com 
 NFL Rankings 


Rank,Player Name,Team,Position,ECR,vs. ECR
1,Davante Adams,GB,WR,4,3,
2,Keenan Allen,LAC,WR,2,0,
3,Julio Jones,ATL,WR,1,-2,
4,Tyler Lockett,SEA,WR,7,3,
5,DeAndre Hopkins,ARI,WR,3,-2,
6,Odell Beckham Jr.,CLE,WR,5,-1,
7,Sammy Watkins,KC,WR,9,2,
8,Amari Cooper,DAL,WR,6,-2,
9,Kenny Golladay,DET,WR,14,5,
10,Cooper Kupp,LAR,WR,8,-2,
11,JuJu Smith-Schuster,PIT,WR,10,-1,
12,Brandin Cooks,HOU,WR,13,1,
13,Michael Thomas,NO,WR,11,-2,
14,Calvin Ridley,ATL,WR,26,12,
15,Tyler Boyd,CIN,WR,15,0,
16,Sterling Shepard,NYG,WR,21,5,
17,Robert Woods,LAR,WR,17,0,
18,Adam Thielen,MIN,WR,19,1,
19,Mike Evans,TB,WR,12,-7,
20,Larry Fitzgerald,ARI,WR,18,-2,
21,Christian Kirk,ARI,WR,22,1,
22,D.J. Moore,CAR,WR,25,3,
23,Josh Gordon,FA,WR,24,1,
24,Marquise Brown,BAL,WR,16,-8,
25,Chris Godwin,TB,WR,23,-2,
26,Curtis Samuel,CAR,WR,29,3,
27,Mecole Hardman,KC,WR,30,3,
28,Allen Robinson,CHI,WR,27,-1,
29,Julian Edelman,NE,WR,20,-9,
30,Marvin Jones,DET,WR,28,-2,
31,Stefon Diggs,BUF,WR,36,5,
32,Alshon Jeffery,PHI,WR,37,5,
33,D.K. Metcalf,SEA,WR,31,-2,
34,Tyrell Williams,LV,WR,33,-1,
35,Marquez Valdes-Scantling,GB,WR,34,-1,
36,John Ross,CIN,WR,40,4,
37,Demarcus Robinson,KC,WR,32,-5,
38,Paul Richardson Jr.,FA,WR,41,3,
39,Will Fuller,HOU,WR,35,-4,
40,Emmanuel Sanders,NO,WR,38,-2,
41,Nelson Agholor,LV,WR,44,3,
42,Dede Westbrook,JAC,WR,49,7,
43,John Brown,BUF,WR,39,-4,
44,Phillip Dorsett,SEA,WR,46,2,
45,Courtland Sutton,DEN,WR,42,-3,
46,Parris Campbell,IND,WR,60,14,
47,Randall Cobb,HOU,WR,54,7,
48,Corey Davis,TEN,WR,50,2,
49,D.J. Chark,JAC,WR,43,-6,
50,Dontrelle Inman,WAS,WR,56,6,
51,Trey Quinn,WAS,WR,53,2,
52,Jarvis Landry,CLE,WR,45,-7,
53,Kenny Stills,HOU,WR,48,-5,
54,Preston Williams,MIA,WR,47,-7,
55,Geronimo Allison,DET,WR,61,6,
56,DeVante Parker,MIA,WR,58,2,
57,Cody Latimer,WAS,WR,75,18,
58,Adam Humphries,TEN,WR,67,9,
59,James Washington,PIT,WR,55,-4,
60,Cole Beasley,BUF,WR,51,-9,
61,Deon Cain,PIT,WR,65,4,
62,Devin Smith,DAL,WR,59,-3,
63,Chris Conley,JAC,WR,62,-1,
64,A.J. Brown,TEN,WR,63,-1,
65,Mohamed Sanu,NE,WR,52,-13,
66,Mack Hollins,MIA,WR,68,2,
67,Diontae Johnson,PIT,WR,57,-10,
68,KeeSean Johnson,ARI,WR,66,-2,
69,Zay Jones,LV,WR,74,5,
70,Ted Ginn,CHI,WR,64,-6,
71,DaeSean Hamilton,DEN,WR,82,11,
72,Trent Sherfield,ARI,WR,104,32,
73,Keke Coutee,HOU,WR,77,4,
74,Zach Pascal,IND,WR,72,-2,
75,Anthony Miller,CHI,WR,69,-6,
76,Willie Snead,BAL,WR,71,-5,
77,Jaron Brown,FA,WR,88,11,
78,David Moore,SEA,WR,73,-5,
79,Marqise Lee,NE,WR,96,17,
80,Bennie Fowler III,NO,WR,76,-4,
81,Hunter Renfrow,LV,WR,70,-11,
82,Jarius Wright,FA,WR,89,7,
83,J.J. Arcega-Whiteside,PHI,WR,78,-5,
84,Chester Rogers,MIA,WR,83,-1,
85,Jakeem Grant,MIA,WR,79,-6,
