FantasyPros.com 
 NFL Rankings 


Rank,Player Name,Team,Position,ECR,vs. ECR
1,Christian McCaffrey,CAR,RB,1,0,
2,Ezekiel Elliott,DAL,RB,2,0,
3,Alvin Kamara,NO,RB,3,0,
4,Aaron Jones,GB,RB,4,0,
5,Derrick Henry,TEN,RB,6,1,
6,Nick Chubb,CLE,RB,7,1,
7,Saquon Barkley,NYG,RB,5,-2,
8,Joe Mixon,CIN,RB,8,0,
9,Kenyan Drake,ARI,RB,11,2,
10,Melvin Gordon,DEN,RB,12,2,
11,Miles Sanders,PHI,RB,9,-2,
12,Le'Veon Bell,NYJ,RB,15,3,
13,Devonta Freeman,FA,RB,16,3,
14,Austin Ekeler,LAC,RB,13,-1,
15,Marlon Mack,IND,RB,10,-5,
16,Phillip Lindsay,DEN,RB,14,-2,
17,Raheem Mostert,SF,RB,17,0,
18,Todd Gurley,ATL,RB,19,1,
19,Ryquell Armstead,JAC,RB,33,14,
20,DeAndre Washington,KC,RB,18,-2,
21,Adrian Peterson,WAS,RB,21,0,
22,Damien Williams,KC,RB,20,-2,
23,Ronald Jones II,TB,RB,26,3,
24,Kareem Hunt,CLE,RB,24,0,
25,Sony Michel,NE,RB,23,-2,
26,James White,NE,RB,22,-4,
27,David Montgomery,CHI,RB,25,-2,
28,Kerryon Johnson,DET,RB,32,4,
29,Carlos Hyde,SEA,RB,34,5,
30,Mike Boone,MIN,RB,27,-3,
31,Gus Edwards,BAL,RB,28,-3,
32,Tarik Cohen,CHI,RB,29,-3,
33,Latavius Murray,NO,RB,30,-3,
34,Patrick Laird,MIA,RB,31,-3,
35,Travis Homer,SEA,RB,38,3,
36,Royce Freeman,DEN,RB,35,-1,
37,Rex Burkhead,NE,RB,36,-1,
38,Frank Gore,NYJ,RB,56,18,
39,Justice Hill,BAL,RB,37,-2,
40,Chris Thompson,JAC,RB,40,0,
41,Duke Johnson,HOU,RB,42,1,
42,Benny Snell Jr.,PIT,RB,41,-1,
43,Jalen Richard,LV,RB,43,0,
44,Peyton Barber,WAS,RB,44,0,
45,Boston Scott,PHI,RB,39,-6,
46,Jaylen Samuels,PIT,RB,46,0,
47,Tevin Coleman,SF,RB,48,1,
48,Ameer Abdullah,MIN,RB,45,-3,
49,Jordan Howard,MIA,RB,52,3,
50,Nyheim Hines,IND,RB,49,-1,
51,Malcolm Brown,LAR,RB,53,2,
52,Dion Lewis,NYG,RB,47,-5,
53,Giovani Bernard,CIN,RB,51,-2,
54,Matt Breida,MIA,RB,55,1,
55,Dare Ogunbowale,TB,RB,57,2,
56,Marshawn Lynch,FA,RB,50,-6,
57,David Johnson,HOU,RB,54,-3,
58,Brian Hill,ATL,RB,59,1,
59,Tony Pollard,DAL,RB,58,-1,
