FantasyPros.com 
 NFL Rankings 


Rank,Player Name,Team,Position,ECR,vs. ECR
1,George Kittle,SF,TE,1,0,
2,Travis Kelce,KC,TE,2,0,
3,Austin Hooper,CLE,TE,4,1,
4,Dallas Goedert,PHI,TE,3,-1,
5,Jared Cook,NO,TE,7,2,
6,Darren Waller,LV,TE,6,0,
7,Tyler Higbee,LAR,TE,5,-2,
8,Hunter Henry,LAC,TE,8,0,
9,O.J. Howard,TB,TE,9,0,
10,Jacob Hollister,SEA,TE,10,0,
11,Jack Doyle,IND,TE,12,1,
12,Greg Olsen,SEA,TE,14,2,
13,Jonnu Smith,TEN,TE,11,-2,
14,Noah Fant,DEN,TE,13,-1,
15,Kaden Smith,NYG,TE,15,0,
16,Mike Gesicki,MIA,TE,16,0,
17,Cameron Brate,TB,TE,17,0,
18,Tyler Eifert,JAC,TE,19,1,
19,Darren Fells,HOU,TE,21,2,
20,Jason Witten,LV,TE,18,-2,
21,Hayden Hurst,ATL,TE,20,-1,
22,Jimmy Graham,CHI,TE,22,0,
23,Vance McDonald,PIT,TE,23,0,
24,Blake Jarwin,DAL,TE,25,1,
25,Irv Smith Jr.,MIN,TE,24,-1,
