FantasyPros.com 
 NFL Rankings 


Rank,Player Name,Team,Position,ECR,vs. ECR
1,Chris Carson,SEA,RB,,,
2,Christian McCaffrey,CAR,RB,1,-1,
3,Saquon Barkley,NYG,RB,3,0,
4,Ezekiel Elliott,DAL,RB,2,-2,
5,Leonard Fournette,JAC,RB,4,-1,
6,Marlon Mack,IND,RB,8,2,
7,Devonta Freeman,FA,RB,14,7,
8,Alvin Kamara,NO,RB,9,1,
9,Joe Mixon,CIN,RB,5,-4,
10,Aaron Jones,GB,RB,11,1,
11,Nick Chubb,CLE,RB,7,-4,
12,Mark Ingram II,BAL,RB,6,-6,
13,Melvin Gordon,DEN,RB,12,-1,
14,Phillip Lindsay,DEN,RB,17,3,
15,Todd Gurley,ATL,RB,16,1,
16,Miles Sanders,PHI,RB,10,-6,
17,Mike Boone,MIN,RB,15,-2,
18,Austin Ekeler,LAC,RB,13,-5,
19,DeAndre Washington,KC,RB,20,1,
20,Kenyan Drake,ARI,RB,18,-2,
21,Le'Veon Bell,NYJ,RB,23,2,
22,James Conner,PIT,RB,22,0,
23,David Montgomery,CHI,RB,25,2,
24,Raheem Mostert,SF,RB,21,-3,
25,Devin Singletary,BUF,RB,24,-1,
26,Adrian Peterson,WAS,RB,19,-7,
27,Kareem Hunt,CLE,RB,27,0,
28,Dion Lewis,NYG,RB,33,5,
29,Carlos Hyde,SEA,RB,29,0,
30,Kerryon Johnson,DET,RB,37,7,
31,Sony Michel,NE,RB,26,-5,
32,Damien Williams,KC,RB,40,8,
33,James White,NE,RB,31,-2,
34,Tarik Cohen,CHI,RB,34,0,
35,Boston Scott,PHI,RB,32,-3,
36,Ronald Jones II,TB,RB,28,-8,
37,Giovani Bernard,CIN,RB,46,9,
38,Patrick Laird,MIA,RB,30,-8,
39,Latavius Murray,NO,RB,36,-3,
40,Royce Freeman,DEN,RB,35,-5,
41,Bo Scarbrough,DET,RB,62,21,
42,Matt Breida,MIA,RB,43,1,
43,Jamaal Williams,GB,RB,39,-4,
44,Tevin Coleman,SF,RB,49,5,
45,LeSean McCoy,TB,RB,,,
46,Brian Hill,ATL,RB,52,6,
47,Peyton Barber,WAS,RB,38,-9,
48,Frank Gore,NYJ,RB,57,9,
49,Duke Johnson,HOU,RB,41,-8,
50,Alexander Mattison,MIN,RB,,,
51,Chris Thompson,JAC,RB,51,0,
52,David Johnson,HOU,RB,44,-8,
53,Khari Blasingame,TEN,RB,66,13,
54,Tony Pollard,DAL,RB,56,2,
55,Dare Ogunbowale,TB,RB,58,3,
56,Ameer Abdullah,MIN,RB,53,-3,
57,Jaylen Samuels,PIT,RB,54,-3,
58,Nyheim Hines,IND,RB,50,-8,
59,Myles Gaskin,MIA,RB,42,-17,
60,Jalen Richard,LV,RB,45,-15,
61,Malcolm Brown,LAR,RB,65,4,
62,Gus Edwards,BAL,RB,47,-15,
63,Javorius Allen,FA,RB,71,8,
64,Spencer Ware,FA,RB,55,-9,
65,Rex Burkhead,NE,RB,48,-17,
66,Ty Johnson,DET,RB,67,1,
67,C.J. Prosise,FA,RB,,,
68,Jordan Wilkins,IND,RB,60,-8,
69,Justice Hill,BAL,RB,68,-1,
70,Travis Homer,SEA,RB,80,10,
71,Ty Montgomery,NO,RB,64,-7,
72,Ryquell Armstead,JAC,RB,75,3,
73,Benny Snell Jr.,PIT,RB,63,-10,
