FantasyPros.com 
 NFL Rankings 


Rank,Player Name,Team,Position,ECR,vs. ECR
1,Chris Carson,SEA,RB,6,5,
2,Saquon Barkley,NYG,RB,1,-1,
3,Christian McCaffrey,CAR,RB,2,-1,
4,Alvin Kamara,NO,RB,3,-1,
5,Leonard Fournette,JAC,RB,7,2,
6,Dalvin Cook,MIN,RB,4,-2,
7,Ezekiel Elliott,DAL,RB,11,4,
8,James Conner,PIT,RB,8,0,
9,Todd Gurley,ATL,RB,10,1,
10,Nick Chubb,CLE,RB,5,-5,
11,David Johnson,HOU,RB,9,-2,
12,Sony Michel,NE,RB,13,1,
13,Mark Ingram II,BAL,RB,16,3,
14,Kerryon Johnson,DET,RB,14,0,
15,Le'Veon Bell,NYJ,RB,12,-3,
16,Joe Mixon,CIN,RB,15,-1,
17,Marlon Mack,IND,RB,24,7,
18,Aaron Jones,GB,RB,17,-1,
19,Damien Williams,KC,RB,23,4,
20,David Montgomery,CHI,RB,18,-2,
21,Derrick Henry,TEN,RB,20,-1,
22,Devonta Freeman,FA,RB,19,-3,
23,Phillip Lindsay,DEN,RB,25,2,
24,Austin Ekeler,LAC,RB,22,-2,
25,Duke Johnson,HOU,RB,27,2,
26,James White,NE,RB,30,4,
27,Matt Breida,MIA,RB,28,1,
28,Josh Jacobs,LV,RB,21,-7,
29,Miles Sanders,PHI,RB,31,2,
30,Tevin Coleman,SF,RB,26,-4,
31,Derrius Guice,FA,RB,32,1,
32,Latavius Murray,NO,RB,29,-3,
33,Rashaad Penny,SEA,RB,37,4,
34,Jordan Howard,MIA,RB,34,0,
35,Tarik Cohen,CHI,RB,33,-2,
36,Kenyan Drake,ARI,RB,36,0,
37,Royce Freeman,DEN,RB,35,-2,
38,Peyton Barber,WAS,RB,39,1,
39,Devin Singletary,BUF,RB,40,1,
40,Chris Thompson,JAC,RB,50,10,
41,Tony Pollard,DAL,RB,47,6,
42,LeSean McCoy,TB,RB,41,-1,
43,Dion Lewis,NYG,RB,45,2,
44,C.J. Anderson,FA,RB,44,0,
45,Giovani Bernard,CIN,RB,53,8,
46,Justice Hill,BAL,RB,48,2,
47,Kalen Ballage,MIA,RB,43,-4,
48,Justin Jackson,LAC,RB,38,-10,
49,Frank Gore,NYJ,RB,42,-7,
50,Darrell Henderson,LAR,RB,46,-4,
51,Jaylen Samuels,PIT,RB,54,3,
52,Nyheim Hines,IND,RB,49,-3,
53,Chase Edmonds,ARI,RB,62,9,
54,Jalen Richard,LV,RB,59,5,
55,Rex Burkhead,NE,RB,63,8,
56,Alexander Mattison,MIN,RB,60,4,
57,Malcolm Brown,LAR,RB,61,4,
58,Dare Ogunbowale,TB,RB,68,10,
59,Ronald Jones II,TB,RB,51,-8,
60,Ryquell Armstead,JAC,RB,67,7,
61,Ito Smith,ATL,RB,56,-5,
62,Carlos Hyde,SEA,RB,52,-10,
63,Gus Edwards,BAL,RB,66,3,
64,Darwin Thompson,KC,RB,65,1,
65,Mike Davis,CAR,RB,57,-8,
66,Jamaal Williams,GB,RB,58,-8,
67,Ty Montgomery,NO,RB,55,-12,
68,,,,126,58,
69,Damien Harris,NE,RB,,,
70,Jordan Wilkins,IND,RB,73,3,
71,T.J. Yeldon,BUF,RB,64,-7,
72,Brian Hill,ATL,RB,83,11,
73,Wayne Gallman,NYG,RB,69,-4,
74,Devontae Booker,LV,RB,70,-4,
75,Alfred Morris,FA,RB,79,4,
