FantasyPros.com 
 NFL Rankings 


Rank,Player Name,Team,Position,ECR,vs. ECR
1,Greg Zuerlein,DAL,K,1,0,
2,Jason Myers,SEA,K,2,0,
3,Matt Prater,DET,K,3,0,
4,Wil Lutz,NO,K,5,1,
5,Mike Nugent,FA,K,7,2,
6,Dan Bailey,MIN,K,6,0,
7,Mason Crosby,GB,K,4,-3,
8,Robbie Gould,SF,K,8,0,
9,Ka'imi Fairbairn,HOU,K,9,0,
10,Josh Lambo,JAC,K,10,0,
11,Chris Boswell,PIT,K,11,0,
12,Harrison Butker,KC,K,12,0,
13,Zane Gonzalez,ARI,K,13,0,
14,Joey Slye,CAR,K,14,0,
15,Aldrick Rosas,FA,K,16,1,
16,Matt Gay,TB,K,19,3,
17,Matt Bryant,FA,K,18,1,
18,Adam Vinatieri,FA,K,17,-1,
19,Stephen Hauschka,BUF,K,15,-4,
20,Jake Elliott,PHI,K,20,0,
21,Brandon McManus,DEN,K,23,2,
22,Eddy Pineiro,CHI,K,21,-1,
