FantasyPros.com 
 NFL Rankings 


Rank,Player Name,Team,Position,ECR,vs. ECR
1,Patrick Mahomes,KC,QB,1,0,
2,Deshaun Watson,HOU,QB,3,1,
3,Lamar Jackson,BAL,QB,2,-1,
4,Matt Ryan,ATL,QB,7,3,
5,Tom Brady,TB,QB,6,1,
6,Kyler Murray,ARI,QB,8,2,
7,Carson Wentz,PHI,QB,5,-2,
8,Dak Prescott,DAL,QB,9,1,
9,Russell Wilson,SEA,QB,4,-5,
10,Aaron Rodgers,GB,QB,10,0,
11,Jameis Winston,NO,QB,11,0,
12,Kirk Cousins,MIN,QB,18,6,
13,Jared Goff,LAR,QB,14,1,
14,Philip Rivers,IND,QB,13,-1,
15,Jacoby Brissett,IND,QB,12,-3,
16,Baker Mayfield,CLE,QB,17,1,
17,Andy Dalton,DAL,QB,15,-2,
18,Josh Allen,BUF,QB,19,1,
19,Teddy Bridgewater,CAR,QB,24,5,
20,Jimmy Garoppolo,SF,QB,16,-4,
21,Gardner Minshew II,JAC,QB,23,2,
22,Joe Flacco,NYJ,QB,25,3,
23,Chase Daniel,DET,QB,21,-2,
24,Mason Rudolph,PIT,QB,26,2,
25,Daniel Jones,NYG,QB,20,-5,
26,Kyle Allen,WAS,QB,22,-4,
27,Derek Carr,LV,QB,28,1,
28,Marcus Mariota,LV,QB,27,-1,
29,Luke Falk,FA,QB,29,0,
30,Colt McCoy,NYG,QB,30,0,
31,Dwayne Haskins,WAS,QB,32,1,
