FantasyPros.com 
 NFL Rankings 


Rank,Player Name,Team,Position,ECR,vs. ECR
1,DeAndre Hopkins,ARI,WR,2,1,
2,Julio Jones,ATL,WR,1,-1,
3,Cooper Kupp,LAR,WR,3,0,
4,Chris Godwin,TB,WR,6,2,
5,Keenan Allen,LAC,WR,4,-1,
6,Tyreek Hill,KC,WR,11,5,
7,Michael Thomas,NO,WR,5,-2,
8,Amari Cooper,DAL,WR,7,-1,
9,Adam Thielen,MIN,WR,9,0,
10,Julian Edelman,NE,WR,13,3,
11,Odell Beckham Jr.,CLE,WR,8,-3,
12,Tyler Lockett,SEA,WR,10,-2,
13,Josh Gordon,FA,WR,18,5,
14,Tyler Boyd,CIN,WR,14,0,
15,Terry McLaurin,WAS,WR,21,6,
16,D.J. Moore,CAR,WR,26,10,
17,Larry Fitzgerald,ARI,WR,16,-1,
18,Kenny Golladay,DET,WR,15,-3,
19,Stefon Diggs,BUF,WR,25,6,
20,Brandin Cooks,HOU,WR,22,2,
21,Mike Evans,TB,WR,12,-9,
22,JuJu Smith-Schuster,PIT,WR,28,6,
23,Michael Gallup,DAL,WR,24,1,
24,Will Fuller,HOU,WR,17,-7,
25,Robert Woods,LAR,WR,19,-6,
26,Calvin Ridley,ATL,WR,23,-3,
27,Courtland Sutton,DEN,WR,27,0,
28,D.J. Chark,JAC,WR,20,-8,
29,Marquez Valdes-Scantling,GB,WR,34,5,
30,Dede Westbrook,JAC,WR,35,5,
31,Alshon Jeffery,PHI,WR,29,-2,
32,Mohamed Sanu,NE,WR,39,7,
33,Mike Williams,LAC,WR,32,-1,
34,Curtis Samuel,CAR,WR,30,-4,
35,Jarvis Landry,CLE,WR,31,-4,
36,Marvin Jones,DET,WR,33,-3,
37,Demarcus Robinson,KC,WR,40,3,
38,Emmanuel Sanders,NO,WR,36,-2,
39,D.K. Metcalf,SEA,WR,38,-1,
40,Mecole Hardman,KC,WR,42,2,
41,Golden Tate,NYG,WR,46,5,
42,Preston Williams,MIA,WR,41,-1,
43,Marquise Goodwin,PHI,WR,49,6,
44,Geronimo Allison,DET,WR,43,-1,
45,Robby Anderson,CAR,WR,37,-8,
46,Darius Slayton,NYG,WR,55,9,
47,DeVante Parker,MIA,WR,52,5,
48,Diontae Johnson,PIT,WR,47,-1,
49,Paul Richardson Jr.,FA,WR,54,5,
50,Jamison Crowder,NYJ,WR,44,-6,
51,Albert Wilson,MIA,WR,60,9,
52,Keke Coutee,HOU,WR,58,6,
53,KeeSean Johnson,ARI,WR,51,-2,
54,Miles Boykin,BAL,WR,65,11,
55,Jakobi Meyers,NE,WR,66,11,
56,Auden Tate,CIN,WR,45,-11,
57,Chris Conley,JAC,WR,59,2,
58,Willie Snead,BAL,WR,56,-2,
59,A.J. Brown,TEN,WR,50,-9,
60,Corey Davis,TEN,WR,48,-12,
61,Jake Kumerow,GB,WR,77,16,
62,Dante Pettis,SF,WR,64,2,
63,Nelson Agholor,LV,WR,57,-6,
64,Ted Ginn,CHI,WR,62,-2,
65,Trey Quinn,WAS,WR,61,-4,
66,Randall Cobb,HOU,WR,,,
67,Demaryius Thomas,FA,WR,63,-4,
68,Jarius Wright,FA,WR,79,11,
69,Adam Humphries,TEN,WR,67,-2,
70,Jaron Brown,FA,WR,75,5,
71,Trent Sherfield,ARI,WR,72,1,
72,Deebo Samuel,SF,WR,53,-19,
73,David Moore,SEA,WR,71,-2,
74,Danny Amendola,DET,WR,69,-5,
75,Byron Pringle,KC,WR,68,-7,
76,Mack Hollins,MIA,WR,73,-3,
77,DaeSean Hamilton,DEN,WR,76,-1,
78,Antonio Callaway,FA,WR,70,-8,
