FantasyPros.com 
 NFL Rankings 


Rank,Player Name,Team,Position,ECR,vs. ECR
1,Patrick Mahomes,KC,QB,1,0,
2,Russell Wilson,SEA,QB,4,2,
3,Aaron Rodgers,GB,QB,6,3,
4,Lamar Jackson,BAL,QB,2,-2,
5,Dak Prescott,DAL,QB,5,0,
6,Philip Rivers,IND,QB,8,2,
7,Deshaun Watson,HOU,QB,3,-4,
8,Jared Goff,LAR,QB,7,-1,
9,Matt Ryan,ATL,QB,10,1,
10,Matthew Stafford,DET,QB,13,3,
11,Kyler Murray,ARI,QB,9,-2,
12,Carson Wentz,PHI,QB,14,2,
13,Daniel Jones,NYG,QB,11,-2,
14,Josh Allen,BUF,QB,16,2,
15,Andy Dalton,DAL,QB,19,4,
16,Kyle Allen,WAS,QB,17,1,
17,Derek Carr,LV,QB,25,8,
18,Case Keenum,CLE,QB,21,3,
19,Tom Brady,TB,QB,12,-7,
20,Baker Mayfield,CLE,QB,20,0,
21,Jacoby Brissett,IND,QB,15,-6,
22,Marcus Mariota,LV,QB,23,1,
23,Jameis Winston,NO,QB,18,-5,
24,Kirk Cousins,MIN,QB,28,4,
25,Mason Rudolph,PIT,QB,22,-3,
26,Gardner Minshew II,JAC,QB,24,-2,
27,Mitch Trubisky,CHI,QB,26,-1,
28,Josh Rosen,MIA,QB,30,2,
29,Teddy Bridgewater,CAR,QB,27,-2,
30,Joe Flacco,NYJ,QB,29,-1,
31,Ryan Fitzpatrick,MIA,QB,33,2,
